cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_hogares_;2001_vehículo_automotor_tiene;2001_vehículo_automotor_no_tiene;2001_bicicleta_tiene;2001_bicicleta_no_tiene;2001_motocicleta_o_cuatratrack_tiene;2001_motocicleta_o_cuatratrack_no_tiene;2012_total_hogares;2012_vehículo_automotor_tiene;2012_vehículo_automotor_no_tiene;2012_bicicleta_tiene;2012_bicicleta_no_tiene;2012_motocicleta_o_cuatratrack_tiene;2012_motocicleta_o_cuatratrack_no_tiene;2012_carreta_o_carreton_tiene;2012_carreta_o_carreton_no_tiene;2012_deslizador_balsa_canoa_o_bote_tiene;2012_deslizador_balsa_canoa_o_bote_no_tiene;2024_total_hogares_;2024_vehículo_automotor_tiene;2024_vehículo_automotor_no_tiene;2024_vehículo_automotor_sin_especificar;2024_bicicleta_tiene;2024_bicicleta_no_tiene;2024_bicicleta_sin_especificar;2024_motocicleta_o_cuatratrack_tiene;2024_motocicleta_o_cuatratrack_no_tiene;2024_motocicleta_o_cuatratrack_sin_especificar;2024_carreta_o_carreton_tiene;2024_carreta_o_carreton_no_tiene;2024_carreta_o_carreton_sin_especificar;2024_deslizador_balsa_canoa_o_bote_tiene;2024_deslizador_balsa_canoa_o_bote_no_tiene;2024_deslizador_balsa_canoa_o_bote_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2071;48;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Rural;2,081;20;2,061;388;1,693;5;2,076;1,824;73;1,751;307;1,517;99;1,725;5;1,819;7;1,817;1,697;194;1,448;55;167;1,480;50;486;1,158;53;41;1,602;54;15;1,628;54
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2072;49;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Tomina;1,921;31;1,890;509;1,412;12;1,909;2,113;88;2,025;515;1,598;86;2,027;29;2,084;6;2,107;2,243;218;1,919;106;490;1,649;104;678;1,459;106;162;1,976;105;20;2,118;105
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2073;50;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;;;;;;;;;;;;;;;;;;;564;81;460;23;182;359;23;169;372;23;21;520;23;10;531;23
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2074;51;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;1,921;31;1,890;509;1,412;12;1,909;2,113;88;2,025;515;1,598;86;2,027;29;2,084;6;2,107;1,679;137;1,459;83;308;1,290;81;509;1,087;83;141;1,456;82;10;1,587;82
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2075;52;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;1,518;17;1,501;235;1,283;10;1,508;2,010;70;1,940;332;1,678;63;1,947;8;2,002;4;2,006;2,087;143;1,861;83;226;1,778;83;398;1,606;83;82;1,922;83;5;1,999;83
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2076;53;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;;;;;;;;604;49;555;146;458;45;559;7;597;2;602;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2077;54;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;1,518;17;1,501;235;1,283;10;1,508;1,406;21;1,385;186;1,220;18;1,388;1;1,405;2;1,404;2,087;143;1,861;83;226;1,778;83;398;1,606;83;82;1,922;83;5;1,999;83
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Alcalá;727;13;714;134;593;7;720;1,072;74;998;187;885;43;1,029;5;1,067;0;1,072;1,189;169;976;44;193;953;43;259;887;43;43;1,102;44;4;1,141;44
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;727;13;714;134;593;7;720;1,072;74;998;187;885;43;1,029;5;1,067;0;1,072;1,189;169;976;44;193;953;43;259;887;43;43;1,102;44;4;1,141;44
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;996;8;988;68;928;3;993;1,212;43;1,169;106;1,106;26;1,186;0;1,212;1;1,211;1,439;131;1,272;36;123;1,283;33;243;1,160;36;26;1,377;36;15;1,388;36
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;996;8;988;68;928;3;993;1,212;43;1,169;106;1,106;26;1,186;0;1,212;1;1,211;1,439;131;1,272;36;123;1,283;33;243;1,160;36;26;1,377;36;15;1,388;36
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;7,348;534;6,814;1,604;5,744;106;7,242;8,158;1,206;6,952;1,642;6,516;625;7,533;103;8,055;37;8,121;10,043;2,199;7,439;405;2,608;7,031;404;2,564;7,076;403;176;9,459;408;87;9,550;406
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;1,541;290;1,251;559;982;71;1,470;2,765;710;2,055;862;1,903;371;2,394;20;2,745;5;2,760;4,068;1,319;2,593;156;1,638;2,273;157;1,136;2,776;156;47;3,864;157;33;3,878;157
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;5,807;244;5,563;1,045;4,762;35;5,772;5,393;496;4,897;780;4,613;254;5,139;83;5,310;32;5,361;5,975;880;4,846;249;970;4,758;247;1,428;4,300;247;129;5,595;251;54;5,672;249
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;5,399;441;4,958;1,340;4,059;94;5,305;6,079;1,010;5,069;1,377;4,702;521;5,558;67;6,012;26;6,053;7,742;1,893;5,542;307;2,309;5,126;307;1,966;5,470;306;129;7,304;309;65;7,369;308
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;1,541;290;1,251;559;982;71;1,470;2,765;710;2,055;862;1,903;371;2,394;20;2,745;5;2,760;4,068;1,319;2,593;156;1,638;2,273;157;1,136;2,776;156;47;3,864;157;33;3,878;157
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;3,858;151;3,707;781;3,077;23;3,835;3,314;300;3,014;515;2,799;150;3,164;47;3,267;21;3,293;3,674;574;2,949;151;671;2,853;150;830;2,694;150;82;3,440;152;32;3,491;151
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;1,949;93;1,856;264;1,685;12;1,937;2,079;196;1,883;265;1,814;104;1,975;36;2,043;11;2,068;2,301;306;1,897;98;299;1,905;97;598;1,606;97;47;2,155;99;22;2,181;98
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;1,949;93;1,856;264;1,685;12;1,937;2,079;196;1,883;265;1,814;104;1,975;36;2,043;11;2,068;2,301;306;1,897;98;299;1,905;97;598;1,606;97;47;2,155;99;22;2,181;98
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;6,813;128;6,685;1,533;5,280;19;6,794;7,336;557;6,779;1,387;5,949;87;7,249;314;7,022;21;7,315;7,348;1,008;5,946;394;1,210;5,755;383;988;5,971;389;714;6,238;396;70;6,880;398
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;658;46;612;199;459;3;655;781;74;707;204;577;18;763;186;595;7;774;913;136;744;33;206;674;33;139;741;33;252;628;33;25;855;33
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;6,155;82;6,073;1,334;4,821;16;6,139;6,555;483;6,072;1,183;5,372;69;6,486;128;6,427;14;6,541;6,435;872;5,202;361;1,004;5,081;350;849;5,230;356;462;5,610;363;45;6,025;365
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;4,381;71;4,310;862;3,519;14;4,367;4,386;202;4,184;810;3,576;51;4,335;292;4,094;15;4,371;4,279;437;3,598;244;720;3,322;237;613;3,426;240;575;3,461;243;53;3,982;244
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;658;46;612;199;459;3;655;781;74;707;204;577;18;763;186;595;7;774;913;136;744;33;206;674;33;139;741;33;252;628;33;25;855;33
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;3,723;25;3,698;663;3,060;11;3,712;3,605;128;3,477;606;2,999;33;3,572;106;3,499;8;3,597;3,366;301;2,854;211;514;2,648;204;474;2,685;207;323;2,833;210;28;3,127;211
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;2,432;57;2,375;671;1,761;5;2,427;2,950;355;2,595;577;2,373;36;2,914;22;2,928;6;2,944;3,069;571;2,348;150;490;2,433;146;375;2,545;149;139;2,777;153;17;2,898;154
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;2,432;57;2,375;671;1,761;5;2,427;2,950;355;2,595;577;2,373;36;2,914;22;2,928;6;2,944;3,069;571;2,348;150;490;2,433;146;375;2,545;149;139;2,777;153;17;2,898;154
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;15,451;650;14,801;6,110;9,341;146;15,305;18,587;1,992;16,595;6,361;12,226;642;17,945;207;18,380;47;18,540;21,769;4,747;16,075;947;6,141;14,691;937;3,104;17,722;943;865;19,952;952;146;20,668;955
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;1,078;186;892;585;493;54;1,024;2,069;521;1,548;903;1,166;184;1,885;24;2,045;4;2,065;4,332;1,312;2,863;157;2,045;2,131;156;928;3,247;157;182;3,993;157;34;4,140;158
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;14,373;464;13,909;5,525;8,848;92;14,281;16,518;1,471;15,047;5,458;11,060;458;16,060;183;16,335;43;16,475;17,437;3,435;13,212;790;4,096;12,560;781;2,176;14,475;786;683;15,959;795;112;16,528;797
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;3,442;298;3,144;1,546;1,896;74;3,368;4,325;660;3,665;1,499;2,826;197;4,128;32;4,293;14;4,311;5,047;1,286;3,576;185;1,746;3,118;183;768;4,095;184;79;4,783;185;36;4,824;187
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;1,078;186;892;585;493;54;1,024;1,492;356;1,136;615;877;129;1,363;17;1,475;4;1,488;1,817;529;1,238;50;886;881;50;383;1,384;50;30;1,737;50;13;1,753;51
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;2,364;112;2,252;961;1,403;20;2,344;2,833;304;2,529;884;1,949;68;2,765;15;2,818;10;2,823;3,230;757;2,338;135;860;2,237;133;385;2,711;134;49;3,046;135;23;3,071;136
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;7,313;169;7,144;2,649;4,664;39;7,274;8,008;598;7,410;2,872;5,136;138;7,870;136;7,872;18;7,990;8,651;1,762;6,487;402;2,221;6,032;398;965;7,285;401;571;7,678;402;62;8,186;403
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;;;;;;;;;;;;;990;285;685;20;493;477;20;143;827;20;85;885;20;9;961;20
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;7,313;169;7,144;2,649;4,664;39;7,274;8,008;598;7,410;2,872;5,136;138;7,870;136;7,872;18;7,990;7,661;1,477;5,802;382;1,728;5,555;378;822;6,458;381;486;6,793;382;53;7,225;383
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;2,065;78;1,987;792;1,273;21;2,044;2,779;258;2,521;868;1,911;166;2,613;14;2,765;9;2,770;4,071;691;3,185;195;1,066;2,811;194;666;3,210;195;78;3,795;198;15;3,858;198
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;;;;;;;;;;;;;700;194;469;37;288;376;36;162;501;37;29;634;37;7;656;37
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;2,065;78;1,987;792;1,273;21;2,044;2,779;258;2,521;868;1,911;166;2,613;14;2,765;9;2,770;3,371;497;2,716;158;778;2,435;158;504;2,709;158;49;3,161;161;8;3,202;161
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;2,631;105;2,526;1,123;1,508;12;2,619;3,475;476;2,999;1,122;2,353;141;3,334;25;3,450;6;3,469;4,000;1,008;2,827;165;1,108;2,730;162;705;3,132;163;137;3,696;167;33;3,800;167
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;;;;;;;;577;165;412;288;289;55;522;7;570;0;577;825;304;471;50;378;397;50;240;535;50;38;737;50;5;770;50
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Rural;2,631;105;2,526;1,123;1,508;12;2,619;2,898;311;2,587;834;2,064;86;2,812;18;2,880;6;2,892;3,175;704;2,356;115;730;2,333;112;465;2,597;113;99;2,959;117;28;3,030;117
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;2,860;70;2,790;442;2,418;54;2,806;3,196;229;2,967;499;2,697;287;2,909;31;3,165;3;3,193;3,187;446;2,654;87;553;2,548;86;1,078;2,022;87;118;2,982;87;27;3,072;88
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;698;54;644;213;485;42;656;1,035;153;882;254;781;159;876;24;1,011;0;1,035;1,189;291;859;39;322;828;39;403;747;39;50;1,100;39;12;1,138;39
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;2,162;16;2,146;229;1,933;12;2,150;2,161;76;2,085;245;1,916;128;2,033;7;2,154;3;2,158;1,998;155;1,795;48;231;1,720;47;675;1,275;48;68;1,882;48;15;1,934;49
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;2,860;70;2,790;442;2,418;54;2,806;3,196;229;2,967;499;2,697;287;2,909;31;3,165;3;3,193;3,187;446;2,654;87;553;2,548;86;1,078;2,022;87;118;2,982;87;27;3,072;88
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;698;54;644;213;485;42;656;1,035;153;882;254;781;159;876;24;1,011;0;1,035;1,189;291;859;39;322;828;39;403;747;39;50;1,100;39;12;1,138;39
