cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_total_hogares_;numero_de_viviendas_refrigerador_o_congelador_tiene;numero_de_viviendas_refrigerador_o_congelador_no_tiene;numero_de_viviendas_refrigerador_o_congelador_sin_especificar;numero_de_viviendas_microondas_tiene;numero_de_viviendas_microondas_no_tiene;numero_de_viviendas_microondas_sin_especificar;numero_de_viviendas_calefon_o_termotanque_tiene;numero_de_viviendas_calefon_o_termotanque_no_tiene;numero_de_viviendas_calefon_o_termotanque_sin_especificar;numero_de_viviendas_aire_acondicionado_tiene;numero_de_viviendas_aire_acondicionado_no_tiene;numero_de_viviendas_aire_acondicionado_sin_especificar;numero_de_viviendas_lavadora_de_ropa_tiene;numero_de_viviendas_lavadora_de_ropa_no_tiene;numero_de_viviendas_lavadora_de_ropa_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;5,975;2,175;3,549;251;208;5,517;250;63;5,661;251;24;5,702;249;368;5,355;252
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;7,742;4,163;3,271;308;777;6,657;308;244;7,189;309;138;7,296;308;1,412;6,021;309
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;4,068;2,916;995;157;685;3,226;157;210;3,701;157;127;3,784;157;1,251;2,660;157
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;3,674;1,247;2,276;151;92;3,431;151;34;3,488;152;11;3,512;151;161;3,361;152
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;2,301;928;1,273;100;116;2,086;99;29;2,173;99;13;2,190;98;207;1,994;100
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;2,301;928;1,273;100;116;2,086;99;29;2,173;99;13;2,190;98;207;1,994;100
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;7,348;1,476;5,473;399;164;6,785;399;115;6,833;400;27;6,922;399;209;6,740;399
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;913;262;618;33;47;833;33;28;852;33;4;876;33;58;822;33
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;6,435;1,214;4,855;366;117;5,952;366;87;5,981;367;23;6,046;366;151;5,918;366
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;4,279;727;3,307;245;88;3,946;245;88;3,944;247;17;4,017;245;119;3,914;246
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;913;262;618;33;47;833;33;28;852;33;4;876;33;58;822;33
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;3,366;465;2,689;212;41;3,113;212;60;3,092;214;13;3,141;212;61;3,092;213
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;3,069;749;2,166;154;76;2,839;154;27;2,889;153;10;2,905;154;90;2,826;153
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;3,069;749;2,166;154;76;2,839;154;27;2,889;153;10;2,905;154;90;2,826;153
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;21,769;4,750;16,064;955;801;20,012;956;310;20,500;959;84;20,728;957;1,352;19,461;956
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;4,332;2,341;1,834;157;518;3,657;157;155;4,020;157;37;4,138;157;887;3,288;157
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;17,437;2,409;14,230;798;283;16,355;799;155;16,480;802;47;16,590;800;465;16,173;799
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;5,047;2,285;2,577;185;456;4,405;186;134;4,727;186;32;4,829;186;710;4,152;185
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;1,817;1,295;472;50;336;1,431;50;96;1,671;50;22;1,745;50;554;1,213;50
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;3,230;990;2,105;135;120;2,974;136;38;3,056;136;10;3,084;136;156;2,939;135
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;8,651;1,328;6,919;404;167;8,081;403;88;8,160;403;19;8,229;403;298;7,950;403
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;990;407;563;20;60;910;20;12;958;20;5;965;20;107;863;20
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;7,661;921;6,356;384;107;7,171;383;76;7,202;383;14;7,264;383;191;7,087;383
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;4,071;497;3,374;200;77;3,795;199;33;3,837;201;23;3,848;200;146;3,723;202
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;700;297;366;37;62;601;37;21;642;37;7;656;37;94;569;37
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;3,371;200;3,008;163;15;3,194;162;12;3,195;164;16;3,192;163;52;3,154;165
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;4,000;640;3,194;166;101;3,731;168;55;3,776;169;10;3,822;168;198;3,636;166
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;825;342;433;50;60;715;50;26;749;50;3;772;50;132;643;50
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Rural;3,175;298;2,761;116;41;3,016;118;29;3,027;119;7;3,050;118;66;2,993;116
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;3,187;1,256;1,843;88;227;2,872;88;42;3,057;88;6;3,094;87;307;2,792;88
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;1,189;759;391;39;207;943;39;14;1,136;39;3;1,147;39;270;880;39
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;1,998;497;1,452;49;20;1,929;49;28;1,921;49;3;1,947;48;37;1,912;49
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2120;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;3,187;1,256;1,843;88;227;2,872;88;42;3,057;88;6;3,094;87;307;2,792;88
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2121;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;1,189;759;391;39;207;943;39;14;1,136;39;3;1,147;39;270;880;39
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2122;99;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Rural;1,998;497;1,452;49;20;1,929;49;28;1,921;49;3;1,947;48;37;1,912;49
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2123;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;7,311;2,224;4,810;277;289;6,745;277;149;6,885;277;35;6,999;277;519;6,515;277
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2124;101;Provincia;Chuquisaca;Sud Cinti;;Urbana;1,645;912;677;56;186;1,403;56;72;1,517;56;19;1,570;56;322;1,267;56
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2125;102;Provincia;Chuquisaca;Sud Cinti;;Rural;5,666;1,312;4,133;221;103;5,342;221;77;5,368;221;16;5,429;221;197;5,248;221
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2126;103;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;1,371;576;747;48;75;1,248;48;36;1,287;48;8;1,315;48;117;1,205;49
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2127;104;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Urbana;567;366;176;25;60;482;25;29;513;25;6;536;25;107;435;25
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2128;105;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Rural;804;210;571;23;15;766;23;7;774;23;2;779;23;10;770;24
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2129;106;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Culpina;4,660;1,071;3,398;191;164;4,305;191;75;4,394;191;19;4,450;191;320;4,150;190
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2130;107;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Urbana;1,078;546;501;31;126;921;31;43;1,004;31;13;1,034;31;215;832;31
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2131;108;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Rural;3,582;525;2,897;160;38;3,384;160;32;3,390;160;6;3,416;160;105;3,318;159
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2132;109;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;1,280;577;665;38;50;1,192;38;38;1,204;38;8;1,234;38;82;1,160;38
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2133;110;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2134;111;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Rural;1,280;577;665;38;50;1,192;38;38;1,204;38;8;1,234;38;82;1,160;38
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2135;112;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;6,242;2,416;3,582;244;299;5,700;243;67;5,932;243;118;5,879;245;615;5,382;245
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2136;113;Provincia;Chuquisaca;Luis Calvo;;Urbana;1,162;709;420;33;132;997;33;20;1,109;33;39;1,090;33;281;848;33
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2137;114;Provincia;Chuquisaca;Luis Calvo;;Rural;5,080;1,707;3,162;211;167;4,703;210;47;4,823;210;79;4,789;212;334;4,534;212
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2138;115;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Villa Vaca Guzmán;3,136;1,329;1,694;113;176;2,847;113;32;2,991;113;47;2,974;115;359;2,663;114
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2139;116;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Urbana;1,162;709;420;33;132;997;33;20;1,109;33;39;1,090;33;281;848;33
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2140;117;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Rural;1,974;620;1,274;80;44;1,850;80;12;1,882;80;8;1,884;82;78;1,815;81
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2141;118;Municipio/TIOC;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Huacaya (Autonomía Guaraní Chaqueño de Huacaya);818;282;513;23;37;758;23;10;785;23;8;787;23;58;736;24
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2142;119;Municipio/TIOC;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2143;120;Municipio/TIOC;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Rural;818;282;513;23;37;758;23;10;785;23;8;787;23;58;736;24
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2144;121;Municipio/TIOC;Chuquisaca;Luis Calvo;Macharetí;Macharetí;2,288;805;1,375;108;86;2,095;107;25;2,156;107;63;2,118;107;198;1,983;107
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2145;122;Municipio/TIOC;Chuquisaca;Luis Calvo;Macharetí;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2146;123;Municipio/TIOC;Chuquisaca;Luis Calvo;Macharetí;Rural;2,288;805;1,375;108;86;2,095;107;25;2,156;107;63;2,118;107;198;1,983;107
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2147;124;Departamento;La Paz;;;La Paz;1,069,838;467,899;572,603;29,336;217,957;822,565;29,316;71,854;968,645;29,339;10,783;1,029,717;29,338;241,303;799,201;29,334
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2148;125;Departamento;La Paz;;;Urbana;664,447;398,301;252,592;13,554;209,497;441,393;13,557;67,777;583,112;13,558;8,618;642,272;13,557;232,025;418,870;13,552
