cuadro;no;nivel;departamento;provincia;municipio_tioc;area;total_incritos_en_servicio_de_registro_civil;total_incritos_en_servicio_de_registro_civil_tiene;total_incritos_en_servicio_de_registro_civil_no_tiene;total_incritos_en_servicio_de_registro_civil_sin_especificar;total_tenencia_de_cedula_de_identidad_total;total_tenencia_de_cedula_de_identidad_tiene;total_tenencia_de_cedula_de_identidad_no_tiene;total_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;total_tenencia_de_cedula_de_identidad_sin_especificar;"total_inscritos_en_servicio_de_registro_civil_
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"total_tenencia_de_cedula_de_identidad
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";hombres_incritos_en_servicio_de_registro_civil_total;hombres_incritos_en_servicio_de_registro_civil_tiene;hombres_incritos_en_servicio_de_registro_civil_no_tiene;hombres_incritos_en_servicio_de_registro_civil_sin_especificar;hombres_tenencia_de_cedula_de_identidad_total;hombres_tenencia_de_cedula_de_identidad_tiene;hombres_tenencia_de_cedula_de_identidad_no_tiene;hombres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;hombres_tenencia_de_cedula_de_identidad_sin_especificar;"hombres_inscritos_en_servicio_de_registro_civil_
()_tiene";"hombres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"hombres_tenencia_de_cedula_de_identidad
()_tiene";"hombres_tenencia_de_cedula_de_identidad
()_no_tiene";mujeres_incritos_en_servicio_de_registro_civil_total;mujeres_incritos_en_servicio_de_registro_civil_tiene;mujeres_incritos_en_servicio_de_registro_civil_no_tiene;mujeres_incritos_en_servicio_de_registro_civil_sin_especificar;mujeres_tenencia_de_cedula_de_identidad_total;mujeres_tenencia_de_cedula_de_identidad_tiene;mujeres_tenencia_de_cedula_de_identidad_no_tiene;mujeres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;mujeres_tenencia_de_cedula_de_identidad_sin_especificar;"mujeres_inscritos_en_servicio_de_registro_civil_
()_tiene";"mujeres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_no_tiene"
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2061;38;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Urbana;2,720;2,713;7;0;2,720;2,710;8;2;0;99.7;0.3;99.7;0.3;1,327;1,324;3;0;1,327;1,323;4;0;0;99.8;0.2;99.7;0.3;1,393;1,389;4;0;1,393;1,387;4;2;0;99.7;0.3;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2062;39;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Rural;6,335;6,300;29;6;6,335;6,286;35;8;6;99.5;0.5;99.4;0.6;3,188;3,168;16;4;3,188;3,157;20;7;4;99.5;0.5;99.4;0.6;3,147;3,132;13;2;3,147;3,129;15;1;2;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2063;40;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Icla;9,155;9,056;35;64;9,155;9,042;36;8;69;99.6;0.4;99.6;0.4;4,681;4,628;19;34;4,681;4,621;19;5;36;99.6;0.4;99.6;0.4;4,474;4,428;16;30;4,474;4,421;17;3;33;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2064;41;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2065;42;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Rural;9,155;9,056;35;64;9,155;9,042;36;8;69;99.6;0.4;99.6;0.4;4,681;4,628;19;34;4,681;4,621;19;5;36;99.6;0.4;99.6;0.4;4,474;4,428;16;30;4,474;4,421;17;3;33;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2066;43;Provincia;Chuquisaca;Tomina;;Tomina;34,065;33,845;144;76;34,065;33,783;143;54;85;99.6;0.4;99.6;0.4;17,224;17,097;85;42;17,224;17,067;83;27;47;99.5;0.5;99.5;0.5;16,841;16,748;59;34;16,841;16,716;60;27;38;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2067;44;Provincia;Chuquisaca;Tomina;;Urbana;6,252;6,225;20;7;6,252;6,218;9;16;9;99.7;0.3;99.9;0.1;2,983;2,968;13;2;2,983;2,966;5;8;4;99.6;0.4;99.8;0.2;3,269;3,257;7;5;3,269;3,252;4;8;5;99.8;0.2;99.9;0.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2068;45;Provincia;Chuquisaca;Tomina;;Rural;27,813;27,620;124;69;27,813;27,565;134;38;76;99.6;0.4;99.5;0.5;14,241;14,129;72;40;14,241;14,101;78;19;43;99.5;0.5;99.5;0.5;13,572;13,491;52;29;13,572;13,464;56;19;33;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2069;46;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Padilla;9,192;9,130;37;25;9,192;9,104;37;22;29;99.6;0.4;99.6;0.4;4,628;4,592;22;14;4,628;4,580;20;11;17;99.5;0.5;99.6;0.4;4,564;4,538;15;11;4,564;4,524;17;11;12;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2070;47;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Urbana;4,232;4,215;15;2;4,232;4,211;8;9;4;99.6;0.4;99.8;0.2;2,009;2,000;9;0;2,009;1,999;5;3;2;99.6;0.4;99.8;0.2;2,223;2,215;6;2;2,223;2,212;3;6;2;99.7;0.3;99.9;0.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2071;48;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Rural;4,960;4,915;22;23;4,960;4,893;29;13;25;99.6;0.4;99.4;0.6;2,619;2,592;13;14;2,619;2,581;15;8;15;99.5;0.5;99.4;0.6;2,341;2,323;9;9;2,341;2,312;14;5;10;99.6;0.4;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2072;49;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Tomina;8,509;8,453;39;17;8,509;8,440;35;18;16;99.5;0.5;99.6;0.4;4,310;4,282;19;9;4,310;4,273;19;9;9;99.6;0.4;99.6;0.4;4,199;4,171;20;8;4,199;4,167;16;9;7;99.5;0.5;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2073;50;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;2,020;2,010;5;5;2,020;2,007;1;7;5;99.8;0.2;100.0;0.0;974;968;4;2;974;967;0;5;2;99.6;0.4;100.0;0.0;1,046;1,042;1;3;1,046;1,040;1;2;3;99.9;0.1;99.9;0.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2074;51;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;6,489;6,443;34;12;6,489;6,433;34;11;11;99.5;0.5;99.5;0.5;3,336;3,314;15;7;3,336;3,306;19;4;7;99.5;0.5;99.4;0.6;3,153;3,129;19;5;3,153;3,127;15;7;4;99.4;0.6;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2075;52;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;6,942;6,901;26;15;6,942;6,890;26;9;17;99.6;0.4;99.6;0.4;3,507;3,484;13;10;3,507;3,479;13;4;11;99.6;0.4;99.6;0.4;3,435;3,417;13;5;3,435;3,411;13;5;6;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2076;53;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2077;54;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;6,942;6,901;26;15;6,942;6,890;26;9;17;99.6;0.4;99.6;0.4;3,507;3,484;13;10;3,507;3,479;13;4;11;99.6;0.4;99.6;0.4;3,435;3,417;13;5;3,435;3,411;13;5;6;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2078;55;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Alcalá;3,768;3,744;13;11;3,768;3,738;15;0;15;99.7;0.3;99.6;0.4;1,917;1,900;11;6;1,917;1,899;11;0;7;99.4;0.6;99.4;0.6;1,851;1,844;2;5;1,851;1,839;4;0;8;99.9;0.1;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2079;56;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;3,768;3,744;13;11;3,768;3,738;15;0;15;99.7;0.3;99.6;0.4;1,917;1,900;11;6;1,917;1,899;11;0;7;99.4;0.6;99.4;0.6;1,851;1,844;2;5;1,851;1,839;4;0;8;99.9;0.1;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;5,654;5,617;29;8;5,654;5,611;30;5;8;99.5;0.5;99.5;0.5;2,862;2,839;20;3;2,862;2,836;20;3;3;99.3;0.7;99.3;0.7;2,792;2,778;9;5;2,792;2,775;10;2;5;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;5,654;5,617;29;8;5,654;5,611;30;5;8;99.5;0.5;99.5;0.5;2,862;2,839;20;3;2,862;2,836;20;3;3;99.3;0.7;99.3;0.7;2,792;2,778;9;5;2,792;2,775;10;2;5;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;31,746;31,397;124;225;31,746;31,338;122;46;240;99.6;0.4;99.6;0.4;16,381;16,190;72;119;16,381;16,156;71;33;121;99.6;0.4;99.6;0.4;15,365;15,207;52;106;15,365;15,182;51;13;119;99.7;0.3;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;13,058;12,950;52;56;13,058;12,930;42;25;61;99.6;0.4;99.7;0.3;6,465;6,398;32;35;6,465;6,385;25;19;36;99.5;0.5;99.6;0.4;6,593;6,552;20;21;6,593;6,545;17;6;25;99.7;0.3;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;18,688;18,447;72;169;18,688;18,408;80;21;179;99.6;0.4;99.6;0.4;9,916;9,792;40;84;9,916;9,771;46;14;85;99.6;0.4;99.5;0.5;8,772;8,655;32;85;8,772;8,637;34;7;94;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;24,546;24,272;82;192;24,546;24,230;78;35;203;99.7;0.3;99.7;0.3;12,649;12,498;51;100;12,649;12,473;49;25;102;99.6;0.4;99.6;0.4;11,897;11,774;31;92;11,897;11,757;29;10;101;99.7;0.3;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;13,058;12,950;52;56;13,058;12,930;42;25;61;99.6;0.4;99.7;0.3;6,465;6,398;32;35;6,465;6,385;25;19;36;99.5;0.5;99.6;0.4;6,593;6,552;20;21;6,593;6,545;17;6;25;99.7;0.3;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;11,488;11,322;30;136;11,488;11,300;36;10;142;99.7;0.3;99.7;0.3;6,184;6,100;19;65;6,184;6,088;24;6;66;99.7;0.3;99.6;0.4;5,304;5,222;11;71;5,304;5,212;12;4;76;99.8;0.2;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;7,200;7,125;42;33;7,200;7,108;44;11;37;99.4;0.6;99.4;0.6;3,732;3,692;21;19;3,732;3,683;22;8;19;99.4;0.6;99.4;0.6;3,468;3,433;21;14;3,468;3,425;22;3;18;99.4;0.6;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;7,200;7,125;42;33;7,200;7,108;44;11;37;99.4;0.6;99.4;0.6;3,732;3,692;21;19;3,732;3,683;22;8;19;99.4;0.6;99.4;0.6;3,468;3,433;21;14;3,468;3,425;22;3;18;99.4;0.6;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;21,803;21,598;43;162;21,803;21,543;51;39;170;99.8;0.2;99.8;0.2;10,858;10,776;21;61;10,858;10,744;27;21;66;99.8;0.2;99.7;0.3;10,945;10,822;22;101;10,945;10,799;24;18;104;99.8;0.2;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;2,978;2,960;7;11;2,978;2,941;12;12;13;99.8;0.2;99.6;0.4;1,407;1,397;4;6;1,407;1,387;8;5;7;99.7;0.3;99.4;0.6;1,571;1,563;3;5;1,571;1,554;4;7;6;99.8;0.2;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;18,825;18,638;36;151;18,825;18,602;39;27;157;99.8;0.2;99.8;0.2;9,451;9,379;17;55;9,451;9,357;19;16;59;99.8;0.2;99.8;0.2;9,374;9,259;19;96;9,374;9,245;20;11;98;99.8;0.2;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;13,323;13,182;25;116;13,323;13,140;34;28;121;99.8;0.2;99.7;0.3;6,592;6,536;15;41;6,592;6,510;22;15;45;99.8;0.2;99.7;0.3;6,731;6,646;10;75;6,731;6,630;12;13;76;99.8;0.2;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;2,978;2,960;7;11;2,978;2,941;12;12;13;99.8;0.2;99.6;0.4;1,407;1,397;4;6;1,407;1,387;8;5;7;99.7;0.3;99.4;0.6;1,571;1,563;3;5;1,571;1,554;4;7;6;99.8;0.2;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;10,345;10,222;18;105;10,345;10,199;22;16;108;99.8;0.2;99.8;0.2;5,185;5,139;11;35;5,185;5,123;14;10;38;99.8;0.2;99.7;0.3;5,160;5,083;7;70;5,160;5,076;8;6;70;99.9;0.1;99.8;0.2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;8,480;8,416;18;46;8,480;8,403;17;11;49;99.8;0.2;99.8;0.2;4,266;4,240;6;20;4,266;4,234;5;6;21;99.9;0.1;99.9;0.1;4,214;4,176;12;26;4,214;4,169;12;5;28;99.7;0.3;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;8,480;8,416;18;46;8,480;8,403;17;11;49;99.8;0.2;99.8;0.2;4,266;4,240;6;20;4,266;4,234;5;6;21;99.9;0.1;99.9;0.1;4,214;4,176;12;26;4,214;4,169;12;5;28;99.7;0.3;99.7;0.3
