cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_total;2012_total_tiene;2012_total_no_tiene;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_cedula_boliviana_de_extranjero;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_cedula_boliviana_de_extranjero;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_cedula_boliviana_de_extranjero;2024_mujeres_sin_especificar
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Alcalá;4,902;4,001;901;2,490;2,040;450;2,412;1,961;451;3,768;3,738;15;0;15;1,917;1,899;11;0;7;1,851;1,839;4;0;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;4,902;4,001;901;2,490;2,040;450;2,412;1,961;451;3,768;3,738;15;0;15;1,917;1,899;11;0;7;1,851;1,839;4;0;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;4,465;3,530;935;2,311;1,816;495;2,154;1,714;440;5,654;5,611;30;5;8;2,862;2,836;20;3;3;2,792;2,775;10;2;5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;4,465;3,530;935;2,311;1,816;495;2,154;1,714;440;5,654;5,611;30;5;8;2,862;2,836;20;3;3;2,792;2,775;10;2;5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;32,652;25,060;7,592;16,819;12,823;3,996;15,833;12,237;3,596;31,746;31,338;122;46;240;16,381;16,156;71;33;121;15,365;15,182;51;13;119
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;11,443;9,288;2,155;5,553;4,441;1,112;5,890;4,847;1,043;13,058;12,930;42;25;61;6,465;6,385;25;19;36;6,593;6,545;17;6;25
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;21,209;15,772;5,437;11,266;8,382;2,884;9,943;7,390;2,553;18,688;18,408;80;21;179;9,916;9,771;46;14;85;8,772;8,637;34;7;94
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;24,303;18,756;5,547;12,419;9,507;2,912;11,884;9,249;2,635;24,546;24,230;78;35;203;12,649;12,473;49;25;102;11,897;11,757;29;10;101
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;11,443;9,288;2,155;5,553;4,441;1,112;5,890;4,847;1,043;13,058;12,930;42;25;61;6,465;6,385;25;19;36;6,593;6,545;17;6;25
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;12,860;9,468;3,392;6,866;5,066;1,800;5,994;4,402;1,592;11,488;11,300;36;10;142;6,184;6,088;24;6;66;5,304;5,212;12;4;76
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;8,349;6,304;2,045;4,400;3,316;1,084;3,949;2,988;961;7,200;7,108;44;11;37;3,732;3,683;22;8;19;3,468;3,425;22;3;18
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;8,349;6,304;2,045;4,400;3,316;1,084;3,949;2,988;961;7,200;7,108;44;11;37;3,732;3,683;22;8;19;3,468;3,425;22;3;18
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;27,055;21,107;5,948;13,338;10,408;2,930;13,717;10,699;3,018;21,803;21,543;51;39;170;10,858;10,744;27;21;66;10,945;10,799;24;18;104
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;2,977;2,576;401;1,377;1,181;196;1,600;1,395;205;2,978;2,941;12;12;13;1,407;1,387;8;5;7;1,571;1,554;4;7;6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;24,078;18,531;5,547;11,961;9,227;2,734;12,117;9,304;2,813;18,825;18,602;39;27;157;9,451;9,357;19;16;59;9,374;9,245;20;11;98
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;16,944;13,260;3,684;8,291;6,497;1,794;8,653;6,763;1,890;13,323;13,140;34;28;121;6,592;6,510;22;15;45;6,731;6,630;12;13;76
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;2,977;2,576;401;1,377;1,181;196;1,600;1,395;205;2,978;2,941;12;12;13;1,407;1,387;8;5;7;1,571;1,554;4;7;6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;13,967;10,684;3,283;6,914;5,316;1,598;7,053;5,368;1,685;10,345;10,199;22;16;108;5,185;5,123;14;10;38;5,160;5,076;8;6;70
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;10,111;7,847;2,264;5,047;3,911;1,136;5,064;3,936;1,128;8,480;8,403;17;11;49;4,266;4,234;5;6;21;4,214;4,169;12;5;28
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;10,111;7,847;2,264;5,047;3,911;1,136;5,064;3,936;1,128;8,480;8,403;17;11;49;4,266;4,234;5;6;21;4,214;4,169;12;5;28
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;77,370;61,541;15,829;38,172;30,747;7,425;39,198;30,794;8,404;72,194;71,007;669;190;328;35,971;35,355;347;100;169;36,223;35,652;322;90;159
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;8,109;6,827;1,282;3,875;3,235;640;4,234;3,592;642;13,914;13,739;108;36;31;6,638;6,545;57;18;18;7,276;7,194;51;18;13
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;69,261;54,714;14,547;34,297;27,512;6,785;34,964;27,202;7,762;58,280;57,268;561;154;297;29,333;28,810;290;82;151;28,947;28,458;271;72;146
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;15,644;13,183;2,461;7,735;6,515;1,220;7,909;6,668;1,241;14,713;14,540;100;35;38;7,269;7,181;52;18;18;7,444;7,359;48;17;20
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;5,263;4,442;821;2,503;2,087;416;2,760;2,355;405;5,401;5,360;23;9;9;2,561;2,538;12;6;5;2,840;2,822;11;3;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;10,381;8,741;1,640;5,232;4,428;804;5,149;4,313;836;9,312;9,180;77;26;29;4,708;4,643;40;12;13;4,604;4,537;37;14;16
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;32,520;25,505;7,015;15,859;12,582;3,277;16,661;12,923;3,738;26,715;26,267;224;82;142;13,158;12,931;118;40;69;13,557;13,336;106;42;73
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;;;;2,837;2,814;13;5;5;1,301;1,288;8;3;2;1,536;1,526;5;2;3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;32,520;25,505;7,015;15,859;12,582;3,277;16,661;12,923;3,738;23,878;23,453;211;77;137;11,857;11,643;110;37;67;12,021;11,810;101;40;70
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;13,056;9,910;3,146;6,582;5,128;1,454;6,474;4,782;1,692;16,484;16,229;139;29;87;8,474;8,334;72;17;51;8,010;7,895;67;12;36
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;;;;3,018;2,970;33;8;7;1,534;1,507;19;3;5;1,484;1,463;14;5;2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;13,056;9,910;3,146;6,582;5,128;1,454;6,474;4,782;1,692;13,466;13,259;106;21;80;6,940;6,827;53;14;46;6,526;6,432;53;7;34
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;16,150;12,943;3,207;7,996;6,522;1,474;8,154;6,421;1,733;14,282;13,971;206;44;61;7,070;6,909;105;25;31;7,212;7,062;101;19;30
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;2,846;2,385;461;1,372;1,148;224;1,474;1,237;237;2,658;2,595;39;14;10;1,242;1,212;18;6;6;1,416;1,383;21;8;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Rural;13,304;10,558;2,746;6,624;5,374;1,250;6,680;5,184;1,496;11,624;11,376;167;30;51;5,828;5,697;87;19;25;5,796;5,679;80;11;26
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;11,161;7,970;3,191;5,708;4,078;1,630;5,453;3,892;1,561;9,107;9,014;37;15;41;4,693;4,649;19;6;19;4,414;4,365;18;9;22
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;3,298;2,617;681;1,606;1,259;347;1,692;1,358;334;3,466;3,441;10;1;14;1,727;1,713;6;0;8;1,739;1,728;4;1;6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;7,863;5,353;2,510;4,102;2,819;1,283;3,761;2,534;1,227;5,641;5,573;27;14;27;2,966;2,936;13;6;11;2,675;2,637;14;8;16
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;11,161;7,970;3,191;5,708;4,078;1,630;5,453;3,892;1,561;9,107;9,014;37;15;41;4,693;4,649;19;6;19;4,414;4,365;18;9;22
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;3,298;2,617;681;1,606;1,259;347;1,692;1,358;334;3,466;3,441;10;1;14;1,727;1,713;6;0;8;1,739;1,728;4;1;6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2122;99;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Rural;7,863;5,353;2,510;4,102;2,819;1,283;3,761;2,534;1,227;5,641;5,573;27;14;27;2,966;2,936;13;6;11;2,675;2,637;14;8;16
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2123;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;25,333;19,491;5,842;12,543;9,734;2,809;12,790;9,757;3,033;25,239;24,672;399;70;98;12,595;12,277;230;35;53;12,644;12,395;169;35;45
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2124;101;Provincia;Chuquisaca;Sud Cinti;;Urbana;2,751;2,267;484;1,270;1,051;219;1,481;1,216;265;5,767;5,664;70;15;18;2,745;2,685;39;8;13;3,022;2,979;31;7;5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2125;102;Provincia;Chuquisaca;Sud Cinti;;Rural;22,582;17,224;5,358;11,273;8,683;2,590;11,309;8,541;2,768;19,472;19,008;329;55;80;9,850;9,592;191;27;40;9,622;9,416;138;28;40
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2126;103;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;3,514;2,844;670;1,789;1,431;358;1,725;1,413;312;5,375;5,199;131;36;9;2,717;2,623;67;21;6;2,658;2,576;64;15;3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2127;104;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Urbana;;;;;;;;;;2,363;2,304;44;12;3;1,151;1,117;24;7;3;1,212;1,187;20;5;0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2128;105;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Rural;3,514;2,844;670;1,789;1,431;358;1,725;1,413;312;3,012;2,895;87;24;6;1,566;1,506;43;14;3;1,446;1,389;44;10;3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2129;106;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Culpina;17,731;13,278;4,453;8,631;6,557;2,074;9,100;6,721;2,379;14,848;14,617;134;30;67;7,302;7,171;83;13;35;7,546;7,446;51;17;32
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2130;107;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Urbana;2,751;2,267;484;1,270;1,051;219;1,481;1,216;265;3,404;3,360;26;3;15;1,594;1,568;15;1;10;1,810;1,792;11;2;5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2131;108;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Rural;14,980;11,011;3,969;7,361;5,506;1,855;7,619;5,505;2,114;11,444;11,257;108;27;52;5,708;5,603;68;12;25;5,736;5,654;40;15;27
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2132;109;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;4,088;3,369;719;2,123;1,746;377;1,965;1,623;342;5,016;4,856;134;4;22;2,576;2,483;80;1;12;2,440;2,373;54;3;10
