cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total;2001_total_tiene;2001_total_no_tiene;2001_total_sin_especificar;2001_hombres_total;2001_hombres_tiene;2001_hombres_no_tiene;2001_hombres_sin_especificar;2001_mujeres_total;2001_mujeres_tiene;2001_mujeres_no_tiene;2001_mujeres_sin_especificar;2012_total;2012_total_tiene;2012_total_no_tiene;2012_total_sin_especificar;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_hombres_sin_especificar;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2012_mujeres_sin_especificar;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_sin_especificar
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2069;46;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Padilla;12,453;9,800;2,441;212;6,314;5,073;1,141;100;6,139;4,727;1,300;112;10,383;10,034;248;101;5,254;5,068;120;66;5,129;4,966;128;35;9,192;9,130;37;25;4,628;4,592;22;14;4,564;4,538;15;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2070;47;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Urbana;2,714;2,466;213;35;1,255;1,160;81;14;1,459;1,306;132;21;3,314;3,274;31;9;1,548;1,531;13;4;1,766;1,743;18;5;4,232;4,215;15;2;2,009;2,000;9;0;2,223;2,215;6;2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2071;48;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Rural;9,739;7,334;2,228;177;5,059;3,913;1,060;86;4,680;3,421;1,168;91;7,069;6,760;217;92;3,706;3,537;107;62;3,363;3,223;110;30;4,960;4,915;22;23;2,619;2,592;13;14;2,341;2,323;9;9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2072;49;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Tomina;9,060;6,631;2,178;251;4,574;3,494;963;117;4,486;3,137;1,215;134;8,494;8,249;218;27;4,294;4,175;104;15;4,200;4,074;114;12;8,509;8,453;39;17;4,310;4,282;19;9;4,199;4,171;20;8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2073;50;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;2,020;2,010;5;5;974;968;4;2;1,046;1,042;1;3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2074;51;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;9,060;6,631;2,178;251;4,574;3,494;963;117;4,486;3,137;1,215;134;8,494;8,249;218;27;4,294;4,175;104;15;4,200;4,074;114;12;6,489;6,443;34;12;3,336;3,314;15;7;3,153;3,129;19;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2075;52;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;7,241;4,916;2,028;297;3,622;2,485;987;150;3,619;2,431;1,041;147;7,312;7,020;247;45;3,674;3,531;123;20;3,638;3,489;124;25;6,942;6,901;26;15;3,507;3,484;13;10;3,435;3,417;13;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2076;53;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;;;;;;;;;;;;;2,142;2,118;21;3;1,013;998;13;2;1,129;1,120;8;1;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2077;54;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;7,241;4,916;2,028;297;3,622;2,485;987;150;3,619;2,431;1,041;147;5,170;4,902;226;42;2,661;2,533;110;18;2,509;2,369;116;24;6,942;6,901;26;15;3,507;3,484;13;10;3,435;3,417;13;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Alcalá;4,034;3,018;955;61;2,067;1,597;442;28;1,967;1,421;513;33;4,902;4,711;174;17;2,490;2,391;91;8;2,412;2,320;83;9;3,768;3,744;13;11;1,917;1,900;11;6;1,851;1,844;2;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;4,034;3,018;955;61;2,067;1,597;442;28;1,967;1,421;513;33;4,902;4,711;174;17;2,490;2,391;91;8;2,412;2,320;83;9;3,768;3,744;13;11;1,917;1,900;11;6;1,851;1,844;2;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;4,585;3,553;959;73;2,353;1,869;448;36;2,232;1,684;511;37;4,465;4,400;57;8;2,311;2,276;29;6;2,154;2,124;28;2;5,654;5,617;29;8;2,862;2,839;20;3;2,792;2,778;9;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;4,585;3,553;959;73;2,353;1,869;448;36;2,232;1,684;511;37;4,465;4,400;57;8;2,311;2,276;29;6;2,154;2,124;28;2;5,654;5,617;29;8;2,862;2,839;20;3;2,792;2,778;9;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;36,511;27,645;8,202;664;19,148;14,754;4,056;338;17,363;12,891;4,146;326;32,652;31,536;987;129;16,819;16,240;512;67;15,833;15,296;475;62;31,746;31,397;124;225;16,381;16,190;72;119;15,365;15,207;52;106
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;7,285;6,602;548;135;3,467;3,151;247;69;3,818;3,451;301;66;11,443;11,277;151;15;5,553;5,465;80;8;5,890;5,812;71;7;13,058;12,950;52;56;6,465;6,398;32;35;6,593;6,552;20;21
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;29,226;21,043;7,654;529;15,681;11,603;3,809;269;13,545;9,440;3,845;260;21,209;20,259;836;114;11,266;10,775;432;59;9,943;9,484;404;55;18,688;18,447;72;169;9,916;9,792;40;84;8,772;8,655;32;85
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;26,504;20,941;5,039;524;13,823;11,104;2,448;271;12,681;9,837;2,591;253;24,303;23,474;727;102;12,419;11,986;380;53;11,884;11,488;347;49;24,546;24,272;82;192;12,649;12,498;51;100;11,897;11,774;31;92
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;7,285;6,602;548;135;3,467;3,151;247;69;3,818;3,451;301;66;11,443;11,277;151;15;5,553;5,465;80;8;5,890;5,812;71;7;13,058;12,950;52;56;6,465;6,398;32;35;6,593;6,552;20;21
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;19,219;14,339;4,491;389;10,356;7,953;2,201;202;8,863;6,386;2,290;187;12,860;12,197;576;87;6,866;6,521;300;45;5,994;5,676;276;42;11,488;11,322;30;136;6,184;6,100;19;65;5,304;5,222;11;71
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;10,007;6,704;3,163;140;5,325;3,650;1,608;67;4,682;3,054;1,555;73;8,349;8,062;260;27;4,400;4,254;132;14;3,949;3,808;128;13;7,200;7,125;42;33;3,732;3,692;21;19;3,468;3,433;21;14
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;10,007;6,704;3,163;140;5,325;3,650;1,608;67;4,682;3,054;1,555;73;8,349;8,062;260;27;4,400;4,254;132;14;3,949;3,808;128;13;7,200;7,125;42;33;3,732;3,692;21;19;3,468;3,433;21;14
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;29,567;25,711;3,066;790;14,231;12,489;1,361;381;15,336;13,222;1,705;409;27,055;26,517;424;114;13,338;13,089;194;55;13,717;13,428;230;59;21,803;21,598;43;162;10,858;10,776;21;61;10,945;10,822;22;101
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;2,442;2,206;180;56;1,145;1,039;81;25;1,297;1,167;99;31;2,977;2,934;38;5;1,377;1,357;19;1;1,600;1,577;19;4;2,978;2,960;7;11;1,407;1,397;4;6;1,571;1,563;3;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;27,125;23,505;2,886;734;13,086;11,450;1,280;356;14,039;12,055;1,606;378;24,078;23,583;386;109;11,961;11,732;175;54;12,117;11,851;211;55;18,825;18,638;36;151;9,451;9,379;17;55;9,374;9,259;19;96
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;19,554;16,763;2,247;544;9,405;8,181;976;248;10,149;8,582;1,271;296;16,944;16,568;310;66;8,291;8,117;143;31;8,653;8,451;167;35;13,323;13,182;25;116;6,592;6,536;15;41;6,731;6,646;10;75
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;2,442;2,206;180;56;1,145;1,039;81;25;1,297;1,167;99;31;2,977;2,934;38;5;1,377;1,357;19;1;1,600;1,577;19;4;2,978;2,960;7;11;1,407;1,397;4;6;1,571;1,563;3;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;17,112;14,557;2,067;488;8,260;7,142;895;223;8,852;7,415;1,172;265;13,967;13,634;272;61;6,914;6,760;124;30;7,053;6,874;148;31;10,345;10,222;18;105;5,185;5,139;11;35;5,160;5,083;7;70
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;10,013;8,948;819;246;4,826;4,308;385;133;5,187;4,640;434;113;10,111;9,949;114;48;5,047;4,972;51;24;5,064;4,977;63;24;8,480;8,416;18;46;4,266;4,240;6;20;4,214;4,176;12;26
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;10,013;8,948;819;246;4,826;4,308;385;133;5,187;4,640;434;113;10,111;9,949;114;48;5,047;4,972;51;24;5,064;4,977;63;24;8,480;8,416;18;46;4,266;4,240;6;20;4,214;4,176;12;26
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;69,512;58,901;9,203;1,408;33,395;28,825;3,911;659;36,117;30,076;5,292;749;77,370;74,033;2,968;369;38,172;36,647;1,332;193;39,198;37,386;1,636;176;72,194;71,283;623;288;35,971;35,512;309;150;36,223;35,771;314;138
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;4,502;4,226;176;100;2,159;2,042;77;40;2,343;2,184;99;60;8,109;7,955;137;17;3,875;3,790;74;11;4,234;4,165;63;6;13,914;13,776;111;27;6,638;6,564;58;16;7,276;7,212;53;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;65,010;54,675;9,027;1,308;31,236;26,783;3,834;619;33,774;27,892;5,193;689;69,261;66,078;2,831;352;34,297;32,857;1,258;182;34,964;33,221;1,573;170;58,280;57,507;512;261;29,333;28,948;251;134;28,947;28,559;261;127
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;14,392;13,177;956;259;6,992;6,462;424;106;7,400;6,715;532;153;15,644;15,359;239;46;7,735;7,599;110;26;7,909;7,760;129;20;14,713;14,579;97;37;7,269;7,201;50;18;7,444;7,378;47;19
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;4,502;4,226;176;100;2,159;2,042;77;40;2,343;2,184;99;60;5,263;5,205;53;5;2,503;2,470;30;3;2,760;2,735;23;2;5,401;5,367;25;9;2,561;2,542;14;5;2,840;2,825;11;4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;9,890;8,951;780;159;4,833;4,420;347;66;5,057;4,531;433;93;10,381;10,154;186;41;5,232;5,129;80;23;5,149;5,025;106;18;9,312;9,212;72;28;4,708;4,659;36;13;4,604;4,553;36;15
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;32,109;26,426;4,951;732;15,352;12,949;2,051;352;16,757;13,477;2,900;380;32,520;31,090;1,250;180;15,859;15,213;554;92;16,661;15,877;696;88;26,715;26,389;209;117;13,158;12,998;103;57;13,557;13,391;106;60
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;2,837;2,820;14;3;1,301;1,290;10;1;1,536;1,530;4;2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;32,109;26,426;4,951;732;15,352;12,949;2,051;352;16,757;13,477;2,900;380;32,520;31,090;1,250;180;15,859;15,213;554;92;16,661;15,877;696;88;23,878;23,569;195;114;11,857;11,708;93;56;12,021;11,861;102;58
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;10,709;9,052;1,511;146;5,196;4,457;661;78;5,513;4,595;850;68;13,056;12,239;732;85;6,582;6,203;334;45;6,474;6,036;398;40;16,484;16,287;114;83;8,474;8,369;57;48;8,010;7,918;57;35
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;3,018;2,978;33;7;1,534;1,512;17;5;1,484;1,466;16;2
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;10,709;9,052;1,511;146;5,196;4,457;661;78;5,513;4,595;850;68;13,056;12,239;732;85;6,582;6,203;334;45;6,474;6,036;398;40;13,466;13,309;81;76;6,940;6,857;40;43;6,526;6,452;41;33
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;12,302;10,246;1,785;271;5,855;4,957;775;123;6,447;5,289;1,010;148;16,150;15,345;747;58;7,996;7,632;334;30;8,154;7,713;413;28;14,282;14,028;203;51;7,070;6,944;99;27;7,212;7,084;104;24
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;;;;;;;;;;;;;2,846;2,750;84;12;1,372;1,320;44;8;1,474;1,430;40;4;2,658;2,611;39;8;1,242;1,220;17;5;1,416;1,391;22;3
