cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_total;2012_total_tiene;2012_total_no_tiene;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2024_total_;2024_total_tiene;2024_total_no_tiene;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;100.0;79.1;20.9;100.0;78.6;21.4;100.0;79.6;20.4;100.0;99.5;0.5;100.0;99.3;0.7;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;100.0;79.1;20.9;100.0;78.6;21.4;100.0;79.6;20.4;100.0;99.5;0.5;100.0;99.3;0.7;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;100.0;76.7;23.3;100.0;76.2;23.8;100.0;77.3;22.7;100.0;99.6;0.4;100.0;99.6;0.4;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;100.0;81.2;18.8;100.0;80.0;20.0;100.0;82.3;17.7;100.0;99.7;0.3;100.0;99.6;0.4;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;100.0;74.4;25.6;100.0;74.4;25.6;100.0;74.3;25.7;100.0;99.6;0.4;100.0;99.5;0.5;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;100.0;77.2;22.8;100.0;76.6;23.4;100.0;77.8;22.2;100.0;99.7;0.3;100.0;99.6;0.4;100.0;99.8;0.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;100.0;81.2;18.8;100.0;80.0;20.0;100.0;82.3;17.7;100.0;99.7;0.3;100.0;99.6;0.4;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;100.0;73.6;26.4;100.0;73.8;26.2;100.0;73.4;26.6;100.0;99.7;0.3;100.0;99.6;0.4;100.0;99.8;0.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;100.0;75.5;24.5;100.0;75.4;24.6;100.0;75.7;24.3;100.0;99.4;0.6;100.0;99.4;0.6;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;100.0;75.5;24.5;100.0;75.4;24.6;100.0;75.7;24.3;100.0;99.4;0.6;100.0;99.4;0.6;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;100.0;78.0;22.0;100.0;78.0;22.0;100.0;78.0;22.0;100.0;99.8;0.2;100.0;99.7;0.3;100.0;99.8;0.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;100.0;86.5;13.5;100.0;85.8;14.2;100.0;87.2;12.8;100.0;99.6;0.4;100.0;99.4;0.6;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;100.0;77.0;23.0;100.0;77.1;22.9;100.0;76.8;23.2;100.0;99.8;0.2;100.0;99.8;0.2;100.0;99.8;0.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;100.0;78.3;21.7;100.0;78.4;21.6;100.0;78.2;21.8;100.0;99.7;0.3;100.0;99.7;0.3;100.0;99.8;0.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;100.0;86.5;13.5;100.0;85.8;14.2;100.0;87.2;12.8;100.0;99.6;0.4;100.0;99.4;0.6;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;100.0;76.5;23.5;100.0;76.9;23.1;100.0;76.1;23.9;100.0;99.8;0.2;100.0;99.7;0.3;100.0;99.8;0.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;100.0;77.6;22.4;100.0;77.5;22.5;100.0;77.7;22.3;100.0;99.8;0.2;100.0;99.9;0.1;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;100.0;77.6;22.4;100.0;77.5;22.5;100.0;77.7;22.3;100.0;99.8;0.2;100.0;99.9;0.1;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;100.0;79.5;20.5;100.0;80.5;19.5;100.0;78.6;21.4;100.0;99.1;0.9;100.0;99.0;1.0;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;100.0;84.2;15.8;100.0;83.5;16.5;100.0;84.8;15.2;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;100.0;79.0;21.0;100.0;80.2;19.8;100.0;77.8;22.2;100.0;99.0;1.0;100.0;99.0;1.0;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;100.0;84.3;15.7;100.0;84.2;15.8;100.0;84.3;15.7;100.0;99.3;0.7;100.0;99.3;0.7;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;100.0;84.4;15.6;100.0;83.4;16.6;100.0;85.3;14.7;100.0;99.6;0.4;100.0;99.5;0.5;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;100.0;84.2;15.8;100.0;84.6;15.4;100.0;83.8;16.2;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;100.0;78.4;21.6;100.0;79.3;20.7;100.0;77.6;22.4;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;;;;100.0;99.5;0.5;100.0;99.4;0.6;100.0;99.7;0.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;100.0;78.4;21.6;100.0;79.3;20.7;100.0;77.6;22.4;100.0;99.1;0.9;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;100.0;75.9;24.1;100.0;77.9;22.1;100.0;73.9;26.1;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;;;;100.0;98.9;1.1;100.0;98.8;1.2;100.0;99.1;0.9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;100.0;75.9;24.1;100.0;77.9;22.1;100.0;73.9;26.1;100.0;99.2;0.8;100.0;99.2;0.8;100.0;99.2;0.8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;100.0;80.1;19.9;100.0;81.6;18.4;100.0;78.7;21.3;100.0;98.6;1.4;100.0;98.5;1.5;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;100.0;83.8;16.2;100.0;83.7;16.3;100.0;83.9;16.1;100.0;98.5;1.5;100.0;98.5;1.5;100.0;98.5;1.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Rural;100.0;79.4;20.6;100.0;81.1;18.9;100.0;77.6;22.4;100.0;98.6;1.4;100.0;98.5;1.5;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;100.0;71.4;28.6;100.0;71.4;28.6;100.0;71.4;28.6;100.0;99.6;0.4;100.0;99.6;0.4;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;100.0;79.4;20.6;100.0;78.4;21.6;100.0;80.3;19.7;100.0;99.7;0.3;100.0;99.7;0.3;100.0;99.8;0.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;100.0;68.1;31.9;100.0;68.7;31.3;100.0;67.4;32.6;100.0;99.5;0.5;100.0;99.6;0.4;100.0;99.5;0.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;100.0;71.4;28.6;100.0;71.4;28.6;100.0;71.4;28.6;100.0;99.6;0.4;100.0;99.6;0.4;100.0;99.6;0.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;100.0;79.4;20.6;100.0;78.4;21.6;100.0;80.3;19.7;100.0;99.7;0.3;100.0;99.7;0.3;100.0;99.8;0.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2122;99;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Rural;100.0;68.1;31.9;100.0;68.7;31.3;100.0;67.4;32.6;100.0;99.5;0.5;100.0;99.6;0.4;100.0;99.5;0.5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2123;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;100.0;76.9;23.1;100.0;77.6;22.4;100.0;76.3;23.7;100.0;98.4;1.6;100.0;98.2;1.8;100.0;98.7;1.3
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2124;101;Provincia;Chuquisaca;Sud Cinti;;Urbana;100.0;82.4;17.6;100.0;82.8;17.2;100.0;82.1;17.9;100.0;98.8;1.2;100.0;98.6;1.4;100.0;99.0;1.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2125;102;Provincia;Chuquisaca;Sud Cinti;;Rural;100.0;76.3;23.7;100.0;77.0;23.0;100.0;75.5;24.5;100.0;98.3;1.7;100.0;98.1;1.9;100.0;98.6;1.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2126;103;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;100.0;80.9;19.1;100.0;80.0;20.0;100.0;81.9;18.1;100.0;97.6;2.4;100.0;97.5;2.5;100.0;97.6;2.4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2127;104;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Urbana;;;;;;;;;;100.0;98.1;1.9;100.0;97.9;2.1;100.0;98.3;1.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2128;105;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Rural;100.0;80.9;19.1;100.0;80.0;20.0;100.0;81.9;18.1;100.0;97.1;2.9;100.0;97.2;2.8;100.0;97.0;3.0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2129;106;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Culpina;100.0;74.9;25.1;100.0;76.0;24.0;100.0;73.9;26.1;100.0;99.1;0.9;100.0;98.9;1.1;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2130;107;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Urbana;100.0;82.4;17.6;100.0;82.8;17.2;100.0;82.1;17.9;100.0;99.2;0.8;100.0;99.1;0.9;100.0;99.4;0.6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2131;108;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Rural;100.0;73.5;26.5;100.0;74.8;25.2;100.0;72.3;27.7;100.0;99.1;0.9;100.0;98.8;1.2;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2132;109;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;100.0;82.4;17.6;100.0;82.2;17.8;100.0;82.6;17.4;100.0;97.3;2.7;100.0;96.9;3.1;100.0;97.8;2.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2133;110;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2134;111;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Rural;100.0;82.4;17.6;100.0;82.2;17.8;100.0;82.6;17.4;100.0;97.3;2.7;100.0;96.9;3.1;100.0;97.8;2.2
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2135;112;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;100.0;78.2;21.8;100.0;77.8;22.2;100.0;78.7;21.3;100.0;99.2;0.8;100.0;99.2;0.8;100.0;99.3;0.7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2136;113;Provincia;Chuquisaca;Luis Calvo;;Urbana;100.0;83.0;17.0;100.0;82.9;17.1;100.0;83.2;16.8;100.0;99.7;0.3;100.0;99.6;0.4;100.0;99.9;0.1
