cuadro;no;nivel;departamento;provincia;municipio_toc;area_y_grupo_de_edad;total;hombre;mujer;sin_especificar
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);79;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Urbana;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);80;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);81;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);82;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);83;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);84;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);85;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Rural;33;18;15;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);86;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;3;1;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);87;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);88;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;11;7;4;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);89;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;15;9;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);90;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;4;1;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);91;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;29;20;9;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);92;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;1;0;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);93;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);94;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;9;6;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);95;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;18;13;5;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);96;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);97;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Urbana;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);98;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);99;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);100;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);101;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);102;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);103;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Rural;29;20;9;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);104;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;1;0;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);105;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);106;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;9;6;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);107;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;18;13;5;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);108;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);109;Provincia;Chuquisaca;Azurduy;Poroma;Azurduy;45;30;15;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);110;Provincia;Chuquisaca;Azurduy;Poroma;0 a 17;2;0;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);111;Provincia;Chuquisaca;Azurduy;Poroma;18 a 29;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);112;Provincia;Chuquisaca;Azurduy;Poroma;30 a 59;8;7;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);113;Provincia;Chuquisaca;Azurduy;Poroma;60 o más;30;21;9;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);114;Provincia;Chuquisaca;Azurduy;Poroma;Sin especificar;3;1;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);115;Provincia;Chuquisaca;Azurduy;Poroma;Urbana;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);116;Provincia;Chuquisaca;Azurduy;Poroma;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);117;Provincia;Chuquisaca;Azurduy;Poroma;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);118;Provincia;Chuquisaca;Azurduy;Poroma;30 a 59;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);119;Provincia;Chuquisaca;Azurduy;Poroma;60 o más;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);120;Provincia;Chuquisaca;Azurduy;Poroma;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);121;Provincia;Chuquisaca;Azurduy;Poroma;Rural;45;30;15;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);122;Provincia;Chuquisaca;Azurduy;Poroma;0 a 17;2;0;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);123;Provincia;Chuquisaca;Azurduy;Poroma;18 a 29;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);124;Provincia;Chuquisaca;Azurduy;Poroma;30 a 59;8;7;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);125;Provincia;Chuquisaca;Azurduy;Poroma;60 o más;30;21;9;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);126;Provincia;Chuquisaca;Azurduy;Poroma;Sin especificar;3;1;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);127;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Azurduy;14;10;4;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);128;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);129;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;18 a 29;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);130;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;30 a 59;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);131;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;60 o más;9;7;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);132;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Sin especificar;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);133;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Urbana;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);134;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);135;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);136;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;30 a 59;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);137;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;60 o más;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);138;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);139;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Rural;14;10;4;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);140;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);141;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;18 a 29;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);142;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;30 a 59;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);143;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;60 o más;9;7;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);144;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Sin especificar;2;1;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);145;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Tarvita;31;20;11;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);146;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;0 a 17;2;0;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);147;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);148;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;30 a 59;7;6;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);149;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;60 o más;21;14;7;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);150;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Sin especificar;1;0;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);151;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Urbana;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);152;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);153;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;18 a 29;;;;
