cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2115;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;18 a 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2116;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;30 a 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2117;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;60 o más;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2118;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2119;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Rural;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;100;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2120;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;0 a 17;3.1;3.9;2.1;0.0;3.9;2.4;5.6;;0.9;1.5;0.0;;4.0;5.9;0.0;;2.9;7.1;0.0;0.0;4.8;5.0;4.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2121;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;18 a 29;3.6;2.6;4.7;0.0;3.9;2.4;5.6;;0.9;1.5;0.0;;2.7;2.0;4.2;;1.4;0.0;2.5;0.0;9.5;7.5;11.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2122;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;30 a 59;17.4;17.1;17.9;0.0;19.5;19.5;19.4;;16.7;16.2;17.4;;24.0;15.7;41.7;;13.0;17.9;10.0;0.0;14.3;17.5;11.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2123;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;60 o más;70.6;71.9;68.9;100.0;70.1;75.6;63.9;;77.2;76.5;78.3;;62.7;70.6;45.8;;75.4;71.4;77.5;100.0;65.5;62.5;68.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2124;Municipio/TIOC;La Paz;Los Andes;Puerto Pérez;Sin especificar;5.3;4.4;6.3;0.0;2.6;0.0;5.6;;4.4;4.4;4.3;;6.7;5.9;8.3;;7.2;3.6;10.0;0.0;6.0;7.5;4.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2125;Provincia;La Paz;Aroma;Puerto Pérez;Aroma;100;100;100;100;100;100;100;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2126;Provincia;La Paz;Aroma;Puerto Pérez;0 a 17;6.0;5.5;6.7;28.6;7.0;6.8;7.2;;6.2;5.4;7.7;0.0;4.9;3.6;6.3;66.7;5.9;6.3;5.4;0.0;6.3;5.8;6.9;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2127;Provincia;La Paz;Aroma;Puerto Pérez;18 a 29;5.3;6.1;4.1;0.0;6.2;7.8;3.9;;4.4;4.5;4.3;0.0;5.2;4.5;6.1;0.0;5.3;7.6;2.2;0.0;5.7;7.3;4.0;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2128;Provincia;La Paz;Aroma;Puerto Pérez;30 a 59;21.0;22.0;19.7;0.0;20.9;21.4;20.2;;21.8;22.3;21.0;0.0;23.4;22.8;24.4;0.0;17.9;19.0;16.6;0.0;20.4;24.1;16.7;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2129;Provincia;La Paz;Aroma;Puerto Pérez;60 o más;63.8;62.6;65.4;42.9;62.1;60.3;64.8;;63.7;64.0;63.0;100.0;63.3;65.7;60.3;33.3;66.2;62.6;71.3;0.0;63.4;59.3;67.8;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2130;Provincia;La Paz;Aroma;Puerto Pérez;Sin especificar;3.9;3.8;4.0;28.6;3.8;3.8;3.9;;3.9;3.9;4.1;0.0;3.2;3.4;2.9;0.0;4.6;4.6;4.5;100.0;4.2;3.6;4.6;100.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2131;Provincia;La Paz;Aroma;Puerto Pérez;Urbana;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2132;Provincia;La Paz;Aroma;Puerto Pérez;0 a 17;6.1;5.7;6.7;;7.3;6.8;8.0;;5.4;3.4;8.6;;3.6;3.1;4.4;;6.3;6.1;6.5;;8.4;10.6;6.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2133;Provincia;La Paz;Aroma;Puerto Pérez;18 a 29;6.5;7.0;5.9;;6.9;9.6;2.3;;5.7;5.8;5.5;;6.2;3.7;9.7;;6.7;8.4;4.6;;7.3;8.5;6.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2134;Provincia;La Paz;Aroma;Puerto Pérez;30 a 59;22.4;24.0;20.3;;25.3;24.7;26.4;;20.5;21.2;19.5;;25.9;27.3;23.9;;19.7;21.4;17.6;;21.3;26.1;16.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2135;Provincia;La Paz;Aroma;Puerto Pérez;60 o más;61.5;60.3;63.2;;55.4;54.1;57.5;;66.7;67.8;64.8;;61.7;64.0;58.4;;64.9;60.3;70.4;;57.5;51.4;63.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2136;Provincia;La Paz;Aroma;Puerto Pérez;Sin especificar;3.4;3.0;4.0;;5.2;4.8;5.7;;1.8;1.9;1.6;;2.6;1.9;3.5;;2.5;3.8;0.9;;5.6;3.5;7.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2137;Provincia;La Paz;Aroma;Puerto Pérez;Rural;100;100;100;100;100;100;100;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2138;Provincia;La Paz;Aroma;Puerto Pérez;0 a 17;6.0;5.4;6.7;28.6;6.8;6.8;6.9;;6.5;6.1;7.4;0.0;5.3;3.7;7.0;66.7;5.8;6.3;5.1;0.0;5.6;4.1;7.2;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2139;Provincia;La Paz;Aroma;Puerto Pérez;18 a 29;4.8;5.8;3.5;0.0;5.9;7.0;4.4;;4.0;4.0;3.8;0.0;4.8;4.8;4.8;0.0;4.8;7.3;1.4;0.0;5.1;6.9;3.2;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2140;Provincia;La Paz;Aroma;Puerto Pérez;30 a 59;20.5;21.3;19.5;0.0;19.3;20.1;18.2;;22.2;22.7;21.5;0.0;22.5;21.2;24.5;0.0;17.3;18.2;16.2;0.0;20.1;23.4;16.8;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2141;Provincia;La Paz;Aroma;Puerto Pérez;60 o más;64.6;63.4;66.2;42.9;64.5;62.7;67.2;;62.6;62.7;62.2;100.0;63.9;66.3;60.9;33.3;66.7;63.3;71.6;0.0;65.6;62.1;69.4;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2142;Provincia;La Paz;Aroma;Puerto Pérez;Sin especificar;4.1;4.1;4.0;28.6;3.3;3.4;3.3;;4.7;4.5;5.0;0.0;3.4;3.9;2.7;0.0;5.4;4.9;5.7;100.0;3.6;3.6;3.5;100.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2143;Municipio/TIOC;La Paz;Aroma;Sicasica;Sicasica;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;100;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2144;Municipio/TIOC;La Paz;Aroma;Sicasica;0 a 17;5.3;4.7;6.3;0.0;3.8;3.1;4.8;;5.3;2.0;10.9;;3.6;3.0;4.5;;7.0;8.5;5.0;;6.4;7.1;5.6;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2145;Municipio/TIOC;La Paz;Aroma;Sicasica;18 a 29;4.2;5.8;2.1;0.0;5.2;7.0;2.4;;3.8;4.0;3.4;;4.0;4.8;2.7;;4.8;8.5;0.0;;3.8;5.4;2.1;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2146;Municipio/TIOC;La Paz;Aroma;Sicasica;30 a 59;21.2;22.0;20.0;0.0;21.2;25.0;15.5;;21.6;22.5;20.2;;24.5;25.0;23.6;;17.3;15.0;20.2;;21.1;22.6;19.4;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2147;Municipio/TIOC;La Paz;Aroma;Sicasica;60 o más;64.3;62.5;67.0;0.0;63.7;58.6;71.4;;65.2;69.0;58.8;;64.7;63.1;67.3;;64.7;60.8;69.7;;63.3;58.9;68.8;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2148;Municipio/TIOC;La Paz;Aroma;Sicasica;Sin especificar;4.9;5.0;4.7;100.0;6.1;6.3;6.0;;4.1;2.5;6.7;;3.2;4.2;1.8;;6.3;7.2;5.0;;5.4;6.0;4.2;100.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2149;Municipio/TIOC;La Paz;Aroma;Sicasica;Urbana;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2150;Municipio/TIOC;La Paz;Aroma;Sicasica;0 a 17;5.6;5.8;5.2;;0.0;0.0;0.0;;6.2;3.2;11.8;;4.9;6.1;3.1;;6.8;10.5;2.9;;7.9;9.8;5.3;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2151;Municipio/TIOC;La Paz;Aroma;Sicasica;18 a 29;3.3;3.7;2.6;;5.4;7.3;0.0;;4.1;3.2;5.9;;2.5;0.0;6.3;;2.7;5.3;0.0;;2.2;3.9;0.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2152;Municipio/TIOC;La Paz;Aroma;Sicasica;30 a 59;21.2;22.7;18.8;;25.0;29.3;13.3;;17.5;15.9;20.6;;24.7;24.5;25.0;;20.5;18.4;22.9;;20.2;27.5;10.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2153;Municipio/TIOC;La Paz;Aroma;Sicasica;60 o más;65.7;64.5;67.5;;60.7;56.1;73.3;;71.1;77.8;58.8;;65.4;67.3;62.5;;64.4;57.9;71.4;;64.0;56.9;73.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2154;Municipio/TIOC;La Paz;Aroma;Sicasica;Sin especificar;4.3;3.3;5.8;;8.9;7.3;13.3;;1.0;0.0;2.9;;2.5;2.0;3.1;;5.5;7.9;2.9;;5.6;2.0;10.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2155;Municipio/TIOC;La Paz;Aroma;Sicasica;Rural;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;100;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2156;Municipio/TIOC;La Paz;Aroma;Sicasica;0 a 17;5.2;4.2;6.6;0.0;5.1;4.6;5.8;;5.0;1.5;10.6;;3.0;1.7;5.1;;7.0;7.8;6.0;;5.8;6.0;5.7;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2157;Municipio/TIOC;La Paz;Aroma;Sicasica;18 a 29;4.6;6.6;1.9;0.0;5.1;6.9;2.9;;3.6;4.4;2.4;;4.6;6.7;1.3;;5.5;9.6;0.0;;4.5;6.0;2.8;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2158;Municipio/TIOC;La Paz;Aroma;Sicasica;30 a 59;21.1;21.7;20.4;0.0;19.9;23.0;15.9;;23.4;25.5;20.0;;24.4;25.2;23.1;;16.1;13.9;19.0;;21.4;20.5;22.6;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2159;Municipio/TIOC;La Paz;Aroma;Sicasica;60 o más;63.8;61.7;66.8;0.0;64.7;59.8;71.0;;62.6;65.0;58.8;;64.5;61.3;69.2;;64.8;61.7;69.0;;62.9;59.8;67.0;0.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2160;Municipio/TIOC;La Paz;Aroma;Sicasica;Sin especificar;5.2;5.7;4.3;100.0;5.1;5.7;4.3;;5.4;3.6;8.2;;3.6;5.0;1.3;;6.5;7.0;6.0;;5.4;7.7;1.9;100.0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2161;Municipio/TIOC;La Paz;Aroma;Umala;Umala;100;100;100;100;100;100;100;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2162;Municipio/TIOC;La Paz;Aroma;Umala;0 a 17;3.9;3.1;4.6;33.3;6.8;5.3;8.8;;4.9;5.2;4.5;0.0;2.6;0.0;4.8;100.0;1.4;2.7;0.0;0.0;3.5;1.7;5.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2163;Municipio/TIOC;La Paz;Aroma;Umala;18 a 29;4.3;4.1;4.6;0.0;5.3;6.6;3.5;;3.8;1.7;7.6;0.0;5.2;3.3;7.9;0.0;2.9;5.4;0.0;0.0;4.4;5.1;3.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2164;Municipio/TIOC;La Paz;Aroma;Umala;30 a 59;19.7;20.8;18.5;0.0;12.0;13.2;10.5;;23.6;25.2;21.2;0.0;22.1;20.0;25.4;0.0;19.6;23.0;15.9;0.0;19.5;20.3;18.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2165;Municipio/TIOC;La Paz;Aroma;Umala;60 o más;67.2;67.6;67.0;33.3;71.4;69.7;73.7;;61.5;61.7;60.6;100.0;67.5;74.4;58.7;0.0;68.8;63.5;76.2;0.0;69.0;71.2;66.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);2166;Municipio/TIOC;La Paz;Aroma;Umala;Sin especificar;4.9;4.3;5.3;33.3;4.5;5.3;3.5;;6.0;6.1;6.1;0.0;2.6;2.2;3.2;0.0;7.2;5.4;7.9;100.0;3.5;1.7;5.6;;;;;;;;;;;
