cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total_total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;2024_total;2024_hombres;2024_mujeres;2024_sin_especificar;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);57;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;18 a 29;332;209;122;1;42;25;16;1;65;38;27;0;72;51;21;0;58;41;17;0;95;54;41;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);58;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;30 a 59;2,001;1,232;768;1;300;192;108;0;408;258;149;1;545;355;190;0;378;221;157;0;370;206;164;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);59;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más;5,513;2,770;2,742;1;804;393;411;0;1,212;667;545;0;1,234;627;607;0;1,126;548;577;1;1,137;535;602;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);60;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sin especificar;216;109;105;2;26;11;15;0;48;25;22;1;49;27;21;1;43;21;22;0;50;25;25;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);61;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Urbana;7,619;4,078;3,533;8;1,115;576;536;3;1,649;956;691;2;1,820;1,009;810;1;1,504;787;716;1;1,531;750;780;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);62;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;0 a 17;337;186;148;3;59;31;26;2;67;42;25;0;67;32;35;0;63;34;29;0;81;47;33;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);63;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;18 a 29;297;186;110;1;39;22;16;1;55;32;23;0;63;46;17;0;51;35;16;0;89;51;38;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);64;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;30 a 59;1,820;1,118;701;1;274;172;102;0;373;239;133;1;507;334;173;0;342;199;143;0;324;174;150;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);65;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más;4,995;2,509;2,485;1;722;344;378;0;1,113;623;490;0;1,145;576;569;0;1,011;501;509;1;1,004;465;539;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);66;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sin especificar;170;79;89;2;21;7;14;0;41;20;20;1;38;21;16;1;37;18;19;0;33;13;20;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);67;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Rural;825;452;373;0;125;79;46;0;153;75;78;0;153;86;67;0;177;86;91;0;217;126;91;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);68;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;0 a 17;45;24;21;0;9;3;6;0;2;1;1;0;6;3;3;0;13;8;5;0;15;9;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);69;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;18 a 29;35;23;12;0;3;3;0;0;10;6;4;0;9;5;4;0;7;6;1;0;6;3;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);70;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;30 a 59;181;114;67;0;26;20;6;0;35;19;16;0;38;21;17;0;36;22;14;0;46;32;14;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);71;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más;518;261;257;0;82;49;33;0;99;44;55;0;89;51;38;0;115;47;68;0;133;70;63;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);72;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sin especificar;46;30;16;0;5;4;1;0;7;5;2;0;11;6;5;0;6;3;3;0;17;12;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);73;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Yotala;388;203;185;0;61;34;27;0;77;40;37;0;92;43;49;0;69;32;37;0;89;54;35;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);74;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;20;12;8;0;5;4;1;0;5;3;2;0;3;0;3;0;5;4;1;0;2;1;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);75;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;16;9;7;0;6;3;3;0;3;3;0;0;3;0;3;0;1;1;0;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);76;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;89;62;27;0;14;9;5;0;17;15;2;0;22;11;11;0;12;11;1;0;24;16;8;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);77;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;244;110;134;0;34;18;16;0;49;17;32;0;56;28;28;0;50;16;34;0;55;31;24;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);78;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;19;10;9;0;2;0;2;0;3;2;1;0;8;4;4;0;1;0;1;0;5;4;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);79;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);80;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);81;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);82;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);83;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);84;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);85;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Rural;388;203;185;0;61;34;27;0;77;40;37;0;92;43;49;0;69;32;37;0;89;54;35;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);86;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;20;12;8;0;5;4;1;0;5;3;2;0;3;0;3;0;5;4;1;0;2;1;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);87;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;16;9;7;0;6;3;3;0;3;3;0;0;3;0;3;0;1;1;0;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);88;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;89;62;27;0;14;9;5;0;17;15;2;0;22;11;11;0;12;11;1;0;24;16;8;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);89;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;244;110;134;0;34;18;16;0;49;17;32;0;56;28;28;0;50;16;34;0;55;31;24;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);90;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Sin especificar;19;10;9;0;2;0;2;0;3;2;1;0;8;4;4;0;1;0;1;0;5;4;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);91;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;426;255;171;0;44;23;21;0;84;45;39;0;82;60;22;0;103;65;38;0;113;62;51;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);92;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;39;23;16;0;4;1;3;0;5;3;2;0;6;4;2;0;11;7;4;0;13;8;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);93;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;31;18;13;0;4;3;1;0;7;5;2;0;3;2;1;0;9;3;6;0;8;5;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);94;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;72;53;19;0;5;5;0;0;13;6;7;0;20;16;4;0;14;12;2;0;20;14;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);95;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;266;150;116;0;30;14;16;0;54;29;25;0;51;36;15;0;65;41;24;0;66;30;36;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);96;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;18;11;7;0;1;0;1;0;5;2;3;0;2;2;0;0;4;2;2;0;6;5;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);97;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);98;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);99;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);100;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);101;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);102;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);103;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Rural;426;255;171;0;44;23;21;0;84;45;39;0;82;60;22;0;103;65;38;0;113;62;51;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);104;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;39;23;16;0;4;1;3;0;5;3;2;0;6;4;2;0;11;7;4;0;13;8;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);105;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;31;18;13;0;4;3;1;0;7;5;2;0;3;2;1;0;9;3;6;0;8;5;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);106;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;72;53;19;0;5;5;0;0;13;6;7;0;20;16;4;0;14;12;2;0;20;14;6;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);107;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;266;150;116;0;30;14;16;0;54;29;25;0;51;36;15;0;65;41;24;0;66;30;36;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);108;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Sin especificar;18;11;7;0;1;0;1;0;5;2;3;0;2;2;0;0;4;2;2;0;6;5;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);109;Provincia;Chuquisaca;Azurduy;Poroma;Azurduy;577;318;257;2;85;40;45;0;89;45;43;1;117;64;53;0;121;71;50;0;165;98;66;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);110;Provincia;Chuquisaca;Azurduy;Poroma;0 a 17;49;27;22;0;6;5;1;0;10;5;5;0;6;2;4;0;8;3;5;0;19;12;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);111;Provincia;Chuquisaca;Azurduy;Poroma;18 a 29;44;28;16;0;5;2;3;0;6;5;1;0;12;7;5;0;6;4;2;0;15;10;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);112;Provincia;Chuquisaca;Azurduy;Poroma;30 a 59;97;57;40;0;17;11;6;0;17;7;10;0;14;9;5;0;21;14;7;0;28;16;12;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);113;Provincia;Chuquisaca;Azurduy;Poroma;60 o más;345;181;162;2;50;18;32;0;52;26;25;1;77;43;34;0;77;44;33;0;89;50;38;1;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);114;Provincia;Chuquisaca;Azurduy;Poroma;Sin especificar;42;25;17;0;7;4;3;0;4;2;2;0;8;3;5;0;9;6;3;0;14;10;4;0;;;;;;;;;;
