cuarto;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_mujeres;2001_mujeres_sin_informacion;2001_mujeres_sin_hijos;2001_mujeres_con_hijos;2001_hijos_nacidos_vivos;2001_paridez_media;2012_total_mujeres;2012_mujeres_sin_informacion;2012_mujeres_sin_hijos;2012_mujeres_con_hijos;2012_hijos_nacidos_vivos;2012_paridez_media;2024_total_mujeres;2024_mujeres_sin_informacion;2024_mujeres_sin_hijos;2024_mujeres_con_hijos;2024_hijos_nacidos_vivos;2024_paridez_media;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2085;62;Provincia;Chuquisaca;Oropeza;;35 a 39;5,545;205;290;5,050;19,703;3.7;7,640;586;576;6,478;20,125;2.9;10,873;450;1,186;9,237;22,926;2.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2086;63;Provincia;Chuquisaca;Oropeza;;40 a 44;4,739;155;202;4,382;19,861;4.3;6,366;522;366;5,478;19,547;3.3;9,381;288;687;8,406;23,313;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2087;64;Provincia;Chuquisaca;Oropeza;;45 a 49;3,768;117;170;3,481;17,058;4.7;5,365;407;301;4,657;18,632;3.8;7,738;225;546;6,967;20,789;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2088;65;Provincia;Chuquisaca;Oropeza;;Rural;9,210;1,429;1,171;6,610;31,984;4.1;10,258;2,220;1,466;6,572;26,804;3.3;9,680;1,591;1,758;6,331;19,297;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2089;66;Provincia;Chuquisaca;Oropeza;;15 a 19;1,831;831;724;276;354;0.4;2,170;1,034;824;312;375;0.3;1,799;708;853;238;270;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2090;67;Provincia;Chuquisaca;Oropeza;;20 a 24;1,531;239;205;1,087;2,222;1.7;1,539;438;270;831;1,498;1.4;1,530;371;428;731;1,089;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2091;68;Provincia;Chuquisaca;Oropeza;;25 a 29;1,264;118;90;1,056;3,492;3.0;1,378;228;152;998;2,648;2.3;1,443;180;236;1,027;2,020;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2092;69;Provincia;Chuquisaca;Oropeza;;30 a 34;1,163;66;45;1,052;4,909;4.5;1,427;154;82;1,191;4,348;3.4;1,223;114;105;1,004;2,515;2.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2093;70;Provincia;Chuquisaca;Oropeza;;35 a 39;1,175;62;28;1,085;6,556;5.9;1,319;117;48;1,154;5,368;4.5;1,224;74;58;1,092;3,658;3.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2094;71;Provincia;Chuquisaca;Oropeza;;40 a 44;1,155;55;43;1,057;7,194;6.5;1,239;144;50;1,045;5,954;5.4;1,194;65;39;1,090;4,387;3.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2095;72;Provincia;Chuquisaca;Oropeza;;45 a 49;1,091;58;36;997;7,257;7.0;1,186;105;40;1,041;6,613;6.1;1,267;79;39;1,149;5,358;4.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2096;73;Municipio;Chuquisaca;Oropeza;Sucre;Sucre;58,795;10,164;15,468;33,163;110,250;2.3;75,428;13,889;21,003;40,536;113,266;1.8;87,540;11,209;29,771;46,560;109,675;1.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2097;74;Municipio;Chuquisaca;Oropeza;Sucre;15 a 19;13,592;4,982;7,295;1,315;1,602;0.2;15,857;5,864;8,619;1,374;1,692;0.2;14,647;4,091;9,929;627;693;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2098;75;Municipio;Chuquisaca;Oropeza;Sucre;20 a 24;13,736;3,155;5,086;5,495;9,082;0.9;16,414;3,781;7,021;5,612;8,710;0.7;16,196;3,319;9,439;3,438;4,719;0.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2099;76;Municipio;Chuquisaca;Oropeza;Sucre;25 a 29;9,030;1,105;1,769;6,156;14,605;1.8;11,855;1,673;2,875;7,307;14,713;1.4;14,557;1,882;5,512;7,163;12,030;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2100;77;Municipio;Chuquisaca;Oropeza;Sucre;30 a 34;6,857;376;614;5,867;18,886;2.9;10,125;905;1,170;8,050;21,266;2.3;12,287;832;2,405;9,050;18,851;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2101;78;Municipio;Chuquisaca;Oropeza;Sucre;35 a 39;6,067;229;302;5,536;22,631;3.9;8,285;642;602;7,041;22,697;3.0;11,489;497;1,215;9,777;24,665;2.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2102;79;Municipio;Chuquisaca;Oropeza;Sucre;40 a 44;5,262;174;218;4,870;23,130;4.5;6,959;573;396;5,990;22,357;3.5;9,980;321;705;8,954;25,345;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2103;80;Municipio;Chuquisaca;Oropeza;Sucre;45 a 49;4,251;143;184;3,924;20,314;4.9;5,933;451;320;5,162;21,831;4.0;8,384;267;566;7,551;23,372;2.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2104;81;Municipio;Chuquisaca;Oropeza;Sucre;Urbana;54,805;9,535;15,008;30,262;96,162;2.1;70,509;12,781;20,335;37,393;100,804;1.7;82,857;10,404;29,006;43,447;100,524;1.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2105;82;Municipio;Chuquisaca;Oropeza;Sucre;15 a 19;12,810;4,588;7,021;1,201;1,454;0.2;14,806;5,313;8,254;1,239;1,527;0.2;13,872;3,749;9,582;541;596;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2106;83;Municipio;Chuquisaca;Oropeza;Sucre;20 a 24;13,086;3,055;4,998;5,033;8,194;0.8;15,645;3,552;6,893;5,200;7,987;0.7;15,482;3,135;9,239;3,108;4,246;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2107;84;Municipio;Chuquisaca;Oropeza;Sucre;25 a 29;8,500;1,062;1,735;5,703;13,114;1.8;11,201;1,562;2,816;6,823;13,480;1.4;13,843;1,783;5,413;6,647;11,044;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2108;85;Municipio;Chuquisaca;Oropeza;Sucre;30 a 34;6,357;353;592;5,412;16,778;2.8;9,486;839;1,129;7,518;19,506;2.3;11,668;774;2,353;8,541;17,610;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2109;86;Municipio;Chuquisaca;Oropeza;Sucre;35 a 39;5,545;205;290;5,050;19,703;3.7;7,640;586;576;6,478;20,125;2.9;10,873;450;1,186;9,237;22,926;2.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2110;87;Municipio;Chuquisaca;Oropeza;Sucre;40 a 44;4,739;155;202;4,382;19,861;4.3;6,366;522;366;5,478;19,547;3.3;9,381;288;687;8,406;23,313;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2111;88;Municipio;Chuquisaca;Oropeza;Sucre;45 a 49;3,768;117;170;3,481;17,058;4.7;5,365;407;301;4,657;18,632;3.8;7,738;225;546;6,967;20,789;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2112;89;Municipio;Chuquisaca;Oropeza;Sucre;Rural;3,990;629;460;2,901;14,088;4.2;4,919;1,108;668;3,143;12,462;3.3;4,683;805;765;3,113;9,151;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2113;90;Municipio;Chuquisaca;Oropeza;Sucre;15 a 19;782;394;274;114;148;0.4;1,051;551;365;135;165;0.3;775;342;347;86;97;0.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2114;91;Municipio;Chuquisaca;Oropeza;Sucre;20 a 24;650;100;88;462;888;1.6;769;229;128;412;723;1.3;714;184;200;330;473;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2115;92;Municipio;Chuquisaca;Oropeza;Sucre;25 a 29;530;43;34;453;1,491;3.1;654;111;59;484;1,233;2.3;714;99;99;516;986;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2116;93;Municipio;Chuquisaca;Oropeza;Sucre;30 a 34;500;23;22;455;2,108;4.4;639;66;41;532;1,760;3.1;619;58;52;509;1,241;2.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2117;94;Municipio;Chuquisaca;Oropeza;Sucre;35 a 39;522;24;12;486;2,928;5.9;645;56;26;563;2,572;4.4;616;47;29;540;1,739;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2118;95;Municipio;Chuquisaca;Oropeza;Sucre;40 a 44;523;19;16;488;3,269;6.5;593;51;30;512;2,810;5.2;599;33;18;548;2,032;3.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2119;96;Municipio;Chuquisaca;Oropeza;Sucre;45 a 49;483;26;14;443;3,256;7.1;568;44;19;505;3,199;6.1;646;42;20;584;2,583;4.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2120;97;Municipio;Chuquisaca;Oropeza;Yotala;Yotala;1,834;241;286;1,307;6,065;3.8;2,127;385;421;1,321;4,786;2.7;2,201;334;530;1,337;3,667;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2121;98;Municipio;Chuquisaca;Oropeza;Yotala;15 a 19;403;154;200;49;59;0.2;474;177;237;60;67;0.2;396;136;234;26;29;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2122;99;Municipio;Chuquisaca;Oropeza;Yotala;20 a 24;282;40;35;207;412;1.7;347;89;90;168;262;1.0;349;95;136;118;167;0.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2123;100;Municipio;Chuquisaca;Oropeza;Yotala;25 a 29;256;17;20;219;693;2.9;305;43;53;209;486;1.9;360;49;90;221;394;1.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2124;101;Municipio;Chuquisaca;Oropeza;Yotala;30 a 34;235;8;13;214;928;4.1;277;23;13;241;803;3.2;297;23;36;238;538;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2125;102;Municipio;Chuquisaca;Oropeza;Yotala;35 a 39;234;10;7;217;1,284;5.7;245;15;11;219;929;4.0;298;13;12;273;777;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2126;103;Municipio;Chuquisaca;Oropeza;Yotala;40 a 44;212;7;6;199;1,272;6.2;246;24;11;211;1,049;4.7;246;8;12;226;839;3.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2127;104;Municipio;Chuquisaca;Oropeza;Yotala;45 a 49;212;5;5;202;1,417;6.8;233;14;6;213;1,190;5.4;255;10;10;235;923;3.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2128;105;Municipio;Chuquisaca;Oropeza;Yotala;Urbana;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2129;106;Municipio;Chuquisaca;Oropeza;Yotala;15 a 19;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2130;107;Municipio;Chuquisaca;Oropeza;Yotala;20 a 24;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2131;108;Municipio;Chuquisaca;Oropeza;Yotala;25 a 29;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2132;109;Municipio;Chuquisaca;Oropeza;Yotala;30 a 34;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2133;110;Municipio;Chuquisaca;Oropeza;Yotala;35 a 39;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2134;111;Municipio;Chuquisaca;Oropeza;Yotala;40 a 44;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2135;112;Municipio;Chuquisaca;Oropeza;Yotala;45 a 49;;;;;;;;;;;;;;;;;;;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2136;113;Municipio;Chuquisaca;Oropeza;Yotala;Rural;1,834;241;286;1,307;6,065;3.8;2,127;385;421;1,321;4,786;2.7;2,201;334;530;1,337;3,667;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2137;114;Municipio;Chuquisaca;Oropeza;Yotala;15 a 19;403;154;200;49;59;0.2;474;177;237;60;67;0.2;396;136;234;26;29;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2138;115;Municipio;Chuquisaca;Oropeza;Yotala;20 a 24;282;40;35;207;412;1.7;347;89;90;168;262;1.0;349;95;136;118;167;0.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2139;116;Municipio;Chuquisaca;Oropeza;Yotala;25 a 29;256;17;20;219;693;2.9;305;43;53;209;486;1.9;360;49;90;221;394;1.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2140;117;Municipio;Chuquisaca;Oropeza;Yotala;30 a 34;235;8;13;214;928;4.1;277;23;13;241;803;3.2;297;23;36;238;538;2.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2141;118;Municipio;Chuquisaca;Oropeza;Yotala;35 a 39;234;10;7;217;1,284;5.7;245;15;11;219;929;4.0;298;13;12;273;777;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2142;119;Municipio;Chuquisaca;Oropeza;Yotala;40 a 44;212;7;6;199;1,272;6.2;246;24;11;211;1,049;4.7;246;8;12;226;839;3.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2143;120;Municipio;Chuquisaca;Oropeza;Yotala;45 a 49;212;5;5;202;1,417;6.8;233;14;6;213;1,190;5.4;255;10;10;235;923;3.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2144;121;Municipio;Chuquisaca;Oropeza;Poroma;Poroma;3,386;559;425;2,402;11,831;4.2;3,212;727;377;2,108;9,556;3.8;2,796;452;463;1,881;6,479;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2145;122;Municipio;Chuquisaca;Oropeza;Poroma;15 a 19;646;283;250;113;147;0.4;645;306;222;117;143;0.4;628;230;272;126;144;0.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2146;123;Municipio;Chuquisaca;Oropeza;Poroma;20 a 24;599;99;82;418;922;1.8;423;120;52;251;513;1.7;467;92;92;283;449;1.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2147;124;Municipio;Chuquisaca;Oropeza;Poroma;25 a 29;478;58;36;384;1,308;3.1;419;74;40;305;929;2.7;369;32;47;290;640;1.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 2148;125;Municipio;Chuquisaca;Oropeza;Poroma;30 a 34;428;35;10;383;1,873;4.8;511;65;28;418;1,785;4.0;307;33;17;257;736;2.7;;
