cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_con_cobertura_de_salud;hombres_con_cobertura_de_salud;mujeres_con_cobertura_de_salud;total_cobertura_de_salud;hombres_cobertura_de_salud;mujeres_cobertura_de_salud
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;87;Municipio;Chuquisaca;Nor Cinti;San Lucas;Rural;21,129;10,320;10,809;91.5;90.1;92.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;88;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;13,291;6,761;6,530;84.6;83.7;85.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;89;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Urbana;2,636;1,319;1,317;90.1;88.9;91.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;90;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Rural;10,655;5,442;5,213;83.3;82.5;84.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;91;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;11,453;5,504;5,949;83.0;80.6;85.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;92;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;2,133;959;1,174;82.8;80.3;84.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;93;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Rural;9,320;4,545;4,775;83.1;80.7;85.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;8,163;4,118;4,045;91.3;89.6;93.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;3,084;1,495;1,589;90.4;88.3;92.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;5,079;2,623;2,456;91.9;90.4;93.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;97;Municipio;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;8,163;4,118;4,045;91.3;89.6;93.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;98;Municipio;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;3,084;1,495;1,589;90.4;88.3;92.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;99;Municipio;Chuquisaca;Belisario Boeto;Villa Serrano;Rural;5,079;2,623;2,456;91.9;90.4;93.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;20,808;10,150;10,658;84.7;82.9;86.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;101;Provincia;Chuquisaca;Sud Cinti;;Urbana;4,870;2,260;2,610;85.6;83.6;87.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;102;Provincia;Chuquisaca;Sud Cinti;;Rural;15,938;7,890;8,048;84.4;82.7;86.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;103;Municipio;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;4,116;2,034;2,082;78.7;77.3;80.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;104;Municipio;Chuquisaca;Sud Cinti;Villa Abecia;Urbana;1,874;888;986;80.4;78.5;82.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;105;Municipio;Chuquisaca;Sud Cinti;Villa Abecia;Rural;2,242;1,146;1,096;77.3;76.3;78.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;106;Municipio;Chuquisaca;Sud Cinti;Culpina;Culpina;12,878;6,213;6,665;89.2;87.4;90.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;107;Municipio;Chuquisaca;Sud Cinti;Culpina;Urbana;2,996;1,372;1,624;89.2;87.3;90.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;108;Municipio;Chuquisaca;Sud Cinti;Culpina;Rural;9,882;4,841;5,041;89.1;87.5;90.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;109;Municipio;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;3,814;1,903;1,911;77.9;75.9;79.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;110;Municipio;Chuquisaca;Sud Cinti;Las Carreras;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;111;Municipio;Chuquisaca;Sud Cinti;Las Carreras;Rural;3,814;1,903;1,911;77.9;75.9;79.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;112;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;20,257;10,717;9,540;90.2;88.2;92.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;113;Provincia;Chuquisaca;Luis Calvo;;Urbana;4,665;2,584;2,081;92.1;90.7;93.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;114;Provincia;Chuquisaca;Luis Calvo;;Rural;15,592;8,133;7,459;89.7;87.5;92.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;115;Municipio;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Villa Vaca Guzmán;11,922;6,393;5,529;92.6;90.9;94.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;116;Municipio;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Urbana;4,665;2,584;2,081;92.1;90.7;93.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;117;Municipio;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Rural;7,257;3,809;3,448;92.9;91.1;94.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;118;Municipio;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Huacaya (Autonomía Guaraní Chaqueño de Huacaya);2,354;1,211;1,143;94.2;92.2;96.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;119;Municipio;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;120;Municipio;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Rural;2,354;1,211;1,143;94.2;92.2;96.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;121;Municipio;Chuquisaca;Luis Calvo;Macharetí;Macharetí;5,981;3,113;2,868;84.6;81.9;87.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;122;Municipio;Chuquisaca;Luis Calvo;Macharetí;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;123;Municipio;Chuquisaca;Luis Calvo;Macharetí;Rural;5,981;3,113;2,868;84.6;81.9;87.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;124;Departamento;La Paz;;;La Paz;2,357,945;1,136,904;1,221,041;79.4;77.2;81.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;125;Departamento;La Paz;;;Urbana;1,498,996;702,497;796,499;77.3;74.7;79.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;126;Departamento;La Paz;;;Rural;858,949;434,407;424,542;83.3;81.6;85.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;127;Provincia;La Paz;Murillo;;Murillo;1,313,410;613,035;700,375;76.8;74.1;79.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;128;Provincia;La Paz;Murillo;;Urbana;1,269,415;591,395;678,020;76.6;73.9;79.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;129;Provincia;La Paz;Murillo;;Rural;43,995;21,640;22,355;80.2;78.0;82.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;130;Municipio;La Paz;Murillo;Nuestra Señora de La Paz;Nuestra Señora de La Paz;582,384;272,985;309,399;77.7;75.3;80.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;131;Municipio;La Paz;Murillo;Nuestra Señora de La Paz;Urbana;577,009;270,179;306,830;77.7;75.3;80.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;132;Municipio;La Paz;Murillo;Nuestra Señora de La Paz;Rural;5,375;2,806;2,569;76.6;74.0;79.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;133;Municipio;La Paz;Murillo;Palca;Palca;17,217;8,429;8,788;81.7;79.8;83.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;134;Municipio;La Paz;Murillo;Palca;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;135;Municipio;La Paz;Murillo;Palca;Rural;17,217;8,429;8,788;81.7;79.8;83.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;136;Municipio;La Paz;Murillo;Mecapaca;Mecapaca;15,965;7,776;8,189;79.9;77.6;82.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;137;Municipio;La Paz;Murillo;Mecapaca;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;138;Municipio;La Paz;Murillo;Mecapaca;Rural;15,965;7,776;8,189;79.9;77.6;82.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;139;Municipio;La Paz;Murillo;Achocalla;Achocalla;36,295;17,330;18,965;80.2;77.4;83.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;140;Municipio;La Paz;Murillo;Achocalla;Urbana;31,292;14,926;16,366;80.1;77.1;83.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;141;Municipio;La Paz;Murillo;Achocalla;Rural;5,003;2,404;2,599;81.2;79.5;82.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;142;Municipio;La Paz;Murillo;El Alto;El Alto;661,549;306,515;355,034;75.6;72.6;78.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;143;Municipio;La Paz;Murillo;El Alto;Urbana;661,114;306,290;354,824;75.6;72.6;78.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;144;Municipio;La Paz;Murillo;El Alto;Rural;435;225;210;71.8;68.4;75.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;145;Provincia;La Paz;Omasuyos;;Omasuyos;76,830;37,272;39,558;83.7;82.4;84.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;146;Provincia;La Paz;Omasuyos;;Urbana;7,664;3,663;4,001;83.2;82.6;83.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;147;Provincia;La Paz;Omasuyos;;Rural;69,166;33,609;35,557;83.7;82.4;85.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;148;Municipio;La Paz;Omasuyos;Achacachi;Achacachi;38,810;18,724;20,086;84.4;83.2;85.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;149;Municipio;La Paz;Omasuyos;Achacachi;Urbana;7,664;3,663;4,001;83.2;82.6;83.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;150;Municipio;La Paz;Omasuyos;Achacachi;Rural;31,146;15,061;16,085;84.8;83.4;86.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;151;Municipio;La Paz;Omasuyos;Villa Ancoraimes;Villa Ancoraimes;13,028;6,415;6,613;79.6;78.3;80.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;152;Municipio;La Paz;Omasuyos;Villa Ancoraimes;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;153;Municipio;La Paz;Omasuyos;Villa Ancoraimes;Rural;13,028;6,415;6,613;79.6;78.3;80.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;154;Municipio;La Paz;Omasuyos;Huarina;Huarina;7,223;3,363;3,860;85.5;84.7;86.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;155;Municipio;La Paz;Omasuyos;Huarina;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;156;Municipio;La Paz;Omasuyos;Huarina;Rural;7,223;3,363;3,860;85.5;84.7;86.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;157;Municipio;La Paz;Omasuyos;Santiago de Huata;Santiago de Huata;7,686;3,759;3,927;85.8;84.4;87.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;158;Municipio;La Paz;Omasuyos;Santiago de Huata;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;159;Municipio;La Paz;Omasuyos;Santiago de Huata;Rural;7,686;3,759;3,927;85.8;84.4;87.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;160;Municipio;La Paz;Omasuyos;Huatajata;Huatajata;4,303;2,159;2,144;86.4;85.4;87.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;161;Municipio;La Paz;Omasuyos;Huatajata;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;162;Municipio;La Paz;Omasuyos;Huatajata;Rural;4,303;2,159;2,144;86.4;85.4;87.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;163;Municipio;La Paz;Omasuyos;Chua Cocani;Chua Cocani;5,780;2,852;2,928;81.6;79.9;83.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;164;Municipio;La Paz;Omasuyos;Chua Cocani;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;165;Municipio;La Paz;Omasuyos;Chua Cocani;Rural;5,780;2,852;2,928;81.6;79.9;83.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;166;Provincia;La Paz;Pacajes;;Pacajes;56,886;28,815;28,071;85.5;84.3;86.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;167;Provincia;La Paz;Pacajes;;Urbana;3,796;2,155;1,641;90.5;89.6;91.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;168;Provincia;La Paz;Pacajes;;Rural;53,090;26,660;26,430;85.2;83.9;86.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;169;Municipio;La Paz;Pacajes;Corocoro;Corocoro;11,636;5,894;5,742;88.9;87.6;90.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;170;Municipio;La Paz;Pacajes;Corocoro;Urbana;2,141;1,248;893;89.9;88.6;91.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;171;Municipio;La Paz;Pacajes;Corocoro;Rural;9,495;4,646;4,849;88.7;87.3;90.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;172;Municipio;La Paz;Pacajes;Caquiaviri;Caquiaviri;12,506;6,225;6,281;83.2;82.0;84.4
