cuadro;pregunta;no;nivel;departamento;provincia;municipio_tioc;area;2012_poblacion_total;2012_publico_acude;2012_publico_no_acude;2012_caja_de_salud_acude;2012_caja_de_salud_no_acude;2012_privado_acude;2012_privado_no_acude;2012_seguro_salud_privado_acude;2012_seguro_salud_privado_no_acude;2012_medico_tradicional_acude;2012_medico_tradicional_no_acude;2012_farmacia_o_automedica_acude;2012_farmacia_o_automedica_no_acude;2012_soluciones_caseras_acude;2012_soluciones_caseras_no_acude;2024_poblacion_total;2024_publico_acude;2024_publico_no_acude;2024_publico_sin_especificar;2024_caja_de_salud_acude;2024_caja_de_salud_no_acude;2024_caja_de_salud_sin_especificar;2024_privado_acude;2024_privado_no_acude;2024_privado_sin_especificar;2024_atencion_medica_a_domicilio_acude;2024_atencion_medica_a_domicilio_no_acude;2024_atencion_medica_a_domicilio_sin_especificar;2024_medico_tradicional_acude;2024_medico_tradicional_no_acude;2024_medico_tradicional_sin_especificar;2024_farmacia_o_automedica_acude;2024_farmacia_o_automedica_no_acude;2024_farmacia_o_automedica_sin_especificar;2024_soluciones_caseras_acude;2024_soluciones_caseras_no_acude;2024_soluciones_caseras_sin_especificar
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2055;a donde acuden las personas cuando tienen problemas de salud;33;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Rural;7,194;5,951;1,243;533;6,661;345;6,849;128;7,066;4,129;3,065;3,047;4,147;5,080;2,114;8,904;8,363;464;77;412;8,410;82;666;8,156;82;1,303;7,519;82;3,780;5,042;82;4,084;4,738;82;6,389;2,433;82
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2056;a donde acuden las personas cuando tienen problemas de salud;34;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Presto;12,385;9,274;3,111;824;11,561;510;11,875;435;11,950;5,861;6,524;2,843;9,542;7,100;5,285;12,539;11,419;976;144;608;11,784;147;917;11,475;147;2,063;10,329;147;5,363;7,030;146;3,848;8,544;147;8,794;3,599;146
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2057;a donde acuden las personas cuando tienen problemas de salud;35;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Urbana;2,908;2,222;686;415;2,493;182;2,726;193;2,715;1,025;1,883;699;2,209;1,454;1,454;2,220;2,027;167;26;264;1,929;27;326;1,867;27;292;1,901;27;1,002;1,192;26;1,039;1,154;27;1,591;603;26
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2058;a donde acuden las personas cuando tienen problemas de salud;36;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Rural;9,477;7,052;2,425;409;9,068;328;9,149;242;9,235;4,836;4,641;2,144;7,333;5,646;3,831;10,319;9,392;809;118;344;9,855;120;591;9,608;120;1,771;8,428;120;4,361;5,838;120;2,809;7,390;120;7,203;2,996;120
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2059;a donde acuden las personas cuando tienen problemas de salud;37;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Mojocoya;8,068;6,705;1,363;833;7,235;376;7,692;283;7,785;4,089;3,979;4,197;3,871;5,175;2,893;9,055;8,529;503;23;952;8,074;29;1,100;7,926;29;1,528;7,498;29;4,019;5,007;29;4,995;4,031;29;7,204;1,823;28
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2060;a donde acuden las personas cuando tienen problemas de salud;38;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Urbana;;;;;;;;;;;;;;;;2,720;2,547;169;4;437;2,273;10;561;2,149;10;394;2,316;10;1,266;1,444;10;1,756;954;10;2,165;545;10
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2061;a donde acuden las personas cuando tienen problemas de salud;39;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Rural;8,068;6,705;1,363;833;7,235;376;7,692;283;7,785;4,089;3,979;4,197;3,871;5,175;2,893;6,335;5,982;334;19;515;5,801;19;539;5,777;19;1,134;5,182;19;2,753;3,563;19;3,239;3,077;19;5,039;1,278;18
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2062;a donde acuden las personas cuando tienen problemas de salud;40;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Icla;7,774;6,289;1,485;574;7,200;366;7,408;183;7,591;3,238;4,536;2,173;5,601;4,540;3,234;9,155;8,344;706;105;546;8,503;106;937;8,112;106;1,449;7,600;106;3,335;5,714;106;3,071;5,978;106;6,381;2,668;106
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2063;a donde acuden las personas cuando tienen problemas de salud;41;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2064;a donde acuden las personas cuando tienen problemas de salud;42;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Rural;7,774;6,289;1,485;574;7,200;366;7,408;183;7,591;3,238;4,536;2,173;5,601;4,540;3,234;9,155;8,344;706;105;546;8,503;106;937;8,112;106;1,449;7,600;106;3,335;5,714;106;3,071;5,978;106;6,381;2,668;106
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2065;a donde acuden las personas cuando tienen problemas de salud;43;Provincia;Chuquisaca;Tomina;;Tomina;35,556;31,122;4,434;4,621;30,935;1,762;33,794;1,149;34,407;17,464;18,092;14,631;20,925;23,187;12,369;34,065;31,709;2,180;176;3,681;30,204;180;4,804;29,081;180;4,224;29,661;180;16,738;17,147;180;18,495;15,390;180;26,478;7,407;180
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2066;a donde acuden las personas cuando tienen problemas de salud;44;Provincia;Chuquisaca;Tomina;;Urbana;5,456;4,667;789;1,152;4,304;432;5,024;304;5,152;1,760;3,696;2,827;2,629;3,067;2,389;6,252;5,664;564;24;1,228;4,999;25;1,366;4,861;25;567;5,660;25;2,830;3,397;25;4,201;2,026;25;4,879;1,348;25
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2067;a donde acuden las personas cuando tienen problemas de salud;45;Provincia;Chuquisaca;Tomina;;Rural;30,100;26,455;3,645;3,469;26,631;1,330;28,770;845;29,255;15,704;14,396;11,804;18,296;20,120;9,980;27,813;26,045;1,616;152;2,453;25,205;155;3,438;24,220;155;3,657;24,001;155;13,908;13,750;155;14,294;13,364;155;21,599;6,059;155
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2068;a donde acuden las personas cuando tienen problemas de salud;46;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Padilla;10,383;8,889;1,494;1,473;8,910;504;9,879;302;10,081;4,944;5,439;5,569;4,814;7,252;3,131;9,192;8,411;725;56;1,095;8,038;59;1,398;7,735;59;848;8,285;59;4,187;4,946;59;5,681;3,452;59;7,155;1,978;59
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2069;a donde acuden las personas cuando tienen problemas de salud;47;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Urbana;3,314;2,810;504;841;2,473;253;3,061;195;3,119;1,103;2,211;1,851;1,463;1,866;1,448;4,232;3,786;430;16;832;3,383;17;920;3,295;17;383;3,832;17;1,881;2,334;17;2,845;1,370;17;3,296;919;17
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2070;a donde acuden las personas cuando tienen problemas de salud;48;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Rural;7,069;6,079;990;632;6,437;251;6,818;107;6,962;3,841;3,228;3,718;3,351;5,386;1,683;4,960;4,625;295;40;263;4,655;42;478;4,440;42;465;4,453;42;2,306;2,612;42;2,836;2,082;42;3,859;1,059;42
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2071;a donde acuden las personas cuando tienen problemas de salud;49;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Tomina;8,494;7,662;832;1,115;7,379;421;8,073;343;8,151;4,193;4,301;3,404;5,090;5,559;2,935;8,509;7,957;511;41;986;7,482;41;1,303;7,165;41;1,840;6,628;41;4,071;4,397;41;4,930;3,538;41;6,649;1,819;41
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2072;a donde acuden las personas cuando tienen problemas de salud;50;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;;;;;;;;;;;;;;;;2,020;1,878;134;8;396;1,616;8;446;1,566;8;184;1,828;8;949;1,063;8;1,356;656;8;1,583;429;8
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2073;a donde acuden las personas cuando tienen problemas de salud;51;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;8,494;7,662;832;1,115;7,379;421;8,073;343;8,151;4,193;4,301;3,404;5,090;5,559;2,935;6,489;6,079;377;33;590;5,866;33;857;5,599;33;1,656;4,800;33;3,122;3,334;33;3,574;2,882;33;5,066;1,390;33
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2074;a donde acuden las personas cuando tienen problemas de salud;52;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;7,312;6,201;1,111;556;6,756;282;7,030;167;7,145;3,297;4,015;2,159;5,153;4,263;3,049;6,942;6,483;430;29;552;6,361;29;684;6,229;29;458;6,455;29;3,385;3,528;29;3,424;3,489;29;5,282;1,631;29
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2075;a donde acuden las personas cuando tienen problemas de salud;53;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;2,142;1,857;285;311;1,831;179;1,963;109;2,033;657;1,485;976;1,166;1,201;941;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2076;a donde acuden las personas cuando tienen problemas de salud;54;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;5,170;4,344;826;245;4,925;103;5,067;58;5,112;2,640;2,530;1,183;3,987;3,062;2,108;6,942;6,483;430;29;552;6,361;29;684;6,229;29;458;6,455;29;3,385;3,528;29;3,424;3,489;29;5,282;1,631;29
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2077;a donde acuden las personas cuando tienen problemas de salud;55;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Alcalá;4,902;4,251;651;977;3,925;355;4,547;215;4,687;2,875;2,027;1,918;2,984;3,421;1,481;3,768;3,494;243;31;613;3,124;31;624;3,113;31;408;3,329;31;2,395;1,342;31;1,861;1,876;31;3,113;624;31
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2078;a donde acuden las personas cuando tienen problemas de salud;56;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2079;a donde acuden las personas cuando tienen problemas de salud;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;4,902;4,251;651;977;3,925;355;4,547;215;4,687;2,875;2,027;1,918;2,984;3,421;1,481;3,768;3,494;243;31;613;3,124;31;624;3,113;31;408;3,329;31;2,395;1,342;31;1,861;1,876;31;3,113;624;31
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2080;a donde acuden las personas cuando tienen problemas de salud;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;4,465;4,119;346;500;3,965;200;4,265;122;4,343;2,155;2,310;1,581;2,884;2,692;1,773;5,654;5,364;271;19;435;5,199;20;795;4,839;20;670;4,964;20;2,700;2,934;20;2,599;3,035;20;4,279;1,355;20
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2081;a donde acuden las personas cuando tienen problemas de salud;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2082;a donde acuden las personas cuando tienen problemas de salud;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;4,465;4,119;346;500;3,965;200;4,265;122;4,343;2,155;2,310;1,581;2,884;2,692;1,773;5,654;5,364;271;19;435;5,199;20;795;4,839;20;670;4,964;20;2,700;2,934;20;2,599;3,035;20;4,279;1,355;20
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2083;a donde acuden las personas cuando tienen problemas de salud;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;32,652;28,533;4,119;4,203;28,449;2,173;30,479;1,094;31,558;12,665;19,987;15,366;17,286;20,216;12,436;31,746;28,752;2,485;509;3,790;27,436;520;6,217;25,006;523;3,080;28,143;523;11,480;19,742;524;14,652;16,570;524;21,919;9,303;524
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2084;a donde acuden las personas cuando tienen problemas de salud;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;11,443;10,031;1,412;2,264;9,179;1,184;10,259;623;10,820;3,147;8,296;6,245;5,198;6,289;5,154;13,058;11,429;1,492;137;2,432;10,485;141;3,958;8,957;143;793;12,122;143;4,541;8,373;144;7,339;5,574;145;9,217;3,696;145
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2085;a donde acuden las personas cuando tienen problemas de salud;63;Provincia;Chuquisaca;Hernando Siles;;Rural;21,209;18,502;2,707;1,939;19,270;989;20,220;471;20,738;9,518;11,691;9,121;12,088;13,927;7,282;18,688;17,323;993;372;1,358;16,951;379;2,259;16,049;380;2,287;16,021;380;6,939;11,369;380;7,313;10,996;379;12,702;5,607;379
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2086;a donde acuden las personas cuando tienen problemas de salud;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;24,303;21,271;3,032;3,472;20,831;1,747;22,556;889;23,414;8,911;15,392;11,972;12,331;14,528;9,775;24,546;22,036;2,056;454;3,198;20,885;463;5,383;18,697;466;2,046;22,034;466;8,665;15,414;467;11,958;12,121;467;16,814;7,264;468
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2087;a donde acuden las personas cuando tienen problemas de salud;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;11,443;10,031;1,412;2,264;9,179;1,184;10,259;623;10,820;3,147;8,296;6,245;5,198;6,289;5,154;13,058;11,429;1,492;137;2,432;10,485;141;3,958;8,957;143;793;12,122;143;4,541;8,373;144;7,339;5,574;145;9,217;3,696;145
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2088;a donde acuden las personas cuando tienen problemas de salud;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;12,860;11,240;1,620;1,208;11,652;563;12,297;266;12,594;5,764;7,096;5,727;7,133;8,239;4,621;11,488;10,607;564;317;766;10,400;322;1,425;9,740;323;1,253;9,912;323;4,124;7,041;323;4,619;6,547;322;7,597;3,568;323
