cuadro;no;nivel;departamento;provincia;municipio_tioc;sexo;2012_total;2012_establecimiento_de_salud_publico;2012_caja_de_salud;2012_establecimiento_de_salud_privado;2012_seguro_de_salud_privado;2012_medico_tradicional;2012_farmacia_o_se_automedica;2012_soluciones_caseras;2024_total;2024_establecimiento_de_salud_publico;2024_caja_de_salud;2024_establecimiento_de_salud_privado;2024_seguro_de_salud_privado;2024_medico_tradicional;2024_farmacia_o_se_automedica;2024_soluciones_caseras
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;49;Municipio;Chuquisaca;Tomina;Tomina;Tomina;8,509;7,662;1,115;421;343;4,193;3,404;5,559;8,509;7,957;986;1,303;1,840;4,071;4,930;6,649
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;50;Municipio;Chuquisaca;Tomina;Tomina;Hombres;4,310;3,811;588;227;176;2,115;1,724;2,766;4,310;3,999;494;639;938;2,069;2,475;3,356
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;51;Municipio;Chuquisaca;Tomina;Tomina;Mujeres;4,199;3,851;527;194;167;2,078;1,680;2,793;4,199;3,958;492;664;902;2,002;2,455;3,293
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;52;Municipio;Chuquisaca;Tomina;Sopachuy;Sopachuy;6,942;6,201;556;282;167;3,297;2,159;4,263;6,942;6,483;552;684;458;3,385;3,424;5,282
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;53;Municipio;Chuquisaca;Tomina;Sopachuy;Hombres;3,507;3,072;247;148;86;1,719;1,077;2,125;3,507;3,238;243;316;203;1,685;1,686;2,638
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;54;Municipio;Chuquisaca;Tomina;Sopachuy;Mujeres;3,435;3,129;309;134;81;1,578;1,082;2,138;3,435;3,245;309;368;255;1,700;1,738;2,644
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;55;Municipio;Chuquisaca;Tomina;Villa Alcalá;Alcalá;3,768;4,251;977;355;215;2,875;1,918;3,421;3,768;3,494;613;624;408;2,395;1,861;3,113
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;56;Municipio;Chuquisaca;Tomina;Villa Alcalá;Hombres;1,917;2,155;462;169;114;1,419;968;1,714;1,917;1,767;288;284;196;1,217;965;1,582
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;57;Municipio;Chuquisaca;Tomina;Villa Alcalá;Mujeres;1,851;2,096;515;186;101;1,456;950;1,707;1,851;1,727;325;340;212;1,178;896;1,531
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;58;Municipio;Chuquisaca;Tomina;El Villar;El Villar;5,654;4,119;500;200;122;2,155;1,581;2,692;5,654;5,364;435;795;670;2,700;2,599;4,279
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;59;Municipio;Chuquisaca;Tomina;El Villar;Hombres;2,862;2,119;247;98;60;1,092;821;1,350;2,862;2,716;208;366;332;1,320;1,306;2,144
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;60;Municipio;Chuquisaca;Tomina;El Villar;Mujeres;2,792;2,000;253;102;62;1,063;760;1,342;2,792;2,648;227;429;338;1,380;1,293;2,135
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;31,746;28,533;4,203;2,173;1,094;12,665;15,366;20,216;31,746;28,752;3,790;6,217;3,080;11,480;14,652;21,919
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;62;Provincia;Chuquisaca;Hernando Siles;;Hombres;16,381;14,514;2,077;1,094;578;6,504;7,964;10,396;16,381;14,750;1,859;2,974;1,583;5,809;7,438;11,180
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;63;Provincia;Chuquisaca;Hernando Siles;;Mujeres;15,365;14,019;2,126;1,079;516;6,161;7,402;9,820;15,365;14,002;1,931;3,243;1,497;5,671;7,214;10,739
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;64;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;24,546;21,271;3,472;1,747;889;8,911;11,972;14,528;24,546;22,036;3,198;5,383;2,046;8,665;11,958;16,814
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;65;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Hombres;12,649;10,717;1,698;879;464;4,533;6,150;7,403;12,649;11,295;1,589;2,586;1,060;4,360;6,034;8,545
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;66;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Mujeres;11,897;10,554;1,774;868;425;4,378;5,822;7,125;11,897;10,741;1,609;2,797;986;4,305;5,924;8,269
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;67;Municipio;Chuquisaca;Hernando Siles;Huacareta;Huacareta;7,200;7,262;731;426;205;3,754;3,394;5,688;7,200;6,716;592;834;1,034;2,815;2,694;5,105
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;68;Municipio;Chuquisaca;Hernando Siles;Huacareta;Hombres;3,732;3,797;379;215;114;1,971;1,814;2,993;3,732;3,455;270;388;523;1,449;1,404;2,635
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;69;Municipio;Chuquisaca;Hernando Siles;Huacareta;Mujeres;3,468;3,465;352;211;91;1,783;1,580;2,695;3,468;3,261;322;446;511;1,366;1,290;2,470
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;21,803;21,016;2,657;1,436;869;10,034;7,722;14,663;21,803;18,274;2,704;2,725;3,099;7,720;9,398;15,433
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;71;Provincia;Chuquisaca;Yamparáez;;Hombres;10,858;10,298;1,275;672;435;4,884;3,785;7,077;10,858;8,953;1,355;1,307;1,518;3,827;4,672;7,602
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;72;Provincia;Chuquisaca;Yamparáez;;Mujeres;10,945;10,718;1,382;764;434;5,150;3,937;7,586;10,945;9,321;1,349;1,418;1,581;3,893;4,726;7,831
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;73;Municipio;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;13,323;12,862;1,301;653;416;6,291;3,927;9,108;13,323;10,846;1,705;1,577;2,146;5,213;5,612;9,547
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;74;Municipio;Chuquisaca;Yamparáez;Tarabuco;Hombres;6,592;6,240;628;315;212;3,061;1,952;4,372;6,592;5,268;853;761;1,053;2,557;2,815;4,690
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;75;Municipio;Chuquisaca;Yamparáez;Tarabuco;Mujeres;6,731;6,622;673;338;204;3,230;1,975;4,736;6,731;5,578;852;816;1,093;2,656;2,797;4,857
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;76;Municipio;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;8,480;8,154;1,356;783;453;3,743;3,795;5,555;8,480;7,428;999;1,148;953;2,507;3,786;5,886
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;77;Municipio;Chuquisaca;Yamparáez;Yamparáez;Hombres;4,266;4,058;647;357;223;1,823;1,833;2,705;4,266;3,685;502;546;465;1,270;1,857;2,912
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;78;Municipio;Chuquisaca;Yamparáez;Yamparáez;Mujeres;4,214;4,096;709;426;230;1,920;1,962;2,850;4,214;3,743;497;602;488;1,237;1,929;2,974
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;72,194;61,186;7,251;6,149;2,483;27,981;25,009;40,215;72,194;63,219;6,199;10,124;7,524;23,148;32,908;52,176
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;80;Provincia;Chuquisaca;Nor Cinti;;Hombres;35,971;30,010;3,557;3,006;1,245;13,684;12,418;19,584;35,971;31,106;3,040;4,888;3,562;11,471;16,265;25,714
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;81;Provincia;Chuquisaca;Nor Cinti;;Mujeres;36,223;31,176;3,694;3,143;1,238;14,297;12,591;20,631;36,223;32,113;3,159;5,236;3,962;11,677;16,643;26,462
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;82;Municipio;Chuquisaca;Nor Cinti;Camargo;Camargo;14,713;11,006;2,612;3,673;1,274;3,927;7,747;8,397;14,713;12,368;1,749;4,426;1,343;4,087;7,725;10,650
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;83;Municipio;Chuquisaca;Nor Cinti;Camargo;Hombres;7,269;5,376;1,289;1,737;635;1,942;3,845;4,105;7,269;6,015;805;2,121;638;2,019;3,749;5,231
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;84;Municipio;Chuquisaca;Nor Cinti;Camargo;Mujeres;7,444;5,630;1,323;1,936;639;1,985;3,902;4,292;7,444;6,353;944;2,305;705;2,068;3,976;5,419
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;85;Municipio;Chuquisaca;Nor Cinti;San Lucas;San Lucas;26,715;26,650;3,204;1,512;951;13,365;9,834;17,103;26,715;23,490;2,259;3,105;3,011;8,239;10,305;18,732
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;86;Municipio;Chuquisaca;Nor Cinti;San Lucas;Hombres;13,158;12,933;1,561;774;475;6,503;4,821;8,299;13,158;11,407;1,169;1,514;1,392;4,020;5,054;9,099
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;87;Municipio;Chuquisaca;Nor Cinti;San Lucas;Mujeres;13,557;13,717;1,643;738;476;6,862;5,013;8,804;13,557;12,083;1,090;1,591;1,619;4,219;5,251;9,633
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;88;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;16,484;10,373;713;317;106;4,272;3,583;6,850;16,484;14,613;1,158;1,148;1,677;5,964;7,550;12,220
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;89;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Hombres;8,474;5,207;346;181;51;2,133;1,830;3,387;8,474;7,472;585;556;823;3,083;3,891;6,225
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;90;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Mujeres;8,010;5,166;367;136;55;2,139;1,753;3,463;8,010;7,141;573;592;854;2,881;3,659;5,995
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;91;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;14,282;13,157;722;647;152;6,417;3,845;7,865;14,282;12,748;1,033;1,445;1,493;4,858;7,328;10,574
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;92;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Hombres;7,070;6,494;361;314;84;3,106;1,922;3,793;7,070;6,212;481;697;709;2,349;3,571;5,159
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;93;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Mujeres;7,212;6,663;361;333;68;3,311;1,923;4,072;7,212;6,536;552;748;784;2,509;3,757;5,415
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;9,107;9,234;1,361;564;364;5,168;5,243;7,510;9,107;8,254;1,433;1,429;1,468;4,331;5,410;7,687
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;95;Provincia;Chuquisaca;Belisario Boeto;;Hombres;4,693;4,656;691;274;194;2,636;2,741;3,885;4,693;4,177;696;699;725;2,210;2,780;3,927
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;96;Provincia;Chuquisaca;Belisario Boeto;;Mujeres;4,414;4,578;670;290;170;2,532;2,502;3,625;4,414;4,077;737;730;743;2,121;2,630;3,760
