cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_total;poblacion_registrado_o_afiliado_o_ninguno;sus;cns_cp_cc_cbp_cossmil_su_otros;privado;ninguno;sin_especificar;hombres_total;hombres_poblacion_registrado_o_afiliado_o_ninguno;hombres_sus;hombres_cns_cp_cc_cbp_cossmil_su_otros;hombres_privado;hombres_ninguno;hombres_sin_especificar;mujeres_total;mujeres_poblacion_registrado_o_afiliado_o_ninguno;mujeres_sus;mujeres_cns_cp_cc_cbp_cossmil_su_otros;mujeres_privado;mujeres_ninguno;mujeres_sin_especificar
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2080;57;Municipio;Chuquisaca;Tomina;Alcalá;Rural;3,706;3,642;3,074;316;19;233;64;1,892;1,856;1,564;149;4;139;36;1,814;1,786;1,510;167;15;94;28
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2081;58;Municipio;Chuquisaca;Tomina;El Villar;El Villar;5,632;5,559;4,707;307;34;511;73;2,850;2,820;2,373;136;16;295;30;2,782;2,739;2,334;171;18;216;43
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2082;59;Municipio;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2083;60;Municipio;Chuquisaca;Tomina;El Villar;Rural;5,632;5,559;4,707;307;34;511;73;2,850;2,820;2,373;136;16;295;30;2,782;2,739;2,334;171;18;216;43
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;31,312;30,508;25,445;2,880;92;2,091;804;16,168;15,756;12,985;1,380;58;1,333;412;15,144;14,752;12,460;1,500;34;758;392
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;12,966;12,764;9,667;1,881;54;1,162;202;6,414;6,306;4,664;878;34;730;108;6,552;6,458;5,003;1,003;20;432;94
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;18,346;17,744;15,778;999;38;929;602;9,754;9,450;8,321;502;24;603;304;8,592;8,294;7,457;497;14;326;298
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2087;64;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;24,293;23,604;19,365;2,465;78;1,696;689;12,523;12,173;9,853;1,182;51;1,087;350;11,770;11,431;9,512;1,283;27;609;339
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2088;65;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Urbana;12,966;12,764;9,667;1,881;54;1,162;202;6,414;6,306;4,664;878;34;730;108;6,552;6,458;5,003;1,003;20;432;94
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2089;66;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Rural;11,327;10,840;9,698;584;24;534;487;6,109;5,867;5,189;304;17;357;242;5,218;4,973;4,509;280;7;177;245
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2090;67;Municipio;Chuquisaca;Hernando Siles;Huacareta;Huacareta;7,019;6,904;6,080;415;14;395;115;3,645;3,583;3,132;198;7;246;62;3,374;3,321;2,948;217;7;149;53
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2091;68;Municipio;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2092;69;Municipio;Chuquisaca;Hernando Siles;Huacareta;Rural;7,019;6,904;6,080;415;14;395;115;3,645;3,583;3,132;198;7;246;62;3,374;3,321;2,948;217;7;149;53
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;21,469;20,946;17,289;824;153;2,680;523;10,699;10,437;8,500;392;78;1,467;262;10,770;10,509;8,789;432;75;1,213;261
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;2,946;2,905;2,328;151;21;405;41;1,393;1,375;1,077;74;10;214;18;1,553;1,530;1,251;77;11;191;23
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;18,523;18,041;14,961;673;132;2,275;482;9,306;9,062;7,423;318;68;1,253;244;9,217;8,979;7,538;355;64;1,022;238
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2096;73;Municipio;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;13,125;12,762;10,499;467;100;1,696;363;6,505;6,325;5,128;223;51;923;180;6,620;6,437;5,371;244;49;773;183
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2097;74;Municipio;Chuquisaca;Yamparáez;Tarabuco;Urbana;2,946;2,905;2,328;151;21;405;41;1,393;1,375;1,077;74;10;214;18;1,553;1,530;1,251;77;11;191;23
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2098;75;Municipio;Chuquisaca;Yamparáez;Tarabuco;Rural;10,179;9,857;8,171;316;79;1,291;322;5,112;4,950;4,051;149;41;709;162;5,067;4,907;4,120;167;38;582;160
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2099;76;Municipio;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;8,344;8,184;6,790;357;53;984;160;4,194;4,112;3,372;169;27;544;82;4,150;4,072;3,418;188;26;440;78
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2100;77;Municipio;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2101;78;Municipio;Chuquisaca;Yamparáez;Yamparáez;Rural;8,344;8,184;6,790;357;53;984;160;4,194;4,112;3,372;169;27;544;82;4,150;4,072;3,418;188;26;440;78
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;71,117;69,671;57,171;3,904;234;8,362;1,446;35,420;34,683;27,876;1,943;126;4,738;737;35,697;34,988;29,295;1,961;108;3,624;709
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;13,759;13,588;10,068;1,972;117;1,431;171;6,554;6,465;4,679;925;60;801;89;7,205;7,123;5,389;1,047;57;630;82
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;57,358;56,083;47,103;1,932;117;6,931;1,275;28,866;28,218;23,197;1,018;66;3,937;648;28,492;27,865;23,906;914;51;2,994;627
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2105;82;Municipio;Chuquisaca;Nor Cinti;Camargo;Camargo;14,575;14,292;11,338;1,382;95;1,477;283;7,199;7,058;5,462;660;55;881;141;7,376;7,234;5,876;722;40;596;142
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2106;83;Municipio;Chuquisaca;Nor Cinti;Camargo;Urbana;5,368;5,316;3,719;977;71;549;52;2,545;2,519;1,713;450;40;316;26;2,823;2,797;2,006;527;31;233;26
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2107;84;Municipio;Chuquisaca;Nor Cinti;Camargo;Rural;9,207;8,976;7,619;405;24;928;231;4,654;4,539;3,749;210;15;565;115;4,553;4,437;3,870;195;9;363;116
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2108;85;Municipio;Chuquisaca;Nor Cinti;San Lucas;San Lucas;26,329;25,873;22,146;1,548;56;2,123;456;12,958;12,719;10,676;802;25;1,216;239;13,371;13,154;11,470;746;31;907;217
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2109;86;Municipio;Chuquisaca;Nor Cinti;San Lucas;Urbana;2,795;2,770;2,097;502;22;149;25;1,278;1,268;930;243;10;85;10;1,517;1,502;1,167;259;12;64;15
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2110;87;Municipio;Chuquisaca;Nor Cinti;San Lucas;Rural;23,534;23,103;20,049;1,046;34;1,974;431;11,680;11,451;9,746;559;15;1,131;229;11,854;11,652;10,303;487;19;843;202
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2111;88;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;16,155;15,711;12,696;553;42;2,420;444;8,312;8,079;6,472;263;26;1,318;233;7,843;7,632;6,224;290;16;1,102;211
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2112;89;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Urbana;2,975;2,925;2,339;292;5;289;50;1,512;1,483;1,184;132;3;164;29;1,463;1,442;1,155;160;2;125;21
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2113;90;Municipio;Chuquisaca;Nor Cinti;Incahuasi;Rural;13,180;12,786;10,357;261;37;2,131;394;6,800;6,596;5,288;131;23;1,154;204;6,380;6,190;5,069;130;14;977;190
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2114;91;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;14,058;13,795;10,991;421;41;2,342;263;6,951;6,827;5,266;218;20;1,323;124;7,107;6,968;5,725;203;21;1,019;139
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2115;92;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;2,621;2,577;1,913;201;19;444;44;1,219;1,195;852;100;7;236;24;1,402;1,382;1,061;101;12;208;20
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2116;93;Municipio;Chuquisaca;Nor Cinti;Villa Charcas;Rural;11,437;11,218;9,078;220;22;1,898;219;5,732;5,632;4,414;118;13;1,087;100;5,705;5,586;4,664;102;9;811;119
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;9,059;8,937;7,240;868;55;774;122;4,663;4,597;3,661;428;29;479;66;4,396;4,340;3,579;440;26;295;56
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;3,452;3,411;2,327;745;12;327;41;1,715;1,694;1,127;361;7;199;21;1,737;1,717;1,200;384;5;128;20
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;5,607;5,526;4,913;123;43;447;81;2,948;2,903;2,534;67;22;280;45;2,659;2,623;2,379;56;21;167;36
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2120;97;Municipio;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;9,059;8,937;7,240;868;55;774;122;4,663;4,597;3,661;428;29;479;66;4,396;4,340;3,579;440;26;295;56
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2121;98;Municipio;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;3,452;3,411;2,327;745;12;327;41;1,715;1,694;1,127;361;7;199;21;1,737;1,717;1,200;384;5;128;20
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2122;99;Municipio;Chuquisaca;Belisario Boeto;Villa Serrano;Rural;5,607;5,526;4,913;123;43;447;81;2,948;2,903;2,534;67;22;280;45;2,659;2,623;2,379;56;21;167;36
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2123;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;24,950;24,575;19,159;1,465;184;3,767;375;12,445;12,247;9,369;691;90;2,097;198;12,505;12,328;9,790;774;94;1,670;177
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2124;101;Provincia;Chuquisaca;Sud Cinti;;Urbana;5,733;5,691;4,098;731;41;821;42;2,725;2,703;1,912;329;19;443;22;3,008;2,988;2,186;402;22;378;20
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2125;102;Provincia;Chuquisaca;Sud Cinti;;Rural;19,217;18,884;15,061;734;143;2,946;333;9,720;9,544;7,457;362;71;1,654;176;9,497;9,340;7,604;372;72;1,292;157
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2126;103;Municipio;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;5,286;5,232;3,715;365;36;1,116;54;2,662;2,633;1,842;172;20;599;29;2,624;2,599;1,873;193;16;517;25
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2127;104;Municipio;Chuquisaca;Sud Cinti;Villa Abecia;Urbana;2,350;2,332;1,602;251;21;458;18;1,140;1,131;762;115;11;243;9;1,210;1,201;840;136;10;215;9
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2128;105;Municipio;Chuquisaca;Sud Cinti;Villa Abecia;Rural;2,936;2,900;2,113;114;15;658;36;1,522;1,502;1,080;57;9;356;20;1,414;1,398;1,033;57;6;302;16
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2129;106;Municipio;Chuquisaca;Sud Cinti;Culpina;Culpina;14,681;14,444;12,085;725;68;1,566;237;7,225;7,106;5,852;330;31;893;119;7,456;7,338;6,233;395;37;673;118
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2130;107;Municipio;Chuquisaca;Sud Cinti;Culpina;Urbana;3,383;3,359;2,496;480;20;363;24;1,585;1,572;1,150;214;8;200;13;1,798;1,787;1,346;266;12;163;11
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2131;108;Municipio;Chuquisaca;Sud Cinti;Culpina;Rural;11,298;11,085;9,589;245;48;1,203;213;5,640;5,534;4,702;116;23;693;106;5,658;5,551;4,887;129;25;510;107
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2132;109;Municipio;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;4,983;4,899;3,359;375;80;1,085;84;2,558;2,508;1,675;189;39;605;50;2,425;2,391;1,684;186;41;480;34
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2133;110;Municipio;Chuquisaca;Sud Cinti;Las Carreras;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2134;111;Municipio;Chuquisaca;Sud Cinti;Las Carreras;Rural;4,983;4,899;3,359;375;80;1,085;84;2,558;2,508;1,675;189;39;605;50;2,425;2,391;1,684;186;41;480;34
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2135;112;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;22,890;22,446;17,789;2,394;74;2,189;444;12,417;12,148;9,344;1,336;37;1,431;269;10,473;10,298;8,445;1,058;37;758;175
