cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_mujeres_con_hijos;2001_partos_atendidos_por_personal_calificado;2024_mujeres_con_hijos;2024_partos_atendidos_por_personal_calificado;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2078;55;Provincia;Chuquisaca;Azurduy;;40 - 44;327;78;128;102;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2079;56;Provincia;Chuquisaca;Azurduy;;45 - 49;163;32;71;48;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2080;57;Municipio;Chuquisaca;Azurduy;Azurduy;Azurduy;1,214;332;505;387;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2081;58;Municipio;Chuquisaca;Azurduy;Azurduy;15 - 19;90;39;57;38;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2082;59;Municipio;Chuquisaca;Azurduy;Azurduy;20 - 24;290;77;102;75;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2083;60;Municipio;Chuquisaca;Azurduy;Azurduy;25 - 29;247;70;112;94;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2084;61;Municipio;Chuquisaca;Azurduy;Azurduy;30 - 34;187;44;90;75;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2085;62;Municipio;Chuquisaca;Azurduy;Azurduy;35 - 39;190;52;80;61;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2086;63;Municipio;Chuquisaca;Azurduy;Azurduy;40 - 44;148;36;42;31;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2087;64;Municipio;Chuquisaca;Azurduy;Azurduy;45 - 49;62;14;22;13;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2088;65;Municipio;Chuquisaca;Azurduy;Tarvita;Tarvita;1,572;412;1,028;932;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2089;66;Municipio;Chuquisaca;Azurduy;Tarvita;15 - 19;95;28;97;90;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2090;67;Municipio;Chuquisaca;Azurduy;Tarvita;20 - 24;329;98;232;220;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2091;68;Municipio;Chuquisaca;Azurduy;Tarvita;25 - 29;310;87;221;207;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2092;69;Municipio;Chuquisaca;Azurduy;Tarvita;30 - 34;287;68;172;157;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2093;70;Municipio;Chuquisaca;Azurduy;Tarvita;35 - 39;271;71;171;152;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2094;71;Municipio;Chuquisaca;Azurduy;Tarvita;40 - 44;179;42;86;71;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2095;72;Municipio;Chuquisaca;Azurduy;Tarvita;45 - 49;101;18;49;35;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2096;73;Provincia;Chuquisaca;Zudañez;;Zudáñez;3,114;930;2,582;2,266;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2097;74;Provincia;Chuquisaca;Zudañez;;15 - 19;191;86;211;181;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2098;75;Provincia;Chuquisaca;Zudañez;;20 - 24;617;239;644;575;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2099;76;Provincia;Chuquisaca;Zudañez;;25 - 29;631;231;577;512;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2100;77;Provincia;Chuquisaca;Zudañez;;30 - 34;595;139;515;461;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2101;78;Provincia;Chuquisaca;Zudañez;;35 - 39;508;123;333;290;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2102;79;Provincia;Chuquisaca;Zudañez;;40 - 44;385;83;227;192;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2103;80;Provincia;Chuquisaca;Zudañez;;45 - 49;187;29;75;55;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2104;81;Municipio;Chuquisaca;Zudañez;Zudañez;Zudáñez;675;305;779;740;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2105;82;Municipio;Chuquisaca;Zudañez;Zudañez;15 - 19;49;30;62;60;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2106;83;Municipio;Chuquisaca;Zudañez;Zudañez;20 - 24;156;81;207;195;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2107;84;Municipio;Chuquisaca;Zudañez;Zudañez;25 - 29;138;73;152;143;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2108;85;Municipio;Chuquisaca;Zudañez;Zudañez;30 - 34;108;40;165;159;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2109;86;Municipio;Chuquisaca;Zudañez;Zudañez;35 - 39;117;41;109;105;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2110;87;Municipio;Chuquisaca;Zudañez;Zudañez;40 - 44;70;27;61;56;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2111;88;Municipio;Chuquisaca;Zudañez;Zudañez;45 - 49;37;13;23;22;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2112;89;Municipio;Chuquisaca;Zudañez;Presto;Presto;868;145;751;569;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2113;90;Municipio;Chuquisaca;Zudañez;Presto;15 - 19;53;16;75;52;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2114;91;Municipio;Chuquisaca;Zudañez;Presto;20 - 24;168;35;190;151;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2115;92;Municipio;Chuquisaca;Zudañez;Presto;25 - 29;164;34;181;146;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2116;93;Municipio;Chuquisaca;Zudañez;Presto;30 - 34;166;26;132;101;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2117;94;Municipio;Chuquisaca;Zudañez;Presto;35 - 39;144;20;92;69;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2118;95;Municipio;Chuquisaca;Zudañez;Presto;40 - 44;123;12;57;39;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2119;96;Municipio;Chuquisaca;Zudañez;Presto;45 - 49;50;2;24;11;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2120;97;Municipio;Chuquisaca;Zudañez;Mojocoya;Mojocoya;757;267;534;499;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2121;98;Municipio;Chuquisaca;Zudañez;Mojocoya;15 - 19;48;25;32;31;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2122;99;Municipio;Chuquisaca;Zudañez;Mojocoya;20 - 24;148;71;114;106;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2123;100;Municipio;Chuquisaca;Zudañez;Mojocoya;25 - 29;160;70;118;112;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2124;101;Municipio;Chuquisaca;Zudañez;Mojocoya;30 - 34;143;37;115;109;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2125;102;Municipio;Chuquisaca;Zudañez;Mojocoya;35 - 39;121;37;76;70;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2126;103;Municipio;Chuquisaca;Zudañez;Mojocoya;40 - 44;83;20;61;56;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2127;104;Municipio;Chuquisaca;Zudañez;Mojocoya;45 - 49;54;7;18;15;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2128;105;Municipio;Chuquisaca;Zudañez;Icla;Icla;814;213;518;458;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2129;106;Municipio;Chuquisaca;Zudañez;Icla;15 - 19;41;15;42;38;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2130;107;Municipio;Chuquisaca;Zudañez;Icla;20 - 24;145;52;133;123;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS Y SU PARTO FUE ATENDIDO POR PERSONAL DE SALUD CALIFICADO(1),SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y GRUPO DE EDAD, CENSOS 2001 Y 2131;108;Municipio;Chuquisaca;Zudañez;Icla;25 - 29;169;54;126;111;
