cuadro;pregunta;no;nivel;departamento;provincia;municipio_tioc;area;2001_total;2001_medico;2001_partero;2001_otra_persona;2001_usted_misma;2001_enfermero_auxiliar_de_enfermeria;2001_sin_especificar;2024_total;2024_medico;2024_enfermero;2024_enfermero_auxiliar_de_enfermeria;2024_partero;2024_atencion_conjunta_medicina_tradicional;2024_conyuge_o_familiar;2024_otra_persona;2024_usted_misma;2024_sin_especificar
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2064;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;41;Municipio;Chuquisaca;Zudáñez;Icla;Urbana;;;;;;;;;;;;;;;;;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2065;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;42;Municipio;Chuquisaca;Zudáñez;Icla;Rural;834;123;90;168;234;199;20;518;298;142;18;18;4;24;4;10;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2066;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;43;Provincia;Chuquisaca;Tomina;;Tomina;3,513;1,208;468;606;579;569;83;2,071;1,558;383;41;28;5;40;3;13;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2067;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;44;Provincia;Chuquisaca;Tomina;;Urbana;202;166;8;11;6;9;2;414;373;37;0;1;1;2;0;0;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2068;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;45;Provincia;Chuquisaca;Tomina;;Rural;3,311;1,042;460;595;573;560;81;1,657;1,185;346;41;27;4;38;3;13;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2069;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;46;Municipio;Chuquisaca;Tomina;Padilla;Padilla;1,173;489;138;180;153;200;13;575;474;76;3;4;2;15;1;0;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2070;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;47;Municipio;Chuquisaca;Tomina;Padilla;Urbana;202;166;8;11;6;9;2;269;244;22;0;0;1;2;0;0;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2071;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;48;Municipio;Chuquisaca;Tomina;Padilla;Rural;971;323;130;169;147;191;11;306;230;54;3;4;1;13;1;0;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2072;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;49;Municipio;Chuquisaca;Tomina;Tomina;Tomina;904;257;130;181;175;146;15;536;366;130;18;7;0;12;0;3;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2073;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;50;Municipio;Chuquisaca;Tomina;Tomina;Urbana;;;;;;;;145;129;15;0;1;0;0;0;0;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2074;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;51;Municipio;Chuquisaca;Tomina;Tomina;Rural;904;257;130;181;175;146;15;391;237;115;18;6;0;12;0;3;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2075;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;52;Municipio;Chuquisaca;Tomina;Sopachuy;Sopachuy;627;189;74;105;137;78;44;428;289;102;13;12;0;6;1;5;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2076;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;53;Municipio;Chuquisaca;Tomina;Sopachuy;Urbana;;;;;;;;;;;;;;;;;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2077;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;54;Municipio;Chuquisaca;Tomina;Sopachuy;Rural;627;189;74;105;137;78;44;428;289;102;13;12;0;6;1;5;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2078;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;55;Municipio;Chuquisaca;Tomina;Alcalá;Alcalá;382;161;28;74;56;57;6;197;173;18;1;1;2;1;0;1;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2079;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;56;Municipio;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2080;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;57;Municipio;Chuquisaca;Tomina;Alcalá;Rural;382;161;28;74;56;57;6;197;173;18;1;1;2;1;0;1;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2081;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;58;Municipio;Chuquisaca;Tomina;El Villar;El Villar;427;112;98;66;58;88;5;335;256;57;6;4;1;6;1;4;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2082;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;59;Municipio;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2083;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;60;Municipio;Chuquisaca;Tomina;El Villar;Rural;427;112;98;66;58;88;5;335;256;57;6;4;1;6;1;4;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2084;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;3,497;1,596;526;444;334;520;77;1,822;1,576;175;11;34;3;17;3;1;2
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2085;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;618;541;37;8;8;16;8;829;777;35;2;7;2;4;1;0;1
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2086;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;63;Provincia;Chuquisaca;Hernando Siles;;Rural;2,879;1,055;489;436;326;504;69;993;799;140;9;27;1;13;2;1;1
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2087;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;64;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;2,431;1,232;312;284;214;338;51;1,370;1,225;106;7;16;3;9;2;0;2
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2088;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;65;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Urbana;618;541;37;8;8;16;8;829;777;35;2;7;2;4;1;0;1
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2089;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;66;Municipio;Chuquisaca;Hernando Siles;Monteagudo;Rural;1,813;691;275;276;206;322;43;541;448;71;5;9;1;5;1;0;1
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2090;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;67;Municipio;Chuquisaca;Hernando Siles;Huacareta;Huacareta;1,066;364;214;160;120;182;26;452;351;69;4;18;0;8;1;1;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2091;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;68;Municipio;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2092;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;69;Municipio;Chuquisaca;Hernando Siles;Huacareta;Rural;1,066;364;214;160;120;182;26;452;351;69;4;18;0;8;1;1;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2093;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;2,887;724;435;368;738;542;80;1,132;715;246;22;17;7;71;6;48;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2094;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;71;Provincia;Chuquisaca;Yamparáez;;Urbana;235;157;16;11;25;20;6;200;130;43;2;1;3;10;1;10;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2095;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;72;Provincia;Chuquisaca;Yamparáez;;Rural;2,652;567;419;357;713;522;74;932;585;203;20;16;4;61;5;38;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2096;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;73;Municipio;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;1,946;411;204;226;627;428;50;695;391;158;18;14;6;59;5;44;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2097;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;74;Municipio;Chuquisaca;Yamparáez;Tarabuco;Urbana;235;157;16;11;25;20;6;200;130;43;2;1;3;10;1;10;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2098;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;75;Municipio;Chuquisaca;Yamparáez;Tarabuco;Rural;1,711;254;188;215;602;408;44;495;261;115;16;13;3;49;4;34;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2099;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;76;Municipio;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;941;313;231;142;111;114;30;437;324;88;4;3;1;12;1;4;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2100;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;77;Municipio;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2101;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;78;Municipio;Chuquisaca;Yamparáez;Yamparáez;Rural;941;313;231;142;111;114;30;437;324;88;4;3;1;12;1;4;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2102;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;7,097;1,463;557;1,224;1,851;1,791;211;4,570;2,846;881;117;174;22;383;33;114;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2103;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;422;364;12;11;10;16;9;856;772;54;4;8;2;12;1;3;0
BOLIVIA:  MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS, POR PERSONAL QUE ATENDIÓ EL ÚLTIMO PARTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001 Y 2104;MUJERES DE 15 A 49 AÑOS DE EDAD QUE TUVIERON HIJAS(OS) EN LOS ÚLTIMOS CINCO AÑOS;81;Provincia;Chuquisaca;Nor Cinti;;Rural;6,675;1,099;545;1,213;1,841;1,775;202;3,714;2,074;827;113;166;20;371;32;111;0
