cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;edad;sexo;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2086;63;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;Yotala;5;;;;;;2;;7;29;;1;;3;;2;1;36
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;Yotala;11;;1;;;;5;;17;17;;3;;2;;6;1;29
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;Yotala;;;;1;;;2;1;4;4;;;1;1;;9;;15
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Hombres;Hombres;49;;2;1;1;;3;1;57;61;1;3;5;4;;4;1;79
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;Hombres;41;;1;1;1;;;1;45;39;1;;5;;;;;45
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;Hombres;2;;;;;;1;;3;11;;1;;2;;;1;15
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;Hombres;6;;1;;;;1;;8;9;;2;;1;;2;;14
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2093;70;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;Hombres;;;;;;;1;;1;2;;;;1;;2;;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2094;71;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Mujeres;Mujeres;45;;;3;;;6;3;57;71;5;1;6;7;;13;2;105
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2095;72;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;0 a 17;Mujeres;37;;;2;;;;2;41;43;5;;5;5;;;1;59
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;18 a 29;Mujeres;3;;;;;;1;;4;18;;;;1;;2;;21
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;30 a 59;Mujeres;5;;;;;;4;;9;8;;1;;1;;4;1;15
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más;Mujeres;;;;1;;;1;1;3;2;;;1;;;7;;10
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;Poroma;11;;;1;;;2;1;15;7;;;;;;;1;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;Poroma;10;;;1;;;1;1;13;7;;;;;;;;7
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;Poroma;;;;;;;1;;1;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2102;79;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;Poroma;1;;;;;;;;1;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2103;80;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;Poroma;;;;;;;;;;;;;;;;;1;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2104;81;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Hombres;Hombres;5;;;;;;;;5;2;;;;;;;1;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;Hombres;5;;;;;;;;5;2;;;;;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;Hombres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;Hombres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;Hombres;;;;;;;;;;;;;;;;;1;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Mujeres;Mujeres;6;;;1;;;2;1;10;5;;;;;;;;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;0 a 17;Mujeres;5;;;1;;;1;1;8;5;;;;;;;;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;18 a 29;Mujeres;;;;;;;1;;1;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;30 a 59;Mujeres;1;;;;;;;;1;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más;Mujeres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2114;91;Provincia;Chuquisaca;Azurduy;;Azurduy;Azurduy;17;;;3;;;1;2;23;21;6;1;3;3;;3;6;43
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2115;92;Provincia;Chuquisaca;Azurduy;;0 a 17;Azurduy;16;;;3;;;;2;21;17;5;;2;3;;2;3;32
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2116;93;Provincia;Chuquisaca;Azurduy;;18 a 29;Azurduy;1;;;;;;;;1;1;1;1;;;;1;;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2117;94;Provincia;Chuquisaca;Azurduy;;30 a 59;Azurduy;;;;;;;;;;;;;1;;;;2;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2118;95;Provincia;Chuquisaca;Azurduy;;60 o más;Azurduy;;;;;;;1;;1;3;;;;;;;1;4
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2119;96;Provincia;Chuquisaca;Azurduy;;Hombres;Hombres;11;;;1;;;1;;13;8;2;;3;;;1;3;17
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2120;97;Provincia;Chuquisaca;Azurduy;;0 a 17;Hombres;11;;;1;;;;;12;7;1;;2;;;;1;11
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2121;98;Provincia;Chuquisaca;Azurduy;;18 a 29;Hombres;;;;;;;;;;;1;;;;;1;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2122;99;Provincia;Chuquisaca;Azurduy;;30 a 59;Hombres;;;;;;;;;;;;;1;;;;2;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2123;100;Provincia;Chuquisaca;Azurduy;;60 o más;Hombres;;;;;;;1;;1;1;;;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2124;101;Provincia;Chuquisaca;Azurduy;;Mujeres;Mujeres;6;;;2;;;;2;10;13;4;1;;3;;2;3;26
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2125;102;Provincia;Chuquisaca;Azurduy;;0 a 17;Mujeres;5;;;2;;;;2;9;10;4;;;3;;2;2;21
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2126;103;Provincia;Chuquisaca;Azurduy;;18 a 29;Mujeres;1;;;;;;;;1;1;;1;;;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2127;104;Provincia;Chuquisaca;Azurduy;;30 a 59;Mujeres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2128;105;Provincia;Chuquisaca;Azurduy;;60 o más;Mujeres;;;;;;;;;;2;;;;;;;1;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2129;106;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Azurduy;Azurduy;7;;;2;;;1;1;11;8;;;1;;;2;2;13
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2130;107;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;0 a 17;Azurduy;7;;;2;;;;1;10;4;;;;;;2;2;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2131;108;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;18 a 29;Azurduy;;;;;;;;;;1;;;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2132;109;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;30 a 59;Azurduy;;;;;;;;;;;;;1;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2133;110;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;60 o más;Azurduy;;;;;;;1;;1;3;;;;;;;;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2134;111;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Hombres;Hombres;6;;;;;;1;;7;2;;;1;;;;;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2135;112;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;0 a 17;Hombres;6;;;;;;;;6;1;;;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2136;113;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;18 a 29;Hombres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2137;114;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;30 a 59;Hombres;;;;;;;;;;;;;1;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2138;115;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;60 o más;Hombres;;;;;;;1;;1;1;;;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2139;116;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Mujeres;Mujeres;1;;;2;;;;1;4;6;;;;;;2;2;10
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2140;117;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;0 a 17;Mujeres;1;;;2;;;;1;4;3;;;;;;2;2;7
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2141;118;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;18 a 29;Mujeres;;;;;;;;;;1;;;;;;;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2142;119;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;30 a 59;Mujeres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2143;120;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;60 o más;Mujeres;;;;;;;;;;2;;;;;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2144;121;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Tarvita;Tarvita;10;;;1;;;;1;12;13;6;1;2;3;;1;4;30
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2145;122;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;0 a 17;Tarvita;9;;;1;;;;1;11;13;5;;2;3;;;1;24
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2146;123;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;18 a 29;Tarvita;1;;;;;;;;1;;1;1;;;;1;;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2147;124;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;30 a 59;Tarvita;;;;;;;;;;;;;;;;;2;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2148;125;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;60 o más;Tarvita;;;;;;;;;;;;;;;;;1;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2149;126;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Hombres;Hombres;5;;;1;;;;;6;6;2;;2;;;1;3;14
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 2150;127;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;0 a 17;Hombres;5;;;1;;;;;6;6;1;;2;;;;1;10
