cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;51.00;7.00;;19.00;;;24.00;4.00;105.00;85.00;12.00;9.00;20.00;15.00;;31.00;9.00;181.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Hombres;25.00;5.00;;11.00;;;14.00;1.00;56.00;49.00;7.00;9.00;7.00;5.00;;20.00;3.00;100.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Mujeres;26.00;2.00;;8.00;;;10.00;3.00;49.00;36.00;5.00;;13.00;10.00;;11.00;6.00;81.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;42.00;5.00;;15.00;;;13.00;3.00;78.00;69.00;10.00;9.00;15.00;13.00;;26.00;9.00;151.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Hombres;23.00;3.00;;9.00;;;8.00;;43.00;41.00;6.00;9.00;6.00;5.00;;16.00;3.00;86.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Mujeres;19.00;2.00;;6.00;;;5.00;3.00;35.00;28.00;4.00;;9.00;8.00;;10.00;6.00;65.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;9.00;2.00;;4.00;;;11.00;1.00;27.00;16.00;2.00;;5.00;2.00;;5.00;;30.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Hombres;2.00;2.00;;2.00;;;6.00;1.00;13.00;8.00;1.00;;1.00;;;4.00;;14.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Mujeres;7.00;;;2.00;;;5.00;;14.00;8.00;1.00;;4.00;2.00;;1.00;;16.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;89.00;;2.00;8.00;1.00;;9.00;6.00;115.00;99.00;8.00;1.00;8.00;9.00;;7.00;6.00;138.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Hombres;49.00;;1.00;1.00;1.00;;4.00;3.00;59.00;48.00;5.00;;3.00;4.00;;6.00;1.00;67.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Mujeres;40.00;;1.00;7.00;;;5.00;3.00;56.00;51.00;3.00;1.00;5.00;5.00;;1.00;5.00;71.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;31.00;;1.00;7.00;1.00;;8.00;1.00;49.00;39.00;6.00;1.00;3.00;7.00;;2.00;1.00;59.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Hombres;18.00;;;1.00;1.00;;3.00;1.00;24.00;24.00;3.00;;1.00;3.00;;2.00;;33.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Mujeres;13.00;;1.00;6.00;;;5.00;;25.00;15.00;3.00;1.00;2.00;4.00;;;1.00;26.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;58.00;;1.00;1.00;;;1.00;5.00;66.00;60.00;2.00;;5.00;2.00;;5.00;5.00;79.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Hombres;31.00;;1.00;;;;1.00;2.00;35.00;24.00;2.00;;2.00;1.00;;4.00;1.00;34.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Mujeres;27.00;;;1.00;;;;3.00;31.00;36.00;;;3.00;1.00;;1.00;4.00;45.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;620.00;8.00;4.00;11.00;3.00;;22.00;21.00;689.00;1078.00;12.00;11.00;11.00;7.00;;12.00;20.00;1151.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Hombres;328.00;2.00;;5.00;1.00;;10.00;12.00;358.00;548.00;7.00;5.00;5.00;2.00;;8.00;11.00;586.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Mujeres;292.00;6.00;4.00;6.00;2.00;;12.00;9.00;331.00;530.00;5.00;6.00;6.00;5.00;;4.00;9.00;565.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;111.00;6.00;;7.00;3.00;;12.00;6.00;145.00;150.00;3.00;7.00;10.00;1.00;;11.00;5.00;187.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Hombres;60.00;2.00;;4.00;1.00;;4.00;5.00;76.00;76.00;2.00;3.00;5.00;;;8.00;2.00;96.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Mujeres;51.00;4.00;;3.00;2.00;;8.00;1.00;69.00;74.00;1.00;4.00;5.00;1.00;;3.00;3.00;91.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;308.00;1.00;4.00;3.00;;;6.00;10.00;332.00;452.00;8.00;3.00;;;;;4.00;467.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Hombres;153.00;;;1.00;;;3.00;4.00;161.00;240.00;4.00;1.00;;;;;3.00;248.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Mujeres;155.00;1.00;4.00;2.00;;;3.00;6.00;171.00;212.00;4.00;2.00;;;;;1.00;219.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;72.00;;;;;;1.00;2.00;75.00;124.00;1.00;;;1.00;;;3.00;129.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Hombres;34.00;;;;;;1.00;;35.00;68.00;1.00;;;1.00;;;1.00;71.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Mujeres;38.00;;;;;;;2.00;40.00;56.00;;;;;;;2.00;58.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;129.00;1.00;;1.00;;;3.00;3.00;137.00;352.00;;1.00;1.00;5.00;;1.00;8.00;368.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Hombres;81.00;;;;;;2.00;3.00;86.00;164.00;;1.00;;1.00;;;5.00;171.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Mujeres;48.00;1.00;;1.00;;;1.00;;51.00;188.00;;;1.00;4.00;;1.00;3.00;197.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;6.00;;;5.00;;;2.00;1.00;14.00;12.00;7.00;;2.00;10.00;;9.00;1.00;41.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Hombres;6.00;;;3.00;;;1.00;;10.00;4.00;4.00;;2.00;4.00;;3.00;;17.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Mujeres;;;;2.00;;;1.00;1.00;4.00;8.00;3.00;;;6.00;;6.00;1.00;24.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;6.00;;;5.00;;;2.00;1.00;14.00;12.00;7.00;;2.00;10.00;;9.00;1.00;41.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Hombres;6.00;;;3.00;;;1.00;;10.00;4.00;4.00;;2.00;4.00;;3.00;;17.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2122;99;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Mujeres;;;;2.00;;;1.00;1.00;4.00;8.00;3.00;;;6.00;;6.00;1.00;24.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2123;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;242.00;;5.00;6.00;;1.00;4.00;7.00;265.00;546.00;11.00;2.00;10.00;6.00;;21.00;15.00;611.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2124;101;Provincia;Chuquisaca;Sud Cinti;;Hombres;129.00;;5.00;2.00;;;1.00;5.00;142.00;288.00;4.00;2.00;6.00;1.00;;14.00;9.00;324.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2125;102;Provincia;Chuquisaca;Sud Cinti;;Mujeres;113.00;;;4.00;;1.00;3.00;2.00;123.00;258.00;7.00;;4.00;5.00;;7.00;6.00;287.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2126;103;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;44.00;;1.00;1.00;;1.00;3.00;;50.00;226.00;3.00;;10.00;1.00;;11.00;1.00;252.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2127;104;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Hombres;32.00;;1.00;;;;1.00;;34.00;115.00;1.00;;6.00;;;11.00;1.00;134.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2128;105;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Mujeres;12.00;;;1.00;;1.00;2.00;;16.00;111.00;2.00;;4.00;1.00;;;;118.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2129;106;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Culpina;154.00;;3.00;4.00;;;1.00;4.00;166.00;213.00;2.00;1.00;;5.00;;7.00;4.00;232.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2130;107;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Hombres;73.00;;3.00;1.00;;;;2.00;79.00;114.00;1.00;1.00;;1.00;;2.00;3.00;122.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2131;108;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Mujeres;81.00;;;3.00;;;1.00;2.00;87.00;99.00;1.00;;;4.00;;5.00;1.00;110.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2132;109;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;44.00;;1.00;1.00;;;;3.00;49.00;107.00;6.00;1.00;;;;3.00;10.00;127.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2133;110;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Hombres;24.00;;1.00;1.00;;;;3.00;29.00;59.00;2.00;1.00;;;;1.00;5.00;68.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2134;111;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Mujeres;20.00;;;;;;;;20.00;48.00;4.00;;;;;2.00;5.00;59.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2135;112;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;39.00;4.00;;4.00;1.00;1.00;19.00;2.00;70.00;32.00;8.00;7.00;10.00;6.00;1.00;27.00;1.00;92.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2136;113;Provincia;Chuquisaca;Luis Calvo;;Hombres;21.00;;;3.00;;;9.00;2.00;35.00;16.00;2.00;6.00;6.00;4.00;1.00;13.00;1.00;49.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2137;114;Provincia;Chuquisaca;Luis Calvo;;Mujeres;18.00;4.00;;1.00;1.00;1.00;10.00;;35.00;16.00;6.00;1.00;4.00;2.00;;14.00;;43.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2138;115;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Villa Vaca Guzmán;25.00;;;3.00;1.00;;8.00;;37.00;18.00;3.00;7.00;6.00;6.00;;5.00;1.00;46.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2139;116;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Hombres;14.00;;;2.00;;;2.00;;18.00;8.00;2.00;6.00;3.00;4.00;;2.00;1.00;26.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2140;117;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Mujeres;11.00;;;1.00;1.00;;6.00;;19.00;10.00;1.00;1.00;3.00;2.00;;3.00;;20.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2141;118;Municipio/TIOC;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Huacaya (Autonomía Guaraní Chaqueño de Huacaya);3.00;;;;;;;;3.00;3.00;;;;;;1.00;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2142;119;Municipio/TIOC;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Hombres;2.00;;;;;;;;2.00;2.00;;;;;;;;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2143;120;Municipio/TIOC;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Mujeres;1.00;;;;;;;;1.00;1.00;;;;;;1.00;;2.00
