cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2021_poblacion_2001;2021_poblacion_1996;2021_no_migrantes;2021_porcentaje_de_no_migrantes_;2021_inmigrantes_1996-2001;2021_porcentaje_de_inmigrantes_recientes;2021_emigrantes_1996-2001;2021_porcentaje_de_emigrantes_recientes;2021_migracion_neta;2021_migracion_bruta;2021_tasa_de_inmigracion;2021_tasa_de_emigracion;2021_tasa_de_migracion_neta;2021_indice_de_eficacia_migratoria;2001_poblacion_2001;2001_poblacion_2007;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_2007-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_2007-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2019-2024;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2019-2024;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria;;
;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;3887.00;4114.00;3656.00;0.10;231.00;0.00;458.00;0.10;-227.00;689.00;11.50;22.90;-11.30;-0.30;4090.00;4339.00;3911.00;0.00;179.00;0.00;428.00;0.10;-249.00;607.00;8.50;20.30;-11.80;-0.40;5062.00;4942.00;4759.00;0.10;303.00;0.00;183.00;0.00;120.00;486.00;12.10;7.30;4.80;0.20;;
;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Hombres;1981.00;2066.00;1868.00;0.10;113.00;0.00;198.00;0.10;-85.00;311.00;11.20;19.60;-8.40;-0.30;2120.00;2254.00;2026.00;0.10;94.00;0.00;228.00;0.10;-134.00;322.00;8.60;20.90;-12.30;-0.40;2556.00;2498.00;2401.00;0.10;155.00;0.00;97.00;0.00;58.00;252.00;12.30;7.70;4.60;0.20;;
;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Mujeres;1906.00;2048.00;1788.00;0.10;118.00;0.00;260.00;0.10;-142.00;378.00;11.90;26.30;-14.40;-0.40;1970.00;2085.00;1885.00;0.00;85.00;0.00;200.00;0.10;-115.00;285.00;8.40;19.70;-11.30;-0.40;2506.00;2444.00;2358.00;0.10;148.00;0.00;86.00;0.00;62.00;234.00;12.00;6.90;5.00;0.30;;
;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;30702.00;33754.00;28153.00;0.40;2549.00;0.40;5601.00;0.80;-3052.00;8150.00;15.80;34.80;-18.90;-0.40;28397.00;30140.00;25484.00;0.30;2913.00;0.50;4656.00;0.80;-1743.00;7569.00;19.90;31.80;-11.90;-0.20;27765.00;28978.00;26116.00;0.30;1649.00;0.30;2862.00;0.50;-1213.00;4511.00;11.60;20.20;-8.60;-0.30;;
;62;Provincia;Chuquisaca;Hernando Siles;;Hombres;16156.00;17434.00;14787.00;0.50;1369.00;0.40;2647.00;0.70;-1278.00;4016.00;16.30;31.50;-15.20;-0.30;14619.00;15485.00;13063.00;0.30;1556.00;0.50;2422.00;0.80;-866.00;3978.00;20.70;32.20;-11.50;-0.20;14343.00;14912.00;13488.00;0.30;855.00;0.30;1424.00;0.50;-569.00;2279.00;11.70;19.50;-7.80;-0.20;;
;63;Provincia;Chuquisaca;Hernando Siles;;Mujeres;14546.00;16320.00;13366.00;0.40;1180.00;0.30;2954.00;0.90;-1774.00;4134.00;15.30;38.30;-23.00;-0.40;13778.00;14655.00;12421.00;0.30;1357.00;0.50;2234.00;0.80;-877.00;3591.00;19.10;31.40;-12.30;-0.20;13422.00;14066.00;12628.00;0.30;794.00;0.30;1438.00;0.50;-644.00;2232.00;11.60;20.90;-9.40;-0.30;;
;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;22260.00;24107.00;19888.00;0.30;2372.00;0.30;4219.00;0.60;-1847.00;6591.00;20.50;36.40;-15.90;-0.30;21250.00;22469.00;18660.00;0.20;2590.00;0.40;3809.00;0.60;-1219.00;6399.00;23.70;34.80;-11.20;-0.20;21632.00;22636.00;20156.00;0.20;1476.00;0.20;2480.00;0.40;-1004.00;3956.00;13.30;22.40;-9.10;-0.30;;
;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Hombres;11627.00;12378.00;10364.00;0.30;1263.00;0.30;2014.00;0.50;-751.00;3277.00;21.00;33.60;-12.50;-0.20;10840.00;11471.00;9476.00;0.20;1364.00;0.40;1995.00;0.60;-631.00;3359.00;24.50;35.80;-11.30;-0.20;11138.00;11617.00;10386.00;0.20;752.00;0.20;1231.00;0.40;-479.00;1983.00;13.20;21.60;-8.40;-0.20;;
;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Mujeres;10633.00;11729.00;9524.00;0.30;1109.00;0.30;2205.00;0.60;-1096.00;3314.00;19.80;39.40;-19.60;-0.30;10410.00;10998.00;9184.00;0.20;1226.00;0.40;1814.00;0.60;-588.00;3040.00;22.90;33.90;-11.00;-0.20;10494.00;11019.00;9770.00;0.20;724.00;0.20;1249.00;0.40;-525.00;1973.00;13.50;23.20;-9.80;-0.30;;
;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;8246.00;9103.00;7546.00;0.10;700.00;0.10;1557.00;0.20;-857.00;2257.00;16.10;35.90;-19.80;-0.40;7147.00;7671.00;6480.00;0.10;667.00;0.10;1191.00;0.20;-524.00;1858.00;18.00;32.20;-14.10;-0.30;6133.00;6342.00;5781.00;0.10;352.00;0.10;561.00;0.10;-209.00;913.00;11.30;18.00;-6.70;-0.20;;
;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Hombres;4416.00;4804.00;4041.00;0.10;375.00;0.10;763.00;0.20;-388.00;1138.00;16.30;33.10;-16.80;-0.30;3779.00;4014.00;3403.00;0.10;376.00;0.10;611.00;0.20;-235.00;987.00;19.30;31.40;-12.10;-0.20;3205.00;3295.00;3013.00;0.10;192.00;0.10;282.00;0.10;-90.00;474.00;11.80;17.40;-5.50;-0.20;;
;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Mujeres;3830.00;4299.00;3505.00;0.10;325.00;0.10;794.00;0.20;-469.00;1119.00;16.00;39.10;-23.10;-0.40;3368.00;3657.00;3077.00;0.10;291.00;0.10;580.00;0.20;-289.00;871.00;16.60;33.00;-16.50;-0.30;2928.00;3047.00;2768.00;0.10;160.00;0.10;279.00;0.10;-119.00;439.00;10.70;18.70;-8.00;-0.30;;
;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;25012.00;27441.00;24054.00;0.40;958.00;0.10;3387.00;0.50;-2429.00;4345.00;7.30;25.80;-18.50;-0.60;23329.00;25263.00;22486.00;0.30;843.00;0.10;2777.00;0.50;-1934.00;3620.00;6.90;22.90;-15.90;-0.50;18404.00;19151.00;17520.00;0.20;884.00;0.20;1631.00;0.30;-747.00;2515.00;9.40;17.40;-8.00;-0.30;;
;71;Provincia;Chuquisaca;Yamparáez;;Hombres;11931.00;13039.00;11424.00;0.40;507.00;0.10;1615.00;0.40;-1108.00;2122.00;8.10;25.90;-17.70;-0.50;11412.00;12330.00;10990.00;0.30;422.00;0.10;1340.00;0.40;-918.00;1762.00;7.10;22.60;-15.50;-0.50;9142.00;9460.00;8680.00;0.20;462.00;0.20;780.00;0.30;-318.00;1242.00;9.90;16.80;-6.80;-0.30;;
;72;Provincia;Chuquisaca;Yamparáez;;Mujeres;13081.00;14402.00;12630.00;0.40;451.00;0.10;1772.00;0.50;-1321.00;2223.00;6.60;25.80;-19.20;-0.60;11917.00;12933.00;11496.00;0.30;421.00;0.10;1437.00;0.50;-1016.00;1858.00;6.80;23.10;-16.40;-0.50;9262.00;9691.00;8840.00;0.20;422.00;0.20;851.00;0.30;-429.00;1273.00;8.90;18.00;-9.10;-0.30;;
;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;16375.00;17663.00;15786.00;0.30;589.00;0.10;1877.00;0.30;-1288.00;2466.00;6.90;22.10;-15.10;-0.50;14806.00;16022.00;14315.00;0.20;491.00;0.10;1707.00;0.30;-1216.00;2198.00;6.40;22.10;-15.80;-0.60;11320.00;11935.00;10797.00;0.10;523.00;0.10;1138.00;0.20;-615.00;1661.00;9.00;19.60;-10.60;-0.40;;
;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Hombres;7790.00;8374.00;7478.00;0.20;312.00;0.10;896.00;0.20;-584.00;1208.00;7.70;22.20;-14.50;-0.50;7189.00;7760.00;6942.00;0.20;247.00;0.10;818.00;0.20;-571.00;1065.00;6.60;21.90;-15.30;-0.50;5602.00;5878.00;5324.00;0.10;278.00;0.10;554.00;0.20;-276.00;832.00;9.70;19.30;-9.60;-0.30;;
;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Mujeres;8585.00;9289.00;8308.00;0.30;277.00;0.10;981.00;0.30;-704.00;1258.00;6.20;22.00;-15.80;-0.60;7617.00;8262.00;7373.00;0.20;244.00;0.10;889.00;0.30;-645.00;1133.00;6.10;22.40;-16.20;-0.60;5718.00;6057.00;5473.00;0.10;245.00;0.10;584.00;0.20;-339.00;829.00;8.30;19.80;-11.50;-0.40;;
;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;8492.00;9350.00;8177.00;0.10;315.00;0.00;1173.00;0.20;-858.00;1488.00;7.10;26.30;-19.20;-0.60;8523.00;9241.00;8157.00;0.10;366.00;0.10;1084.00;0.20;-718.00;1450.00;8.20;24.40;-16.20;-0.50;7084.00;7216.00;6694.00;0.10;390.00;0.10;522.00;0.10;-132.00;912.00;10.90;14.60;-3.70;-0.10;;
;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Hombres;4058.00;4461.00;3898.00;0.10;160.00;0.00;563.00;0.10;-403.00;723.00;7.50;26.40;-18.90;-0.60;4223.00;4570.00;4040.00;0.10;183.00;0.10;530.00;0.20;-347.00;713.00;8.30;24.10;-15.80;-0.50;3540.00;3582.00;3339.00;0.10;201.00;0.10;243.00;0.10;-42.00;444.00;11.30;13.60;-2.40;-0.10;;
;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Mujeres;4434.00;4889.00;4279.00;0.10;155.00;0.00;610.00;0.20;-455.00;765.00;6.70;26.20;-19.50;-0.60;4300.00;4671.00;4117.00;0.10;183.00;0.10;554.00;0.20;-371.00;737.00;8.20;24.70;-16.50;-0.50;3544.00;3634.00;3355.00;0.10;189.00;0.10;279.00;0.10;-90.00;468.00;10.50;15.50;-5.00;-0.20;;
;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;57901.00;61972.00;55910.00;0.90;1991.00;0.30;6062.00;0.90;-4071.00;8053.00;6.60;20.20;-13.60;-0.50;65942.00;69437.00;63832.00;0.80;2110.00;0.30;5605.00;0.90;-3495.00;7715.00;6.20;16.60;-10.30;-0.50;61606.00;62911.00;59523.00;0.60;2083.00;0.40;3388.00;0.60;-1305.00;5471.00;6.70;10.90;-4.20;-0.20;;
;80;Provincia;Chuquisaca;Nor Cinti;;Hombres;27541.00;29455.00;26492.00;0.80;1049.00;0.30;2963.00;0.80;-1914.00;4012.00;7.40;20.80;-13.40;-0.50;32330.00;33863.00;31178.00;0.80;1152.00;0.40;2685.00;0.80;-1533.00;3837.00;7.00;16.20;-9.30;-0.40;30518.00;31104.00;29484.00;0.60;1034.00;0.40;1620.00;0.60;-586.00;2654.00;6.70;10.50;-3.80;-0.20;;
;81;Provincia;Chuquisaca;Nor Cinti;;Mujeres;30360.00;32517.00;29418.00;0.90;942.00;0.30;3099.00;0.90;-2157.00;4041.00;6.00;19.70;-13.70;-0.50;33612.00;35574.00;32654.00;0.80;958.00;0.30;2920.00;1.00;-1962.00;3878.00;5.50;16.90;-11.30;-0.50;31088.00;31807.00;30039.00;0.60;1049.00;0.40;1768.00;0.70;-719.00;2817.00;6.70;11.20;-4.60;-0.30;;
;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;12263.00;13386.00;11100.00;0.20;1163.00;0.20;2286.00;0.30;-1123.00;3449.00;18.10;35.70;-17.50;-0.30;13554.00;14249.00;12312.00;0.20;1242.00;0.20;1937.00;0.30;-695.00;3179.00;17.90;27.90;-10.00;-0.20;12917.00;13419.00;12257.00;0.10;660.00;0.10;1162.00;0.20;-502.00;1822.00;10.00;17.60;-7.60;-0.30;;
;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Hombres;5872.00;6317.00;5276.00;0.20;596.00;0.20;1041.00;0.30;-445.00;1637.00;19.60;34.20;-14.60;-0.30;6625.00;6873.00;5946.00;0.10;679.00;0.20;927.00;0.30;-248.00;1606.00;20.10;27.50;-7.30;-0.20;6292.00;6513.00;5942.00;0.10;350.00;0.10;571.00;0.20;-221.00;921.00;10.90;17.80;-6.90;-0.20;;
;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Mujeres;6391.00;7069.00;5824.00;0.20;567.00;0.20;1245.00;0.30;-678.00;1812.00;16.80;37.00;-20.10;-0.40;6929.00;7376.00;6366.00;0.20;563.00;0.20;1010.00;0.30;-447.00;1573.00;15.70;28.20;-12.50;-0.30;6625.00;6906.00;6315.00;0.10;310.00;0.10;591.00;0.20;-281.00;901.00;9.20;17.50;-8.30;-0.30;;
;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;26488.00;27856.00;25706.00;0.40;782.00;0.10;2150.00;0.30;-1368.00;2932.00;5.80;15.80;-10.10;-0.50;27643.00;29529.00;27000.00;0.30;643.00;0.10;2529.00;0.40;-1886.00;3172.00;4.50;17.70;-13.20;-0.60;22480.00;23076.00;21666.00;0.20;814.00;0.10;1410.00;0.20;-596.00;2224.00;7.10;12.40;-5.20;-0.30;;
;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Hombres;12522.00;13184.00;12118.00;0.40;404.00;0.10;1066.00;0.30;-662.00;1470.00;6.30;16.60;-10.30;-0.50;13380.00;14288.00;13059.00;0.30;321.00;0.10;1229.00;0.40;-908.00;1550.00;4.60;17.80;-13.10;-0.60;10965.00;11235.00;10560.00;0.20;405.00;0.10;675.00;0.20;-270.00;1080.00;7.30;12.20;-4.90;-0.30;;
;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Mujeres;13966.00;14672.00;13588.00;0.40;378.00;0.10;1084.00;0.30;-706.00;1462.00;5.30;15.10;-9.90;-0.50;14263.00;15241.00;13941.00;0.30;322.00;0.10;1300.00;0.40;-978.00;1622.00;4.40;17.60;-13.30;-0.60;11515.00;11841.00;11106.00;0.20;409.00;0.10;735.00;0.20;-326.00;1144.00;7.00;12.60;-5.60;-0.30;;
;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;9071.00;10266.00;8811.00;0.10;260.00;0.00;1455.00;0.20;-1195.00;1715.00;5.40;30.10;-24.70;-0.70;11076.00;11561.00;10765.00;0.10;311.00;0.00;796.00;0.10;-485.00;1107.00;5.50;14.10;-8.60;-0.40;14213.00;14329.00;13819.00;0.20;394.00;0.10;510.00;0.10;-116.00;904.00;5.50;7.10;-1.60;-0.10;;
;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Hombres;4408.00;4996.00;4267.00;0.10;141.00;0.00;729.00;0.20;-588.00;870.00;6.00;31.00;-25.00;-0.70;5597.00;5782.00;5426.00;0.10;171.00;0.00;356.00;0.10;-185.00;527.00;6.00;12.50;-6.50;-0.40;7370.00;7411.00;7179.00;0.20;191.00;0.10;232.00;0.10;-41.00;423.00;5.20;6.30;-1.10;-0.10;;
;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Mujeres;4663.00;5270.00;4544.00;0.10;119.00;0.00;726.00;0.20;-607.00;845.00;4.80;29.20;-24.40;-0.70;5479.00;5779.00;5339.00;0.10;140.00;0.00;440.00;0.10;-300.00;580.00;5.00;15.60;-10.70;-0.50;6843.00;6918.00;6640.00;0.10;203.00;0.10;278.00;0.10;-75.00;481.00;5.90;8.10;-2.20;-0.20;;
;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;9790.00;9533.00;9496.00;0.20;294.00;0.00;37.00;0.00;257.00;331.00;6.10;0.80;5.30;0.80;13669.00;14098.00;13411.00;0.20;258.00;0.00;687.00;0.10;-429.00;945.00;3.70;9.90;-6.20;-0.50;11996.00;12087.00;11486.00;0.10;510.00;0.10;601.00;0.10;-91.00;1111.00;8.50;10.00;-1.50;-0.10;;
;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Hombres;4549.00;4432.00;4414.00;0.10;135.00;0.00;18.00;0.00;117.00;153.00;6.00;0.80;5.20;0.80;6728.00;6920.00;6592.00;0.20;136.00;0.00;328.00;0.10;-192.00;464.00;4.00;9.60;-5.60;-0.40;5891.00;5945.00;5662.00;0.10;229.00;0.10;283.00;0.10;-54.00;512.00;7.70;9.60;-1.80;-0.10;;
;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Mujeres;5241.00;5101.00;5082.00;0.20;159.00;0.00;19.00;0.00;140.00;178.00;6.10;0.70;5.40;0.80;6941.00;7178.00;6819.00;0.20;122.00;0.00;359.00;0.10;-237.00;481.00;3.50;10.20;-6.70;-0.50;6105.00;6142.00;5824.00;0.10;281.00;0.10;318.00;0.10;-37.00;599.00;9.20;10.40;-1.20;-0.10;;
;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;10685.00;11687.00;10035.00;0.20;650.00;0.10;1652.00;0.20;-1002.00;2302.00;11.60;29.50;-17.90;-0.40;9928.00;11078.00;9290.00;0.10;638.00;0.10;1788.00;0.30;-1150.00;2426.00;12.10;34.00;-21.90;-0.50;8115.00;8267.00;7543.00;0.10;572.00;0.10;724.00;0.10;-152.00;1296.00;14.00;17.70;-3.70;-0.10;;
;95;Provincia;Chuquisaca;Belisario Boeto;;Hombres;5405.00;5846.00;5077.00;0.20;328.00;0.10;769.00;0.20;-441.00;1097.00;11.70;27.30;-15.70;-0.40;5048.00;5651.00;4736.00;0.10;312.00;0.10;915.00;0.30;-603.00;1227.00;11.70;34.20;-22.50;-0.50;4178.00;4257.00;3882.00;0.10;296.00;0.10;375.00;0.10;-79.00;671.00;14.00;17.80;-3.70;-0.10;;
;96;Provincia;Chuquisaca;Belisario Boeto;;Mujeres;5280.00;5841.00;4958.00;0.20;322.00;0.10;883.00;0.30;-561.00;1205.00;11.60;31.80;-20.20;-0.50;4880.00;5427.00;4554.00;0.10;326.00;0.10;873.00;0.30;-547.00;1199.00;12.70;33.90;-21.20;-0.50;3937.00;4010.00;3661.00;0.10;276.00;0.10;349.00;0.10;-73.00;625.00;13.90;17.60;-3.70;-0.10;;
;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;10642.00;11565.00;10023.00;0.20;619.00;0.10;1542.00;0.20;-923.00;2161.00;11.10;27.80;-16.60;-0.40;9928.00;11078.00;9290.00;0.10;638.00;0.10;1788.00;0.30;-1150.00;2426.00;12.10;34.00;-21.90;-0.50;8115.00;8267.00;7543.00;0.10;572.00;0.10;724.00;0.10;-152.00;1296.00;14.00;17.70;-3.70;-0.10;;
;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Hombres;5379.00;5781.00;5069.00;0.20;310.00;0.10;712.00;0.20;-402.00;1022.00;11.10;25.50;-14.40;-0.40;5048.00;5651.00;4736.00;0.10;312.00;0.10;915.00;0.30;-603.00;1227.00;11.70;34.20;-22.50;-0.50;4178.00;4257.00;3882.00;0.10;296.00;0.10;375.00;0.10;-79.00;671.00;14.00;17.80;-3.70;-0.10;;
;99;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Mujeres;5263.00;5784.00;4954.00;0.20;309.00;0.10;830.00;0.20;-521.00;1139.00;11.20;30.10;-18.90;-0.50;4880.00;5427.00;4554.00;0.10;326.00;0.10;873.00;0.30;-547.00;1199.00;12.70;33.90;-21.20;-0.50;3937.00;4010.00;3661.00;0.10;276.00;0.10;349.00;0.10;-73.00;625.00;13.90;17.60;-3.70;-0.10;;
;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;20582.00;21990.00;19501.00;0.30;1081.00;0.20;2489.00;0.40;-1408.00;3570.00;10.20;23.40;-13.20;-0.40;21647.00;22075.00;20417.00;0.20;1230.00;0.20;1658.00;0.30;-428.00;2888.00;11.30;15.20;-3.90;-0.10;21502.00;21389.00;20401.00;0.20;1101.00;0.20;988.00;0.20;113.00;2089.00;10.30;9.20;1.10;0.10;;
;101;Provincia;Chuquisaca;Sud Cinti;;Hombres;9888.00;10562.00;9311.00;0.30;577.00;0.20;1251.00;0.30;-674.00;1828.00;11.30;24.50;-13.20;-0.40;10620.00;10788.00;9977.00;0.20;643.00;0.20;811.00;0.30;-168.00;1454.00;12.00;15.20;-3.10;-0.10;10682.00;10623.00;10151.00;0.20;531.00;0.20;472.00;0.20;59.00;1003.00;10.00;8.90;1.10;0.10;;
;102;Provincia;Chuquisaca;Sud Cinti;;Mujeres;10694.00;11428.00;10190.00;0.30;504.00;0.10;1238.00;0.40;-734.00;1742.00;9.10;22.40;-13.30;-0.40;11027.00;11287.00;10440.00;0.30;587.00;0.20;847.00;0.30;-260.00;1434.00;10.50;15.20;-4.70;-0.20;10820.00;10766.00;10250.00;0.20;570.00;0.20;516.00;0.20;54.00;1086.00;10.60;9.60;1.00;0.00;;
;103;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;2686.00;2785.00;2482.00;0.00;204.00;0.00;303.00;0.00;-99.00;507.00;14.90;22.20;-7.20;-0.20;2831.00;2720.00;2507.00;0.00;324.00;0.00;213.00;0.00;111.00;537.00;23.30;15.30;8.00;0.20;4484.00;4289.00;4169.00;0.00;315.00;0.00;120.00;0.00;195.00;435.00;14.40;5.50;8.90;0.40;;
;104;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Hombres;1301.00;1331.00;1200.00;0.00;101.00;0.00;131.00;0.00;-30.00;232.00;15.30;19.90;-4.60;-0.10;1398.00;1340.00;1230.00;0.00;168.00;0.00;110.00;0.00;58.00;278.00;24.50;16.10;8.50;0.20;2244.00;2145.00;2095.00;0.00;149.00;0.00;50.00;0.00;99.00;199.00;13.60;4.60;9.00;0.50;;
;105;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Mujeres;1385.00;1454.00;1282.00;0.00;103.00;0.00;172.00;0.00;-69.00;275.00;14.50;24.20;-9.70;-0.30;1433.00;1380.00;1277.00;0.00;156.00;0.00;103.00;0.00;53.00;259.00;22.20;14.60;7.50;0.20;2240.00;2144.00;2074.00;0.00;166.00;0.10;70.00;0.00;96.00;236.00;15.10;6.40;8.80;0.40;;
;106;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Culpina;14766.00;15756.00;14222.00;0.20;544.00;0.10;1534.00;0.20;-990.00;2078.00;7.10;20.10;-13.00;-0.50;15271.00;15955.00;14703.00;0.20;568.00;0.10;1252.00;0.20;-684.00;1820.00;7.30;16.00;-8.80;-0.40;12628.00;12970.00;12167.00;0.10;461.00;0.10;803.00;0.10;-342.00;1264.00;7.20;12.50;-5.30;-0.30;;
;107;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Hombres;6990.00;7471.00;6696.00;0.20;294.00;0.10;775.00;0.20;-481.00;1069.00;8.10;21.40;-13.30;-0.40;7396.00;7718.00;7119.00;0.20;277.00;0.10;599.00;0.20;-322.00;876.00;7.30;15.90;-8.50;-0.40;6188.00;6367.00;5980.00;0.10;208.00;0.10;387.00;0.10;-179.00;595.00;6.60;12.30;-5.70;-0.30;;
;108;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Mujeres;7776.00;8285.00;7526.00;0.20;250.00;0.10;759.00;0.20;-509.00;1009.00;6.20;18.90;-12.70;-0.50;7875.00;8237.00;7584.00;0.20;291.00;0.10;653.00;0.20;-362.00;944.00;7.20;16.20;-9.00;-0.40;6440.00;6603.00;6187.00;0.10;253.00;0.10;416.00;0.10;-163.00;669.00;7.80;12.80;-5.00;-0.20;;
;109;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;2999.00;3087.00;2694.00;0.00;305.00;0.00;393.00;0.10;-88.00;698.00;20.00;25.80;-5.80;-0.10;3545.00;3400.00;3163.00;0.00;382.00;0.10;237.00;0.00;145.00;619.00;22.00;13.70;8.40;0.20;4390.00;4130.00;4045.00;0.00;345.00;0.10;85.00;0.00;260.00;430.00;16.20;4.00;12.20;0.60;;
;110;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Hombres;1518.00;1563.00;1358.00;0.00;160.00;0.00;205.00;0.10;-45.00;365.00;20.80;26.60;-5.80;-0.10;1826.00;1730.00;1603.00;0.00;223.00;0.10;127.00;0.00;96.00;350.00;25.10;14.30;10.80;0.30;2250.00;2111.00;2068.00;0.00;182.00;0.10;43.00;0.00;139.00;225.00;16.70;3.90;12.70;0.60;;
;111;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Mujeres;1481.00;1524.00;1336.00;0.00;145.00;0.00;188.00;0.10;-43.00;333.00;19.30;25.00;-5.70;-0.10;1719.00;1670.00;1560.00;0.00;159.00;0.10;110.00;0.00;49.00;269.00;18.80;13.00;5.80;0.20;2140.00;2019.00;1977.00;0.00;163.00;0.10;42.00;0.00;121.00;205.00;15.70;4.00;11.60;0.60;;
;112;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;17128.00;17791.00;15411.00;0.20;1717.00;0.20;2380.00;0.30;-663.00;4097.00;19.70;27.30;-7.60;-0.20;16733.00;16228.00;14784.00;0.20;1949.00;0.30;1444.00;0.20;505.00;3393.00;23.70;17.50;6.10;0.10;20472.00;20640.00;19352.00;0.20;1120.00;0.20;1288.00;0.20;-168.00;2408.00;10.90;12.50;-1.60;-0.10;;
;113;Provincia;Chuquisaca;Luis Calvo;;Hombres;9212.00;9439.00;8254.00;0.30;958.00;0.30;1185.00;0.30;-227.00;2143.00;20.50;25.40;-4.90;-0.10;8933.00;8495.00;7796.00;0.20;1137.00;0.40;699.00;0.20;438.00;1836.00;26.10;16.00;10.10;0.20;11182.00;11178.00;10493.00;0.20;689.00;0.20;685.00;0.20;4.00;1374.00;12.30;12.30;0.10;0.00;;
;114;Provincia;Chuquisaca;Luis Calvo;;Mujeres;7916.00;8352.00;7157.00;0.20;759.00;0.20;1195.00;0.30;-436.00;1954.00;18.70;29.40;-10.70;-0.20;7800.00;7733.00;6988.00;0.20;812.00;0.30;745.00;0.30;67.00;1557.00;20.90;19.20;1.70;0.00;9290.00;9462.00;8859.00;0.20;431.00;0.20;603.00;0.20;-172.00;1034.00;9.20;12.90;-3.70;-0.20;;
;115;Municipio/TIOC;Chuquisaca;Luis Calvo;Muyupampa;Muyupampa;8873.00;9148.00;8001.00;0.10;872.00;0.10;1147.00;0.20;-275.00;2019.00;19.40;25.50;-6.10;-0.10;8282.00;8127.00;7320.00;0.10;962.00;0.10;807.00;0.10;155.00;1769.00;23.50;19.70;3.80;0.10;12174.00;12696.00;12082.00;0.10;92.00;0.00;614.00;0.10;-522.00;706.00;1.50;9.90;-8.40;-0.70;;
