cuadro;pregunta;fuente;nivel;departamento;provincia;municipio;sexo;total;afroboliviano;araona;aymara;ayoreo;baure;canichana;cavinenho;cayubaba;chacobo;charka_qhara_qhara;chichas;chiquitano;chuwi;ese_ejja;guarani;guarasu_we;gwarayu;itonama;jacha_carangas;jalq_a;joaquiniano;kallawaya;killacas;leco;lipez;lupaca;machineri;maropa;mojenho;mojeno_ignaciano;mojenho_trinitario;more;moseten;movima;pacahuara;pakajaqi;paunaca;puquina;quechua;qullas;raqaypampa;siriono;sora;tacana;tapiete;toromona;tsimane_;uru-chipaya;weenhayek;yaminawa;yampara;yuqui;yurakare;quechua_-_aymara;Mas_de_una_descripcion;Otras_declaraciones;Otros_pueblos_indigenas_extranjeros
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2373;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Los Andes;Batallas;Hombres;8,401;3;0;7,435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;939;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2374;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Los Andes;Batallas;Mujeres;9,196;2;0;8,139;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1,015;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2375;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Los Andes;puerto pérez;puerto pérez;7,192;8;0;6,604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2376;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Los Andes;puerto pérez;Hombres;3,504;2;0;3,241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2377;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Los Andes;puerto pérez;Mujeres;3,688;6;0;3,363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2378;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; La paz;Aroma;;Aroma;91,749;106;0;75,964;1;0;0;0;0;0;0;1;1;0;0;22;0;2;0;1;0;0;0;0;4;0;0;0;0;2;0;1;0;3;2;0;18;0;0;612;0;0;0;0;6;0;0;3;2;0;0;0;0;0;25;1;14,971;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2379;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; La paz;Aroma;;Hombres;46,413;57;0;38,282;1;0;0;0;0;0;0;0;1;0;0;11;0;1;0;1;0;0;0;0;3;0;0;0;0;1;0;1;0;3;1;0;10;0;0;239;0;0;0;0;3;0;0;2;1;0;0;0;0;0;11;1;7,783;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2380;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; La paz;Aroma;;Mujeres;45,336;49;0;37,682;0;0;0;0;0;0;0;1;0;0;0;11;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;8;0;0;373;0;0;0;0;3;0;0;1;1;0;0;0;0;0;14;0;7,188;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2381;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Sicasica;Sicasica;28,310;23;0;24,868;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;3,145;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2382;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Sicasica;Hombres;14,540;12;0;12,745;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1,679;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2383;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Sicasica;Mujeres;13,770;11;0;12,123;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1,466;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2384;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Umala;Umala;7,699;6;0;4,853;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;2,792;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2385;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Umala;Hombres;3,938;2;0;2,460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1,457;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2386;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Umala;Mujeres;3,761;4;0;2,393;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1,335;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2387;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Ayo Ayo;Ayo Ayo;9,390;22;0;7,473;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1,859;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2388;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Ayo Ayo;Hombres;4,791;11;0;3,780;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;982;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2389;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Ayo Ayo;Mujeres;4,599;11;0;3,693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;877;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2390;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Calamarca;Calamarca;12,798;21;0;10,103;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2,618;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2391;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Calamarca;Hombres;6,467;12;0;5,089;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1,344;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2392;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Calamarca;Mujeres;6,331;9;0;5,014;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1,274;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2393;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;patacamaya;patacamaya;19,100;18;0;16,410;1;0;0;0;0;0;0;1;0;0;0;5;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;3;2;0;3;0;0;200;0;0;0;0;5;0;0;3;0;0;0;0;0;0;5;1;2,439;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2394;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;patacamaya;Hombres;9,488;12;0;8,112;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;3;1;0;2;0;0;90;0;0;0;0;2;0;0;2;0;0;0;0;0;0;2;1;1,254;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2395;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;patacamaya;Mujeres;9,612;6;0;8,298;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;110;0;0;0;0;3;0;0;1;0;0;0;0;0;0;3;0;1,185;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2396;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Colquencha;Colquencha;10,712;12;0;9,079;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1,585;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2397;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Colquencha;Hombres;5,378;7;0;4,554;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;809;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2398;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Colquencha;Mujeres;5,334;5;0;4,525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;776;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2399;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Collana;Collana;3,740;4;0;3,178;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2400;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Collana;Hombres;1,811;1;0;1,542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;258;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2401;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Aroma;Collana;Mujeres;1,929;3;0;1,636;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2402;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; La paz;Nor Yungas;;Nor Yungas;35,048;1,523;1;25,795;0;0;0;0;0;0;1;2;4;0;0;45;0;2;0;0;0;0;2;0;42;0;0;0;1;4;0;1;0;4;0;0;2;0;0;1,211;0;0;0;0;6;0;0;10;0;1;0;0;0;0;38;9;6,344;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2403;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; La paz;Nor Yungas;;Hombres;17,894;741;1;13,204;0;0;0;0;0;0;1;1;3;0;0;29;0;1;0;0;0;0;1;0;18;0;0;0;0;2;0;0;0;2;0;0;1;0;0;607;0;0;0;0;3;0;0;10;0;1;0;0;0;0;28;4;3,236;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2404;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; La paz;Nor Yungas;;Mujeres;17,154;782;0;12,591;0;0;0;0;0;0;0;1;1;0;0;16;0;1;0;0;0;0;1;0;24;0;0;0;1;2;0;1;0;2;0;0;1;0;0;604;0;0;0;0;3;0;0;0;0;0;0;0;0;0;10;5;3,108;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2405;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Nor Yungas;Coroico;Coroico;18,355;943;1;13,450;0;0;0;0;0;0;1;1;2;0;0;27;0;2;0;0;0;0;0;0;28;0;0;0;1;1;0;1;0;2;0;0;2;0;0;758;0;0;0;0;3;0;0;7;0;1;0;0;0;0;22;7;3,095;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 2406;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; La paz;Nor Yungas;Coroico;Hombres;9,394;469;1;6,879;0;0;0;0;0;0;1;1;1;0;0;21;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;384;0;0;0;0;0;0;0;7;0;1;0;0;0;0;15;3;1,599;0
