cuadro;pregunta;no.;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_de_alfabetismo_total;2001_tasa_de_alfabetismo_hombres;2001_tasa_de_alfabetismo_mujeres;2001_brecha_hombres-mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_de_alfabetismo_total;2012_tasa_de_alfabetismo_hombres;2012_tasa_de_alfabetismo_mujeres;2012_brecha_hombres-mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_de_alfabetismo_total;2024_tasa_de_alfabetismo_hombres;2024_tasa_de_alfabetismo_mujeres;2024_brecha_hombres-mujeres
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2070;tasa de alfabetismo;47;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;15 a 24 ;52,451;25,229;27,222;97.6;98.8;96.5;2.4;61,785;29,860;31,925;99.5;99.6;99.4;0.2;60,535;29,964;30,571;99.7;99.7;99.7;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2071;tasa de alfabetismo;48;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;25 a 39 ;40,973;19,125;21,848;92.9;96.8;89.5;7.3;56,837;27,047;29,790;97.8;99.0;96.8;2.3;73,184;35,275;37,909;99.1;99.5;98.7;0.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2072;tasa de alfabetismo;49;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;40 a 59 ;28,968;13,263;15,705;79.4;88.2;71.9;16.3;39,329;17,723;21,606;92.9;96.9;89.6;7.3;55,785;25,496;30,289;95.4;98.4;92.9;5.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2073;tasa de alfabetismo;50;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más ;14,260;5,937;8,323;55.2;66.8;46.9;19.8;21,780;9,136;12,644;76.9;85.7;70.5;15.3;30,649;13,052;17,597;80.0;90.2;72.5;17.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2074;tasa de alfabetismo;51;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Urbana;125,009;57,833;67,176;90.6;95.3;86.7;8.6;165,030;76,475;88,555;95.8;98.1;93.8;4.2;205,180;96,225;108,955;96.3;98.5;94.4;4.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2075;tasa de alfabetismo;52;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;15 a 24 ;49,483;23,688;25,795;97.9;99.0;96.8;2.2;58,102;27,950;30,152;99.6;99.7;99.5;0.2;57,509;28,396;29,113;99.7;99.7;99.7;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2076;tasa de alfabetismo;53;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;25 a 39 ;37,876;17,572;20,304;94.1;97.6;91.1;6.5;53,012;25,122;27,890;98.0;99.2;97.0;2.2;69,221;33,199;36,022;99.1;99.5;98.8;0.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2077;tasa de alfabetismo;54;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;40 a 59 ;25,541;11,608;13,933;84.5;92.2;78.2;14.0;35,076;15,622;19,454;94.0;97.5;91.3;6.2;51,151;23,151;28,000;95.8;98.6;93.5;5.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2078;tasa de alfabetismo;55;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más ;12,109;4,965;7,144;63.2;76.6;53.9;22.7;18,840;7,781;11,059;81.2;90.0;75.0;14.9;27,299;11,479;15,820;83.0;92.3;76.3;16.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2079;tasa de alfabetismo;56;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Rural;11,643;5,721;5,922;58.4;70.0;47.1;22.9;14,701;7,291;7,410;83.3;89.5;77.2;12.2;14,973;7,562;7,411;86.8;93.2;80.2;13.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2080;tasa de alfabetismo;57;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;15 a 24 ;2,968;1,541;1,427;93.4;96.2;90.5;5.7;3,683;1,910;1,773;98.2;98.6;97.9;0.7;3,026;1,568;1,458;99.4;99.6;99.3;0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2081;tasa de alfabetismo;58;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;25 a 39 ;3,097;1,553;1,544;77.8;87.8;67.8;20.0;3,825;1,925;1,900;95.6;97.4;93.7;3.6;3,963;2,076;1,887;98.1;98.8;97.3;1.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2082;tasa de alfabetismo;59;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;40 a 59 ;3,427;1,655;1,772;40.9;60.5;22.6;37.9;4,253;2,101;2,152;83.1;92.1;74.3;17.8;4,634;2,345;2,289;91.3;96.4;86.1;10.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2083;tasa de alfabetismo;60;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o más ;2,151;972;1,179;9.8;16.4;4.3;12.0;2,940;1,355;1,585;49.0;61.5;38.4;23.1;3,350;1,573;1,777;55.7;74.8;38.7;36.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2084;tasa de alfabetismo;61;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Yotala;5,269;2,530;2,739;65.9;77.4;55.3;22.2;6,398;3,135;3,263;87.3;93.4;81.6;11.8;6,842;3,388;3,454;89.5;95.2;83.9;11.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2085;tasa de alfabetismo;62;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;15 a 24 ;1,453;773;680;96.8;98.2;95.1;3.0;1,764;948;816;99.5;99.5;99.5;0.0;1,493;760;733;99.3;99.5;99.2;0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2086;tasa de alfabetismo;63;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;25 a 39 ;1,358;636;722;87.3;94.5;80.9;13.6;1,607;790;817;97.3;98.6;96.1;2.5;1,883;941;942;98.5;98.9;98.0;1.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2087;tasa de alfabetismo;64;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;40 a 59 ;1,491;701;790;50.8;73.6;30.6;43.0;1,746;850;896;86.6;94.9;78.7;16.3;1,899;963;936;94.1;97.1;91.0;6.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2088;tasa de alfabetismo;65;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más ;967;420;547;12.8;19.8;7.5;12.3;1,281;547;734;59.1;72.8;48.9;23.9;1,567;724;843;63.9;83.6;47.1;36.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2089;tasa de alfabetismo;66;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2090;tasa de alfabetismo;67;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;15 a 24 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2091;tasa de alfabetismo;68;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;25 a 39 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2092;tasa de alfabetismo;69;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;40 a 59 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2093;tasa de alfabetismo;70;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2094;tasa de alfabetismo;71;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Rural;5,269;2,530;2,739;65.9;77.4;55.3;22.2;6,398;3,135;3,263;87.3;93.4;81.6;11.8;6,842;3,388;3,454;89.5;95.2;83.9;11.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2095;tasa de alfabetismo;72;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;15 a 24 ;1,453;773;680;96.8;98.2;95.1;3.0;1,764;948;816;99.5;99.5;99.5;0.0;1,493;760;733;99.3;99.5;99.2;0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2096;tasa de alfabetismo;73;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;25 a 39 ;1,358;636;722;87.3;94.5;80.9;13.6;1,607;790;817;97.3;98.6;96.1;2.5;1,883;941;942;98.5;98.9;98.0;1.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2097;tasa de alfabetismo;74;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;40 a 59 ;1,491;701;790;50.8;73.6;30.6;43.0;1,746;850;896;86.6;94.9;78.7;16.3;1,899;963;936;94.1;97.1;91.0;6.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2098;tasa de alfabetismo;75;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o más ;967;420;547;12.8;19.8;7.5;12.3;1,281;547;734;59.1;72.8;48.9;23.9;1,567;724;843;63.9;83.6;47.1;36.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2099;tasa de alfabetismo;76;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;9,545;4,696;4,849;50.5;63.5;38.0;25.5;9,826;4,921;4,905;78.5;85.9;71.0;14.9;9,166;4,685;4,481;81.7;89.6;73.3;16.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2100;tasa de alfabetismo;77;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;15 a 24 ;2,395;1,161;1,234;84.0;92.0;76.5;15.5;2,211;1,155;1,056;96.8;98.2;95.4;2.8;2,180;1,103;1,077;99.2;99.5;99.0;0.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2101;tasa de alfabetismo;78;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;25 a 39 ;2,569;1,257;1,312;68.0;83.3;53.3;30.0;2,657;1,316;1,341;89.3;93.5;85.3;8.2;2,056;1,092;964;95.6;97.3;93.8;3.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2102;tasa de alfabetismo;79;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;40 a 59 ;2,750;1,379;1,371;32.9;52.8;12.9;39.9;2,914;1,473;1,441;77.5;88.6;66.2;22.4;2,675;1,363;1,312;84.1;92.0;75.9;16.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2103;tasa de alfabetismo;80;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más ;1,831;899;932;8.7;15.2;2.4;12.9;2,044;977;1,067;45.8;57.1;35.5;21.6;2,255;1,127;1,128;49.0;69.7;28.4;41.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2104;tasa de alfabetismo;81;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2105;tasa de alfabetismo;82;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;15 a 24 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2106;tasa de alfabetismo;83;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;25 a 39 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2107;tasa de alfabetismo;84;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;40 a 59 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2108;tasa de alfabetismo;85;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2109;tasa de alfabetismo;86;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Rural;9,545;4,696;4,849;50.5;63.5;38.0;25.5;9,826;4,921;4,905;78.5;85.9;71.0;14.9;9,166;4,685;4,481;81.7;89.6;73.3;16.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2110;tasa de alfabetismo;87;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;15 a 24 ;2,395;1,161;1,234;84.0;92.0;76.5;15.5;2,211;1,155;1,056;96.8;98.2;95.4;2.8;2,180;1,103;1,077;99.2;99.5;99.0;0.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2111;tasa de alfabetismo;88;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;25 a 39 ;2,569;1,257;1,312;68.0;83.3;53.3;30.0;2,657;1,316;1,341;89.3;93.5;85.3;8.2;2,056;1,092;964;95.6;97.3;93.8;3.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2112;tasa de alfabetismo;89;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;40 a 59 ;2,750;1,379;1,371;32.9;52.8;12.9;39.9;2,914;1,473;1,441;77.5;88.6;66.2;22.4;2,675;1,363;1,312;84.1;92.0;75.9;16.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2113;tasa de alfabetismo;90;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o más ;1,831;899;932;8.7;15.2;2.4;12.9;2,044;977;1,067;45.8;57.1;35.5;21.6;2,255;1,127;1,128;49.0;69.7;28.4;41.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2114;tasa de alfabetismo;91;Provincia;Chuquisaca;Azurduy;;Azurduy;14,119;6,843;7,276;50.6;65.7;36.4;29.3;14,588;7,343;7,245;75.6;85.2;65.8;19.4;16,849;8,313;8,536;79.3;85.7;73.0;12.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2115;tasa de alfabetismo;92;Provincia;Chuquisaca;Azurduy;;15 a 24 ;3,922;1,944;1,978;79.6;89.8;69.7;20.1;3,602;1,924;1,678;97.4;97.7;97.0;0.8;4,203;2,001;2,202;98.6;98.6;98.6;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2116;tasa de alfabetismo;93;Provincia;Chuquisaca;Azurduy;;25 a 39 ;3,868;1,805;2,063;57.4;76.3;40.9;35.4;3,844;1,941;1,903;87.2;94.0;80.2;13.7;4,455;2,203;2,252;95.9;97.2;94.6;2.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2117;tasa de alfabetismo;94;Provincia;Chuquisaca;Azurduy;;40 a 59 ;3,653;1,805;1,848;37.2;56.6;18.2;38.4;4,006;2,000;2,006;69.1;83.5;54.8;28.6;4,576;2,331;2,245;75.7;85.8;65.3;20.5
