cuadro;no;nivel;departamento;provincio;municipio_tioc;area;2001_total_poblacion;2001_total_hombres;2001_total_mujeres;2001_ninguno_total;2001_ninguno_hombres;2001_ninguno_mujeres;2001_primaria_total;2001_primaria_hombres;2001_primaria_mujeres;2001_secundaria_total;2001_secundaria_hombres;2001_secundaria_mujeres;2001_superior_total;2001_superior_hombres;2001_superior_mujeres;2001_otros_total;2001_otros_hombres;2001_otros_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_ninguno_total;2012_ninguno_hombres;2012_ninguno_mujeres;2012_primaria_total;2012_primaria_hombres;2012_primaria_mujeres;2012_secundaria_total;2012_secundaria_hombres;2012_secundaria_mujeres;2012_superior_total;2012_superior_hombres;2012_superior_mujeres;2012_otros_total;2012_otros_hombres;2012_otros_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_ninguno_total;2024_ninguno_hombres;2024_ninguno_mujeres;2024_primaria_total;2024_primaria_hombres;2024_primaria_mujeres;2024_secundaria_total;2024_secundaria_hombres;2024_secundaria_mujeres;2024_superior_total;2024_superior_hombres;2024_superior_mujeres
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2060;37;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;Mojocoya;3,643;1,774;1,869;1,301;414;887;1,830;1,047;783;310;210;100;201;103;98;1;0;1;4,323;2,098;2,225;1,111;374;737;1,865;999;866;922;485;437;409;231;178;16;9;7;5,856;2,922;2,934;708;192;516;2,058;1,086;972;2,053;1,127;926;1,037;517;520
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2061;38;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,672;783;889;165;28;137;520;237;283;559;319;240;428;199;229
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2062;39;Municipio/TIOC;Chuquisaca;Zud ¤ez;Mojocoya;Rural;3,643;1,774;1,869;1,301;414;887;1,830;1,047;783;310;210;100;201;103;98;1;0;1;4,323;2,098;2,225;1,111;374;737;1,865;999;866;922;485;437;409;231;178;16;9;7;4,184;2,139;2,045;543;164;379;1,538;849;689;1,494;808;686;609;318;291
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2063;40;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;Icla;3,683;1,715;1,968;2,036;709;1,327;1,390;857;533;138;89;49;116;58;58;3;2;1;4,050;1,989;2,061;1,466;500;966;1,628;948;680;683;392;291;270;148;122;3;1;2;5,959;3,025;2,934;1,223;346;877;2,156;1,254;902;2,023;1,144;879;557;281;276
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2064;41;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2065;42;Municipio/TIOC;Chuquisaca;Zud ¤ez;Icla;Rural;3,683;1,715;1,968;2,036;709;1,327;1,390;857;533;138;89;49;116;58;58;3;2;1;4,050;1,989;2,061;1,466;500;966;1,628;948;680;683;392;291;270;148;122;3;1;2;5,959;3,025;2,934;1,223;346;877;2,156;1,254;902;2,023;1,144;879;557;281;276
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2066;43;Provincia;Chuquisaca;Tomina;;Tomina;17,284;8,558;8,726;7,116;2,539;4,577;8,210;4,936;3,274;1,047;618;429;884;456;428;27;9;18;20,418;10,357;10,061;4,758;1,575;3,183;9,257;5,414;3,843;3,922;2,104;1,818;2,433;1,243;1,190;48;21;27;22,688;11,473;11,215;3,378;1,012;2,366;9,114;5,117;3,997;5,639;3,189;2,450;4,557;2,155;2,402
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2067;44;Provincia;Chuquisaca;Tomina;;Urbana;1,344;598;746;223;58;165;534;252;282;279;138;141;298;148;150;10;2;8;3,143;1,446;1,697;410;93;317;1,021;479;542;822;435;387;875;431;444;15;8;7;4,097;1,952;2,145;306;75;231;1,159;573;586;1,073;568;505;1,559;736;823
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2068;45;Provincia;Chuquisaca;Tomina;;Rural;15,940;7,960;7,980;6,893;2,481;4,412;7,676;4,684;2,992;768;480;288;586;308;278;17;7;10;17,275;8,911;8,364;4,348;1,482;2,866;8,236;4,935;3,301;3,100;1,669;1,431;1,558;812;746;33;13;20;18,591;9,521;9,070;3,072;937;2,135;7,955;4,544;3,411;4,566;2,621;1,945;2,998;1,419;1,579
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2069;46;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Padilla;5,942;2,957;2,985;1,856;633;1,223;3,266;1,888;1,378;427;237;190;380;197;183;13;2;11;6,080;3,101;2,979;1,100;368;732;3,144;1,779;1,365;1,045;547;498;780;403;377;11;4;7;6,296;3,217;3,079;657;205;452;2,829;1,568;1,261;1,324;756;568;1,486;688;798
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2070;47;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Urbana;1,344;598;746;223;58;165;534;252;282;279;138;141;298;148;150;10;2;8;1,933;895;1,038;200;44;156;663;306;357;488;246;242;578;298;280;4;1;3;2,824;1,345;1,479;186;49;137;824;410;414;667;362;305;1,147;524;623
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2071;48;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Rural;4,598;2,359;2,239;1,633;575;1,058;2,732;1,636;1,096;148;99;49;82;49;33;3;0;3;4,147;2,206;1,941;900;324;576;2,481;1,473;1,008;557;301;256;202;105;97;7;3;4;3,472;1,872;1,600;471;156;315;2,005;1,158;847;657;394;263;339;164;175
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2072;49;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Tomina;4,170;2,078;2,092;1,955;722;1,233;1,911;1,170;741;162;109;53;138;76;62;4;1;3;4,717;2,382;2,335;1,248;410;838;2,261;1,342;919;807;417;390;394;209;185;7;4;3;5,499;2,783;2,716;893;254;639;2,429;1,344;1,085;1,322;762;560;855;423;432
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2073;50;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,273;607;666;120;26;94;335;163;172;406;206;200;412;212;200
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2074;51;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;4,170;2,078;2,092;1,955;722;1,233;1,911;1,170;741;162;109;53;138;76;62;4;1;3;4,717;2,382;2,335;1,248;410;838;2,261;1,342;919;807;417;390;394;209;185;7;4;3;4,226;2,176;2,050;773;228;545;2,094;1,181;913;916;556;360;443;211;232
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2075;52;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;3,333;1,611;1,722;1,862;734;1,128;1,214;741;473;124;75;49;131;60;71;2;1;1;4,020;2,007;2,013;1,272;445;827;1,652;983;669;701;396;305;384;176;208;11;7;4;4,496;2,244;2,252;1,017;317;700;1,897;1,075;822;969;552;417;613;300;313
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2076;53;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;;;;;;;;;;;;;;;;;;;1,210;551;659;210;49;161;358;173;185;334;189;145;297;133;164;11;7;4;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2077;54;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;3,333;1,611;1,722;1,862;734;1,128;1,214;741;473;124;75;49;131;60;71;2;1;1;2,810;1,456;1,354;1,062;396;666;1,294;810;484;367;207;160;87;43;44;0;0;0;4,496;2,244;2,252;1,017;317;700;1,897;1,075;822;969;552;417;613;300;313
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Tomina;Alcal ;Alcal ;1,798;885;913;642;196;446;823;510;313;171;96;75;159;82;77;3;1;2;2,981;1,506;1,475;486;154;332;1,124;643;481;752;400;352;610;307;303;9;2;7;2,590;1,298;1,292;302;85;217;793;445;348;680;383;297;815;385;430
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Tomina;Alcal ;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcal ;Rural;1,798;885;913;642;196;446;823;510;313;171;96;75;159;82;77;3;1;2;2,981;1,506;1,475;486;154;332;1,124;643;481;752;400;352;610;307;303;9;2;7;2,590;1,298;1,292;302;85;217;793;445;348;680;383;297;815;385;430
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;2,041;1,027;1,014;801;254;547;996;627;369;163;101;62;76;41;35;5;4;1;2,620;1,361;1,259;652;198;454;1,076;667;409;617;344;273;265;148;117;10;4;6;3,807;1,931;1,876;509;151;358;1,166;685;481;1,344;736;608;788;359;429
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;2,041;1,027;1,014;801;254;547;996;627;369;163;101;62;76;41;35;5;4;1;2,620;1,361;1,259;652;198;454;1,076;667;409;617;344;273;265;148;117;10;4;6;3,807;1,931;1,876;509;151;358;1,166;685;481;1,344;736;608;788;359;429
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;16,976;8,831;8,145;5,189;1,946;3,243;7,897;4,704;3,193;2,729;1,534;1,195;1,092;615;477;69;32;37;18,383;9,477;8,906;3,188;1,123;2,065;7,576;4,320;3,256;4,892;2,629;2,263;2,676;1,374;1,302;51;31;20;20,447;10,535;9,912;2,369;862;1,507;6,531;3,594;2,937;6,278;3,540;2,738;5,269;2,539;2,730
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;3,399;1,592;1,807;438;114;324;1,128;547;581;1,130;557;573;662;355;307;41;19;22;6,471;3,121;3,350;579;149;430;1,948;995;953;2,169;1,094;1,075;1,742;864;878;33;19;14;8,343;4,039;4,304;503;149;354;1,807;904;903;2,610;1,423;1,187;3,423;1,563;1,860
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;13,577;7,239;6,338;4,751;1,832;2,919;6,769;4,157;2,612;1,599;977;622;430;260;170;28;13;15;11,912;6,356;5,556;2,609;974;1,635;5,628;3,325;2,303;2,723;1,535;1,188;934;510;424;18;12;6;12,104;6,496;5,608;1,866;713;1,153;4,724;2,690;2,034;3,668;2,117;1,551;1,846;976;870
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;12,445;6,445;6,000;3,509;1,248;2,261;5,914;3,529;2,385;2,039;1,122;917;926;520;406;57;26;31;13,771;7,040;6,731;2,263;766;1,497;5,639;3,247;2,392;3,645;1,907;1,738;2,184;1,097;1,087;40;23;17;15,958;8,160;7,798;1,673;592;1,081;5,030;2,752;2,278;4,774;2,689;2,085;4,481;2,127;2,354
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;3,399;1,592;1,807;438;114;324;1,128;547;581;1,130;557;573;662;355;307;41;19;22;6,471;3,121;3,350;579;149;430;1,948;995;953;2,169;1,094;1,075;1,742;864;878;33;19;14;8,343;4,039;4,304;503;149;354;1,807;904;903;2,610;1,423;1,187;3,423;1,563;1,860
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;9,046;4,853;4,193;3,071;1,134;1,937;4,786;2,982;1,804;909;565;344;264;165;99;16;7;9;7,300;3,919;3,381;1,684;617;1,067;3,691;2,252;1,439;1,476;813;663;442;233;209;7;4;3;7,615;4,121;3,494;1,170;443;727;3,223;1,848;1,375;2,164;1,266;898;1,058;564;494
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;4,531;2,386;2,145;1,680;698;982;1,983;1,175;808;690;412;278;166;95;71;12;6;6;4,612;2,437;2,175;925;357;568;1,937;1,073;864;1,247;722;525;492;277;215;11;8;3;4,489;2,375;2,114;696;270;426;1,501;842;659;1,504;851;653;788;412;376
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;4,531;2,386;2,145;1,680;698;982;1,983;1,175;808;690;412;278;166;95;71;12;6;6;4,612;2,437;2,175;925;357;568;1,937;1,073;864;1,247;722;525;492;277;215;11;8;3;4,489;2,375;2,114;696;270;426;1,501;842;659;1,504;851;653;788;412;376
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2093;70;Provincia;Chuquisaca;Yampar ez;;Yampar ez;14,023;6,345;7,678;7,556;2,645;4,911;5,523;3,155;2,368;508;342;166;424;195;229;12;8;4;15,037;7,267;7,770;4,976;1,669;3,307;6,613;3,775;2,838;2,377;1,289;1,088;1,050;523;527;21;11;10;14,614;7,201;7,413;3,458;1,042;2,416;6,072;3,311;2,761;3,488;2,043;1,445;1,596;805;791
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2094;71;Provincia;Chuquisaca;Yampar ez;;Urbana;1,186;489;697;486;121;365;459;242;217;112;70;42;128;55;73;1;1;0;1,606;687;919;472;131;341;618;307;311;292;147;145;221;100;121;3;2;1;1,819;830;989;384;101;283;678;326;352;414;237;177;343;166;177
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2095;72;Provincia;Chuquisaca;Yampar ez;;Rural;12,837;5,856;6,981;7,070;2,524;4,546;5,064;2,913;2,151;396;272;124;296;140;156;11;7;4;13,431;6,580;6,851;4,504;1,538;2,966;5,995;3,468;2,527;2,085;1,142;943;829;423;406;18;9;9;12,795;6,371;6,424;3,074;941;2,133;5,394;2,985;2,409;3,074;1,806;1,268;1,253;639;614
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yampar ez;Tarabuco;Tarabuco;9,118;4,137;4,981;5,271;1,880;3,391;3,275;1,940;1,335;273;177;96;291;134;157;8;6;2;9,044;4,326;4,718;3,324;1,161;2,163;3,796;2,195;1,601;1,311;659;652;603;306;297;10;5;5;8,728;4,270;4,458;2,425;781;1,644;3,436;1,916;1,520;1,908;1,083;825;959;490;469
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yampar ez;Tarabuco;Urbana;1,186;489;697;486;121;365;459;242;217;112;70;42;128;55;73;1;1;0;1,606;687;919;472;131;341;618;307;311;292;147;145;221;100;121;3;2;1;1,819;830;989;384;101;283;678;326;352;414;237;177;343;166;177
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yampar ez;Tarabuco;Rural;7,932;3,648;4,284;4,785;1,759;3,026;2,816;1,698;1,118;161;107;54;163;79;84;7;5;2;7,438;3,639;3,799;2,852;1,030;1,822;3,178;1,888;1,290;1,019;512;507;382;206;176;7;3;4;6,909;3,440;3,469;2,041;680;1,361;2,758;1,590;1,168;1,494;846;648;616;324;292
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yampar ez;Yampar ez;Yampar ez;4,905;2,208;2,697;2,285;765;1,520;2,248;1,215;1,033;235;165;70;133;61;72;4;2;2;5,993;2,941;3,052;1,652;508;1,144;2,817;1,580;1,237;1,066;630;436;447;217;230;11;6;5;5,886;2,931;2,955;1,033;261;772;2,636;1,395;1,241;1,580;960;620;637;315;322
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yampar ez;Yampar ez;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
