cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_promedio_anhos_estudio_total;2001_promedio_anhos_estudio_hombres;2001_promedio_anhos_estudio_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_promedio_anhos_estudio_total;2012_promedio_anhos_estudio_hombres;2012_promedio_anhos_estudio_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_promedio_anhos_estudio_total;2024_promedio_anhos_estudio_hombres;2024_promedio_anhos_estudio_mujeres
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2073;50;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o m s ;14,237;5,926;8,311;4.8;5.9;4.1;21,845;9,150;12,695;6.7;7.8;5.9;30,622;13,048;17,574;8.6;9.7;7.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2074;51;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Urbana;105,711;48,724;56,987;9.8;10.5;9.2;142,693;65,668;77,025;10.9;11.5;10.4;183,374;85,291;98,083;12.4;12.8;12.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2075;52;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;19 a 24 ;30,269;14,619;15,650;11.1;11.3;10.9;35,648;17,116;18,532;12.3;12.2;12.3;35,885;17,552;18,333;13.2;13.0;13.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2076;53;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;25 a 39 ;37,836;17,554;20,282;10.6;11.2;10.1;53,040;25,129;27,911;11.7;12.1;11.4;69,133;33,153;35,980;13.5;13.6;13.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2077;54;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;40 a 59 ;25,517;11,595;13,922;8.9;9.7;8.1;35,102;15,628;19,474;10.2;10.9;9.6;51,119;23,137;27,982;11.9;12.5;11.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o m s ;12,089;4,956;7,133;5.6;7.0;4.7;18,903;7,795;11,108;7.4;8.7;6.6;27,237;11,449;15,788;9.3;10.6;8.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Rural;10,204;4,942;5,262;2.8;3.5;2.1;12,894;6,353;6,541;4.9;5.6;4.3;13,677;6,895;6,782;6.8;7.6;6.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;19 a 24 ;1,542;771;771;5.2;5.8;4.6;1,871;972;899;8.9;9.1;8.6;1,697;875;822;11.4;11.4;11.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;25 a 39 ;3,091;1,549;1,542;4.1;4.8;3.5;3,827;1,925;1,902;6.2;6.9;5.6;3,949;2,072;1,877;9.9;10.3;9.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;40 a 59 ;3,423;1,652;1,771;1.9;2.9;1.1;4,254;2,101;2,153;3.9;4.8;3.1;4,646;2,349;2,297;5.6;6.4;4.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;60 o m s ;2,148;970;1,178;0.4;0.6;0.2;2,942;1,355;1,587;2.2;2.7;1.8;3,385;1,599;1,786;2.6;3.7;1.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2084;61;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Yotala;4,499;2,093;2,406;3.6;4.4;2.8;5,512;2,649;2,863;6.4;7.3;5.7;6,218;3,057;3,161;8.4;9.1;7.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2085;62;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;19 a 24 ;684;337;347;7.0;7.8;6.2;874;462;412;10.5;10.8;10.2;835;422;413;12.1;11.9;12.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2086;63;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;25 a 39 ;1,358;636;722;5.3;6.0;4.6;1,608;790;818;8.1;8.7;7.5;1,885;942;943;11.7;11.8;11.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;40 a 59 ;1,491;701;790;2.3;3.3;1.4;1,747;850;897;5.2;6.1;4.4;1,904;963;941;7.4;8.2;6.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o m s ;966;419;547;0.6;0.9;0.4;1,283;547;736;3.2;4.1;2.6;1,594;730;864;3.9;5.1;2.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;19 a 24 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;25 a 39 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;40 a 59 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2093;70;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o m s ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2094;71;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Rural;4,499;2,093;2,406;3.6;4.4;2.8;5,512;2,649;2,863;6.4;7.3;5.7;6,218;3,057;3,161;8.4;9.1;7.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2095;72;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;19 a 24 ;684;337;347;7.0;7.8;6.2;874;462;412;10.5;10.8;10.2;835;422;413;12.1;11.9;12.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;25 a 39 ;1,358;636;722;5.3;6.0;4.6;1,608;790;818;8.1;8.7;7.5;1,885;942;943;11.7;11.8;11.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;40 a 59 ;1,491;701;790;2.3;3.3;1.4;1,747;850;897;5.2;6.1;4.4;1,904;963;941;7.4;8.2;6.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;60 o m s ;966;419;547;0.6;0.9;0.4;1,283;547;736;3.2;4.1;2.6;1,594;730;864;3.9;5.1;2.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;8,462;4,157;4,305;2.0;2.5;1.4;8,674;4,320;4,354;3.6;4.1;3.1;8,204;4,188;4,016;4.9;5.7;4.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;19 a 24 ;1,325;628;697;3.5;4.2;2.9;1,059;554;505;6.9;7.3;6.5;1,128;571;557;9.4;9.9;9.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;25 a 39 ;2,563;1,254;1,309;3.0;3.6;2.3;2,657;1,316;1,341;4.6;5.1;4.0;2,054;1,092;962;7.8;8.4;7.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2102;79;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;40 a 59 ;2,747;1,378;1,369;1.4;2.1;0.7;2,914;1,473;1,441;2.9;3.5;2.3;2,703;1,372;1,331;3.7;4.3;3.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2103;80;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o m s ;1,827;897;930;0.3;0.5;0.1;2,044;977;1,067;1.7;2.1;1.3;2,319;1,153;1,166;1.7;2.6;0.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2104;81;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;19 a 24 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;25 a 39 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;40 a 59 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o m s ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Rural;8,462;4,157;4,305;2.0;2.5;1.4;8,674;4,320;4,354;3.6;4.1;3.1;8,204;4,188;4,016;4.9;5.7;4.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;19 a 24 ;1,325;628;697;3.5;4.2;2.9;1,059;554;505;6.9;7.3;6.5;1,128;571;557;9.4;9.9;9.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;25 a 39 ;2,563;1,254;1,309;3.0;3.6;2.3;2,657;1,316;1,341;4.6;5.1;4.0;2,054;1,092;962;7.8;8.4;7.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;40 a 59 ;2,747;1,378;1,369;1.4;2.1;0.7;2,914;1,473;1,441;2.9;3.5;2.3;2,703;1,372;1,331;3.7;4.3;3.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;60 o m s ;1,827;897;930;0.3;0.5;0.1;2,044;977;1,067;1.7;2.1;1.3;2,319;1,153;1,166;1.7;2.6;0.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2114;91;Provincia;Chuquisaca;Azurduy;;Azurduy;12,246;5,873;6,373;2.2;2.9;1.6;12,625;6,301;6,324;4.0;4.7;3.3;14,888;7,414;7,474;6.0;6.4;5.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2115;92;Provincia;Chuquisaca;Azurduy;;19 a 24 ;2,062;981;1,081;4.0;4.9;3.2;1,639;882;757;7.7;7.8;7.5;2,227;1,062;1,165;10.0;10.0;10.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2116;93;Provincia;Chuquisaca;Azurduy;;25 a 39 ;3,859;1,801;2,058;3.0;3.9;2.2;3,844;1,941;1,903;5.5;6.3;4.7;4,443;2,202;2,241;8.9;9.0;8.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2117;94;Provincia;Chuquisaca;Azurduy;;40 a 59 ;3,651;1,803;1,848;1.6;2.3;0.9;4,006;2,000;2,006;2.9;3.8;2.1;4,564;2,339;2,225;4.6;5.3;3.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2118;95;Provincia;Chuquisaca;Azurduy;;60 o m s ;2,674;1,288;1,386;0.5;0.9;0.2;3,136;1,478;1,658;1.7;2.2;1.3;3,654;1,811;1,843;1.9;2.6;1.3
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2119;96;Provincia;Chuquisaca;Azurduy;;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2120;97;Provincia;Chuquisaca;Azurduy;;19 a 24 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2121;98;Provincia;Chuquisaca;Azurduy;;25 a 39 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2122;99;Provincia;Chuquisaca;Azurduy;;40 a 59 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2123;100;Provincia;Chuquisaca;Azurduy;;60 o m s ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2124;101;Provincia;Chuquisaca;Azurduy;;Rural;12,246;5,873;6,373;2.2;2.9;1.6;12,625;6,301;6,324;4.0;4.7;3.3;14,888;7,414;7,474;6.0;6.4;5.6
