cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_asistencia_total;2001_tasa_asistencia_hombres;2001_tasa_asistencia_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_asistencia_total;2012_tasa_asistencia_hombres;2012_tasa_asistencia_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_asistencia_total;2024_tasa_asistencia_hombres;2024_tasa_asistencia_mujeres;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2074;51;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;6 a 11 ;1,691;831;860;94.6;95.8;93.5;1,157;590;567;97.6;97.3;97.9;943;499;444;99.3;99.4;99.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2075;52;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;12 a 17 ;1,499;816;683;76.0;78.9;72.5;1,426;756;670;91.0;90.1;91.9;1,054;568;486;95.8;94.7;97.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2076;53;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2077;54;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Rural;3,737;1,927;1,810;80.0;80.9;79.0;2,922;1,521;1,401;90.1;89.6;90.6;2,275;1,198;1,077;97.1;96.5;97.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;4 a 5 ;547;280;267;45.5;42.1;49.1;339;175;164;61.1;61.7;60.4;278;131;147;94.2;93.1;95.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;6 a 11 ;1,691;831;860;94.6;95.8;93.5;1,157;590;567;97.6;97.3;97.9;943;499;444;99.3;99.4;99.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;12 a 17 ;1,499;816;683;76.0;78.9;72.5;1,426;756;670;91.0;90.1;91.9;1,054;568;486;95.8;94.7;97.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2084;61;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;5,796;2,991;2,805;60.5;65.0;55.8;5,553;2,797;2,756;74.6;77.1;72.1;4,002;2,046;1,956;83.3;84.2;82.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2085;62;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;4 a 5 ;1,011;504;507;13.7;15.3;12.2;795;375;420;27.9;26.4;29.3;465;230;235;67.1;69.6;64.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2086;63;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;6 a 11 ;2,801;1,448;1,353;81.8;84.0;79.5;2,484;1,248;1,236;88.4;89.6;87.2;1,806;927;879;96.0;96.5;95.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;12 a 17 ;1,984;1,039;945;54.3;62.6;45.2;2,274;1,174;1,100;75.9;80.0;71.5;1,731;889;842;74.5;75.0;73.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Rural;5,796;2,991;2,805;60.5;65.0;55.8;5,553;2,797;2,756;74.6;77.1;72.1;4,002;2,046;1,956;83.3;84.2;82.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2093;70;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;4 a 5 ;1,011;504;507;13.7;15.3;12.2;795;375;420;27.9;26.4;29.3;465;230;235;67.1;69.6;64.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2094;71;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;6 a 11 ;2,801;1,448;1,353;81.8;84.0;79.5;2,484;1,248;1,236;88.4;89.6;87.2;1,806;927;879;96.0;96.5;95.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2095;72;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;12 a 17 ;1,984;1,039;945;54.3;62.6;45.2;2,274;1,174;1,100;75.9;80.0;71.5;1,731;889;842;74.5;75.0;73.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2096;73;Provincia;Chuquisaca;Azurduy;;Azurduy;10,666;5,414;5,252;62.8;65.1;60.5;9,233;4,788;4,445;77.2;77.9;76.5;6,862;3,468;3,394;86.0;86.2;85.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2097;74;Provincia;Chuquisaca;Azurduy;;4 a 5 ;1,966;1,003;963;15.3;15.2;15.4;1,255;621;634;33.0;30.6;35.3;955;465;490;68.9;70.1;67.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2098;75;Provincia;Chuquisaca;Azurduy;;6 a 11 ;5,140;2,576;2,564;79.3;81.2;77.5;4,204;2,169;2,035;91.7;92.3;90.9;2,937;1,525;1,412;96.8;96.7;97.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2099;76;Provincia;Chuquisaca;Azurduy;;12 a 17 ;3,560;1,835;1,725;65.2;69.8;60.3;3,774;1,998;1,776;75.9;77.0;74.7;2,970;1,478;1,492;80.9;80.6;81.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2100;77;Provincia;Chuquisaca;Azurduy;;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2101;78;Provincia;Chuquisaca;Azurduy;;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2102;79;Provincia;Chuquisaca;Azurduy;;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2103;80;Provincia;Chuquisaca;Azurduy;;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2104;81;Provincia;Chuquisaca;Azurduy;;Rural;10,666;5,414;5,252;62.8;65.1;60.5;9,233;4,788;4,445;77.2;77.9;76.5;6,862;3,468;3,394;86.0;86.2;85.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2105;82;Provincia;Chuquisaca;Azurduy;;4 a 5 ;1,966;1,003;963;15.3;15.2;15.4;1,255;621;634;33.0;30.6;35.3;955;465;490;68.9;70.1;67.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2106;83;Provincia;Chuquisaca;Azurduy;;6 a 11 ;5,140;2,576;2,564;79.3;81.2;77.5;4,204;2,169;2,035;91.7;92.3;90.9;2,937;1,525;1,412;96.8;96.7;97.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2107;84;Provincia;Chuquisaca;Azurduy;;12 a 17 ;3,560;1,835;1,725;65.2;69.8;60.3;3,774;1,998;1,776;75.9;77.0;74.7;2,970;1,478;1,492;80.9;80.6;81.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Azurduy;4,208;2,145;2,063;60.1;61.4;58.8;3,882;2,014;1,868;74.0;73.7;74.4;2,252;1,168;1,084;79.8;80.2;79.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;4 a 5 ;799;409;390;14.9;14.4;15.4;514;264;250;25.7;24.6;26.8;309;155;154;61.5;63.9;59.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;6 a 11 ;2,008;1,005;1,003;82.9;84.8;81.1;1,790;922;868;88.9;89.4;88.4;1,003;540;463;95.5;94.1;97.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;12 a 17 ;1,401;731;670;53.3;55.7;50.7;1,578;828;750;72.9;71.9;74.0;940;473;467;69.1;69.8;68.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Rural;4,208;2,145;2,063;60.1;61.4;58.8;3,882;2,014;1,868;74.0;73.7;74.4;2,252;1,168;1,084;79.8;80.2;79.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2117;94;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;4 a 5 ;799;409;390;14.9;14.4;15.4;514;264;250;25.7;24.6;26.8;309;155;154;61.5;63.9;59.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2118;95;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;6 a 11 ;2,008;1,005;1,003;82.9;84.8;81.1;1,790;922;868;88.9;89.4;88.4;1,003;540;463;95.5;94.1;97.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2119;96;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;12 a 17 ;1,401;731;670;53.3;55.7;50.7;1,578;828;750;72.9;71.9;74.0;940;473;467;69.1;69.8;68.5;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Tarvita;6,458;3,269;3,189;64.6;67.5;61.5;5,351;2,774;2,577;79.6;81.0;78.1;4,610;2,300;2,310;89.0;89.3;88.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;4 a 5 ;1,167;594;573;15.5;15.7;15.4;741;357;384;38.1;35.0;40.9;646;310;336;72.4;73.2;71.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2122;99;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;6 a 11 ;3,132;1,571;1,561;77.0;78.9;75.1;2,414;1,247;1,167;93.7;94.5;92.8;1,934;985;949;97.5;98.1;96.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2123;100;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;12 a 17 ;2,159;1,104;1,055;73.0;79.2;66.4;2,196;1,170;1,026;78.1;80.6;75.2;2,030;1,005;1,025;86.3;85.7;86.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2124;101;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2125;102;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2126;103;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 2127;104;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
