cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2012_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2024_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;distribucion_porcentual_2001_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2001_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2001_no_se_distribuye_por_canheria;distribucion_porcentual_2012_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;distribucion_porcentual_2012_no_se_distribuye_por_canheria;distribucion_porcentual_2024_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2024_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2024_no_se_distribuye_por_canheria
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2071;48;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Rural;2,081;144;538;1,399;1,824;526;407;14;877;1,697;506;616;575;6.9;25.9;67.2;28.8;22.3;0.8;48.1;29.8;36.3;33.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2072;49;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Tomina;1,921;214;776;931;2,113;1,029;803;20;261;2,243;1,121;576;546;11.1;40.4;48.5;48.7;38.0;0.9;12.4;50.0;25.7;24.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2073;50;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;;;;;;;;;;564;442;59;63;;;;;;;;78.4;10.5;11.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2074;51;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;1,921;214;776;931;2,113;1,029;803;20;261;1,679;679;517;483;11.1;40.4;48.5;48.7;38.0;0.9;12.4;40.4;30.8;28.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2075;52;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;1,518;218;270;1,030;2,010;697;565;45;703;2,087;950;531;606;14.4;17.8;67.9;34.7;28.1;2.2;35.0;45.5;25.4;29.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2076;53;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;;;;;604;455;107;4;38;;;;;;;;75.3;17.7;0.7;6.3;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2077;54;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;1,518;218;270;1,030;1,406;242;458;41;665;2,087;950;531;606;14.4;17.8;67.9;17.2;32.6;2.9;47.3;45.5;25.4;29.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Alcalá;727;92;258;377;1,072;514;395;6;157;1,189;720;289;180;12.7;35.5;51.9;47.9;36.8;0.6;14.6;60.6;24.3;15.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;727;92;258;377;1,072;514;395;6;157;1,189;720;289;180;12.7;35.5;51.9;47.9;36.8;0.6;14.6;60.6;24.3;15.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;996;51;241;704;1,212;362;456;19;375;1,439;563;534;342;5.1;24.2;70.7;29.9;37.6;1.6;30.9;39.1;37.1;23.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;996;51;241;704;1,212;362;456;19;375;1,439;563;534;342;5.1;24.2;70.7;29.9;37.6;1.6;30.9;39.1;37.1;23.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;7,348;1,438;2,053;3,857;8,158;3,422;2,806;70;1,860;10,043;5,629;2,644;1,770;19.6;27.9;52.5;41.9;34.4;0.9;22.8;56.0;26.3;17.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;1,541;873;617;51;2,765;2,178;537;20;30;4,068;3,390;412;266;56.7;40.0;3.3;78.8;19.4;0.7;1.1;83.3;10.1;6.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;5,807;565;1,436;3,806;5,393;1,244;2,269;50;1,830;5,975;2,239;2,232;1,504;9.7;24.7;65.5;23.1;42.1;0.9;33.9;37.5;37.4;25.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;5,399;1,301;1,605;2,493;6,079;2,866;1,906;57;1,250;7,742;4,616;1,817;1,309;24.1;29.7;46.2;47.1;31.4;0.9;20.6;59.6;23.5;16.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;1,541;873;617;51;2,765;2,178;537;20;30;4,068;3,390;412;266;56.7;40.0;3.3;78.8;19.4;0.7;1.1;83.3;10.1;6.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;3,858;428;988;2,442;3,314;688;1,369;37;1,220;3,674;1,226;1,405;1,043;11.1;25.6;63.3;20.8;41.3;1.1;36.8;33.4;38.2;28.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;1,949;137;448;1,364;2,079;556;900;13;610;2,301;1,013;827;461;7.0;23.0;70.0;26.7;43.3;0.6;29.3;44.0;35.9;20.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;1,949;137;448;1,364;2,079;556;900;13;610;2,301;1,013;827;461;7.0;23.0;70.0;26.7;43.3;0.6;29.3;44.0;35.9;20.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;6,813;1,126;2,340;3,347;7,336;2,950;1,495;142;2,749;7,348;2,944;1,780;2,624;16.5;34.3;49.1;40.2;20.4;1.9;37.5;40.1;24.2;35.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;658;253;369;36;781;665;54;8;54;913;517;64;332;38.4;56.1;5.5;85.1;6.9;1.0;6.9;56.6;7.0;36.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;6,155;873;1,971;3,311;6,555;2,285;1,441;134;2,695;6,435;2,427;1,716;2,292;14.2;32.0;53.8;34.9;22.0;2.0;41.1;37.7;26.7;35.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;4,381;787;1,543;2,051;4,386;1,842;1,025;90;1,429;4,279;1,702;1,047;1,530;18.0;35.2;46.8;42.0;23.4;2.1;32.6;39.8;24.5;35.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;658;253;369;36;781;665;54;8;54;913;517;64;332;38.4;56.1;5.5;85.1;6.9;1.0;6.9;56.6;7.0;36.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;3,723;534;1,174;2,015;3,605;1,177;971;82;1,375;3,366;1,185;983;1,198;14.3;31.5;54.1;32.6;26.9;2.3;38.1;35.2;29.2;35.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;2,432;339;797;1,296;2,950;1,108;470;52;1,320;3,069;1,242;733;1,094;13.9;32.8;53.3;37.6;15.9;1.8;44.7;40.5;23.9;35.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;2,432;339;797;1,296;2,950;1,108;470;52;1,320;3,069;1,242;733;1,094;13.9;32.8;53.3;37.6;15.9;1.8;44.7;40.5;23.9;35.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;15,451;1,837;3,824;9,790;18,587;5,118;5,043;298;8,128;21,769;8,095;5,545;8,129;11.9;24.7;63.4;27.5;27.1;1.6;43.7;37.2;25.5;37.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;1,078;663;384;31;2,069;1,744;288;2;35;4,332;3,501;464;367;61.5;35.6;2.9;84.3;13.9;0.1;1.7;80.8;10.7;8.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;14,373;1,174;3,440;9,759;16,518;3,374;4,755;296;8,093;17,437;4,594;5,081;7,762;8.2;23.9;67.9;20.4;28.8;1.8;49.0;26.3;29.1;44.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;3,442;942;1,421;1,079;4,325;2,046;1,480;28;771;5,047;2,715;1,355;977;27.4;41.3;31.3;47.3;34.2;0.6;17.8;53.8;26.8;19.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;1,078;663;384;31;1,492;1,300;187;1;4;1,817;1,619;129;69;61.5;35.6;2.9;87.1;12.5;0.1;0.3;89.1;7.1;3.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;2,364;279;1,037;1,048;2,833;746;1,293;27;767;3,230;1,096;1,226;908;11.8;43.9;44.3;26.3;45.6;1.0;27.1;33.9;38.0;28.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;7,313;538;1,139;5,636;8,008;1,826;1,805;157;4,220;8,651;2,802;2,285;3,564;7.4;15.6;77.1;22.8;22.5;2.0;52.7;32.4;26.4;41.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;;;;990;717;113;160;;;;;;;;72.4;11.4;16.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;7,313;538;1,139;5,636;8,008;1,826;1,805;157;4,220;7,661;2,085;2,172;3,404;7.4;15.6;77.1;22.8;22.5;2.0;52.7;27.2;28.4;44.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;2,065;189;563;1,313;2,779;415;848;92;1,424;4,071;1,188;910;1,973;9.2;27.3;63.6;14.9;30.5;3.3;51.2;29.2;22.4;48.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;;;;700;516;121;63;;;;;;;;73.7;17.3;9.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;2,065;189;563;1,313;2,779;415;848;92;1,424;3,371;672;789;1,910;9.2;27.3;63.6;14.9;30.5;3.3;51.2;19.9;23.4;56.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;2,631;168;701;1,762;3,475;831;910;21;1,713;4,000;1,390;995;1,615;6.4;26.6;67.0;23.9;26.2;0.6;49.3;34.8;24.9;40.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;;;;;577;444;101;1;31;825;649;101;75;;;;76.9;17.5;0.2;5.4;78.7;12.2;9.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Rural;2,631;168;701;1,762;2,898;387;809;20;1,682;3,175;741;894;1,540;6.4;26.6;67.0;13.4;27.9;0.7;58.0;23.3;28.2;48.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;2,860;442;1,149;1,269;3,196;1,587;927;38;644;3,187;1,754;1,014;419;15.5;40.2;44.4;49.7;29.0;1.2;20.2;55.0;31.8;13.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;698;297;382;19;1,035;865;151;6;13;1,189;1,005;154;30;42.6;54.7;2.7;83.6;14.6;0.6;1.3;84.5;13.0;2.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;2,162;145;767;1,250;2,161;722;776;32;631;1,998;749;860;389;6.7;35.5;57.8;33.4;35.9;1.5;29.2;37.5;43.0;19.5
