cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_alcantarillado;numero_de_viviendas_2001_camara_septica;numero_de_viviendas_2001_pozo_ciego;numero_de_viviendas_2001_superficie;numero_de_viviendas_2001_sin_banho;numero_de_viviendas_2012_total;numero_de_viviendas_2012_al_alcantarillado;numero_de_viviendas_2012_a_una_camara_septica;numero_de_viviendas_2012_a_un_pozo_ciego;numero_de_viviendas_2012_a_la_calle;numero_de_viviendas_2012_a_la_quebrada,_rio;numero_de_viviendas_2012_a_un_lago,_laguna,_curichi;numero_de_viviendas_2012_sin_banho;numero_de_viviendas_2024_total;numero_de_viviendas_2024_al_alcantarillado;numero_de_viviendas_2024_a_una_camara_septica;numero_de_viviendas_2024_a_un_pozo_ciego;numero_de_viviendas_2024_a_un_pozo_de_absorcion;numero_de_viviendas_2024_superficie,_calle,_quebrada;numero_de_viviendas_2024_es_un_banho_ecologico;numero_de_viviendas_2024_sin_banho
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2073;50;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;;;;;;;;;;;;;;;564;465;4;35;0;5;0;55
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2074;51;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;1,921;117;24;141;9;1,630;2,113;379;180;336;0;0;0;1,218;1,679;184;68;672;9;11;9;726
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2075;52;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;1,518;159;3;19;40;1,297;2,010;480;10;162;1;5;0;1,352;2,087;673;22;257;3;2;11;1,119
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2076;53;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;;;;;;;604;466;5;11;1;2;0;119;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2077;54;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;1,518;159;3;19;40;1,297;1,406;14;5;151;0;3;0;1,233;2,087;673;22;257;3;2;11;1,119
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Alcalá;727;38;11;69;1;608;1,072;207;7;54;1;0;0;803;1,189;516;23;183;0;2;6;459
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;727;38;11;69;1;608;1,072;207;7;54;1;0;0;803;1,189;516;23;183;0;2;6;459
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;996;0;18;60;1;917;1,212;184;48;231;0;2;0;747;1,439;290;36;451;7;5;8;642
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;996;0;18;60;1;917;1,212;184;48;231;0;2;0;747;1,439;290;36;451;7;5;8;642
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;7,348;1,090;534;908;47;4,769;8,158;2,378;192;1,454;5;4;2;4,123;10,043;4,507;196;2,476;53;26;24;2,761
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;1,541;956;66;219;29;271;2,765;2,132;34;280;3;1;1;314;4,068;3,379;64;476;13;7;1;128
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;5,807;134;468;689;18;4,498;5,393;246;158;1,174;2;3;1;3,809;5,975;1,128;132;2,000;40;19;23;2,633
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;5,399;968;406;751;42;3,232;6,079;2,144;142;1,060;5;4;1;2,723;7,742;3,790;125;2,058;48;17;17;1,687
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;1,541;956;66;219;29;271;2,765;2,132;34;280;3;1;1;314;4,068;3,379;64;476;13;7;1;128
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;3,858;12;340;532;13;2,961;3,314;12;108;780;2;3;0;2,409;3,674;411;61;1,582;35;10;16;1,559
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;1,949;122;128;157;5;1,537;2,079;234;50;394;0;0;1;1,400;2,301;717;71;418;5;9;7;1,074
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;1,949;122;128;157;5;1,537;2,079;234;50;394;0;0;1;1,400;2,301;717;71;418;5;9;7;1,074
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;6,813;403;196;745;48;5,421;7,336;1,143;91;739;27;44;3;5,289;7,348;2,108;158;1,324;40;74;33;3,611
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;658;284;3;10;5;356;781;457;2;9;2;2;0;309;913;635;9;13;5;17;0;234
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;6,155;119;193;735;43;5,065;6,555;686;89;730;25;42;3;4,980;6,435;1,473;149;1,311;35;57;33;3,377
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;4,381;333;116;439;26;3,467;4,386;706;41;371;6;15;1;3,246;4,279;1,176;89;778;25;60;24;2,127
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;658;284;3;10;5;356;781;457;2;9;2;2;0;309;913;635;9;13;5;17;0;234
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;3,723;49;113;429;21;3,111;3,605;249;39;362;4;13;1;2,937;3,366;541;80;765;20;43;24;1,893
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;2,432;70;80;306;22;1,954;2,950;437;50;368;21;29;2;2,043;3,069;932;69;546;15;14;9;1,484
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;2,432;70;80;306;22;1,954;2,950;437;50;368;21;29;2;2,043;3,069;932;69;546;15;14;9;1,484
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;15,451;1,148;188;3,098;97;10,920;18,587;2,562;256;2,213;5;24;2;13,525;21,769;4,846;374;3,985;110;107;90;12,257
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;1,078;808;10;25;2;233;2,069;1,619;18;87;0;1;0;344;4,332;3,382;43;415;9;20;5;458
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;14,373;340;178;3,073;95;10,687;16,518;943;238;2,126;5;23;2;13,181;17,437;1,464;331;3,570;101;87;85;11,799
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;3,442;816;90;803;14;1,719;4,325;1,258;93;670;0;0;0;2,304;5,047;1,535;134;1,450;22;26;10;1,870
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;1,078;808;10;25;2;233;1,492;1,247;16;77;0;0;0;152;1,817;1,435;19;295;4;18;0;46
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;2,364;8;80;778;12;1,486;2,833;11;77;593;0;0;0;2,152;3,230;100;115;1,155;18;8;10;1,824
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;7,313;199;53;1,615;68;5,378;8,008;707;84;1,015;3;21;2;6,176;8,651;1,604;106;1,508;55;56;58;5,264
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;;;;;;;;;990;672;10;77;4;1;4;222
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;7,313;199;53;1,615;68;5,378;8,008;707;84;1,015;3;21;2;6,176;7,661;932;96;1,431;51;55;54;5,042
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;2,065;63;0;355;10;1,637;2,779;222;27;220;1;0;0;2,309;4,071;693;64;558;14;16;9;2,717
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;;;;;;;;;700;545;4;20;0;0;1;130
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;2,065;63;0;355;10;1,637;2,779;222;27;220;1;0;0;2,309;3,371;148;60;538;14;16;8;2,587
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;2,631;70;45;325;5;2,186;3,475;375;52;308;1;3;0;2,736;4,000;1,014;70;469;19;9;13;2,406
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;;;;;;;577;372;2;10;0;1;0;192;825;730;10;23;1;1;0;60
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Rural;2,631;70;45;325;5;2,186;2,898;3;50;298;1;2;0;2,544;3,175;284;60;446;18;8;13;2,346
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;2,860;494;20;344;1;2,001;3,196;1,083;30;380;2;0;0;1,701;3,187;1,458;34;537;7;6;8;1,137
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;698;443;0;6;0;249;1,035;884;3;14;1;0;0;133;1,189;1,087;7;30;2;2;1;60
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;2,162;51;20;338;1;1,752;2,161;199;27;366;1;0;0;1,568;1,998;371;27;507;5;4;7;1,077
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;2,860;494;20;344;1;2,001;3,196;1,083;30;380;2;0;0;1,701;3,187;1,458;34;537;7;6;8;1,137
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;698;443;0;6;0;249;1,035;884;3;14;1;0;0;133;1,189;1,087;7;30;2;2;1;60
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE DESAGÜE DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2122;99;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Rural;2,162;51;20;338;1;1,752;2,161;199;27;366;1;0;0;1,568;1,998;371;27;507;5;4;7;1,077
