cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_tiene_;numero_de_viviendas_2001_no_tiene;numero_de_viviendas_2012_total;numero_de_viviendas_2012_tiene_;numero_de_viviendas_2012_no_tiene;numero_de_viviendas_2024_total;numero_de_viviendas_2024_tiene;numero_de_viviendas_2024_no_tiene
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;996;89;907;1,212;422;790;1,439;1,077;362
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;7,348;1,923;5,425;8,158;5,194;2,964;10,043;8,652;1,391
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;1,541;1,313;228;2,765;2,669;96;4,068;4,015;53
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;5,807;610;5,197;5,393;2,525;2,868;5,975;4,637;1,338
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;5,399;1,772;3,627;6,079;4,141;1,938;7,742;6,738;1,004
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;1,541;1,313;228;2,765;2,669;96;4,068;4,015;53
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;3,858;459;3,399;3,314;1,472;1,842;3,674;2,723;951
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;1,949;151;1,798;2,079;1,053;1,026;2,301;1,914;387
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;1,949;151;1,798;2,079;1,053;1,026;2,301;1,914;387
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;6,813;1,920;4,893;7,336;3,765;3,571;7,348;6,094;1,254
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;658;505;153;781;712;69;913;852;61
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;6,155;1,415;4,740;6,555;3,053;3,502;6,435;5,242;1,193
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;4,381;982;3,399;4,386;2,268;2,118;4,279;3,545;734
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;658;505;153;781;712;69;913;852;61
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;3,723;477;3,246;3,605;1,556;2,049;3,366;2,693;673
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;2,432;938;1,494;2,950;1,497;1,453;3,069;2,549;520
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;2,432;938;1,494;2,950;1,497;1,453;3,069;2,549;520
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;15,451;2,929;12,522;18,587;8,716;9,871;21,769;16,292;5,477
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;1,078;987;91;2,069;1,934;135;4,332;4,225;107
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;14,373;1,942;12,431;16,518;6,782;9,736;17,437;12,067;5,370
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;3,442;1,466;1,976;4,325;3,029;1,296;5,047;4,388;659
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;1,078;987;91;1,492;1,467;25;1,817;1,806;11
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;2,364;479;1,885;2,833;1,562;1,271;3,230;2,582;648
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;7,313;900;6,413;8,008;3,474;4,534;8,651;6,547;2,104
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;990;963;27
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;7,313;900;6,413;8,008;3,474;4,534;7,661;5,584;2,077
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;2,065;230;1,835;2,779;888;1,891;4,071;2,432;1,639
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;700;644;56
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;2,065;230;1,835;2,779;888;1,891;3,371;1,788;1,583
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;2,631;333;2,298;3,475;1,325;2,150;4,000;2,925;1,075
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;;;;577;467;110;825;812;13
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Rural;2,631;333;2,298;2,898;858;2,040;3,175;2,113;1,062
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;2,860;635;2,225;3,196;1,973;1,223;3,187;2,754;433
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;698;579;119;1,035;1,005;30;1,189;1,181;8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;2,162;56;2,106;2,161;968;1,193;1,998;1,573;425
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;2,860;635;2,225;3,196;1,973;1,223;3,187;2,754;433
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;698;579;119;1,035;1,005;30;1,189;1,181;8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2122;99;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Rural;2,162;56;2,106;2,161;968;1,193;1,998;1,573;425
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2123;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;5,550;978;4,572;6,374;3,527;2,847;7,311;5,595;1,716
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2124;101;Provincia;Chuquisaca;Sud Cinti;;Urbana;505;415;90;736;671;65;1,645;1,579;66
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2125;102;Provincia;Chuquisaca;Sud Cinti;;Rural;5,045;563;4,482;5,638;2,856;2,782;5,666;4,016;1,650
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2126;103;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;755;182;573;965;442;523;1,371;1,172;199
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2127;104;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Urbana;;;;;;;567;553;14
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2128;105;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Rural;755;182;573;965;442;523;804;619;185
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2129;106;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Culpina;3,923;762;3,161;4,347;2,445;1,902;4,660;3,269;1,391
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2130;107;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Urbana;505;415;90;736;671;65;1,078;1,026;52
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2131;108;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Rural;3,418;347;3,071;3,611;1,774;1,837;3,582;2,243;1,339
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2132;109;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;872;34;838;1,062;640;422;1,280;1,154;126
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2133;110;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2134;111;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Rural;872;34;838;1,062;640;422;1,280;1,154;126
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2135;112;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;4,170;938;3,232;4,886;2,892;1,994;6,242;5,040;1,202
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2136;113;Provincia;Chuquisaca;Luis Calvo;;Urbana;553;498;55;932;908;24;1,162;1,152;10
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2137;114;Provincia;Chuquisaca;Luis Calvo;;Rural;3,617;440;3,177;3,954;1,984;1,970;5,080;3,888;1,192
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2138;115;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Villa Vaca Guzmán;2,199;581;1,618;2,532;1,584;948;3,136;2,532;604
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2139;116;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Urbana;553;498;55;932;908;24;1,162;1,152;10
