cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2012_total;numero_de_viviendas_2012_basurero_publico_o_contenedor;numero_de_viviendas_2012_carro_basurero;numero_de_viviendas_2012_la_botan_a_terreno_baldio_o_calle;numero_de_viviendas_2012_la_botan_al_rio;numero_de_viviendas_2012_la_queman;numero_de_viviendas_2012_la_entierran;numero_de_viviendas_2012_otra;numero_de_viviendas_2024_total;numero_de_viviendas_2024_basurero_publico_o_contenedor;numero_de_viviendas_2024_carro_basurero;numero_de_viviendas_2024_la_botan_a_terreno_baldio_o_calle;numero_de_viviendas_2024_la_botan_al_rio;numero_de_viviendas_2024_la_queman;numero_de_viviendas_2024_la_entierran;numero_de_viviendas_2024_otra;distribucion_porcentual_2012_basurero_publico_o_contenedor;distribucion_porcentual_2012_carro_basurero;distribucion_porcentual_2012_la_botan_a_terreno_baldio_o_calle;distribucion_porcentual_2012_la_botan_al_rio;distribucion_porcentual_2012_la_queman;distribucion_porcentual_2012_la_entierran;distribucion_porcentual_2012_otra;distribucion_porcentual_2024_basurero_publico_o_contenedor;distribucion_porcentual_2024_carro_basurero;distribucion_porcentual_2024_la_botan_a_terreno_baldio_o_calle;distribucion_porcentual_2024_la_botan_al_rio;distribucion_porcentual_2024_la_queman;distribucion_porcentual_2024_la_entierran;distribucion_porcentual_2024_otra
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2068;45;Provincia;Chuquisaca;Tomina;;Rural;7,627;160;705;3,644;606;1,516;599;397;8,091;278;1,352;1,664;196;3,918;585;98;2.1;9.2;47.8;7.9;19.9;7.9;5.2;3.4;16.7;20.6;2.4;48.4;7.2;1.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2069;46;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Padilla;2,810;114;740;1,103;221;339;95;198;3,186;219;1,226;696;38;835;153;19;4.1;26.3;39.3;7.9;12.1;3.4;7.0;6.9;38.5;21.8;1.2;26.2;4.8;0.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2070;47;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Urbana;986;105;736;61;36;39;5;4;1,489;212;1,219;20;2;29;4;3;10.6;74.6;6.2;3.7;4.0;0.5;0.4;14.2;81.9;1.3;0.1;1.9;0.3;0.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2071;48;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Rural;1,824;9;4;1,042;185;300;90;194;1,697;7;7;676;36;806;149;16;0.5;0.2;57.1;10.1;16.4;4.9;10.6;0.4;0.4;39.8;2.1;47.5;8.8;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2072;49;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Tomina;2,113;107;311;911;174;386;182;42;2,243;119;540;240;86;1,093;142;23;5.1;14.7;43.1;8.2;18.3;8.6;2.0;5.3;24.1;10.7;3.8;48.7;6.3;1.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2073;50;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Urbana;;;;;;;;;564;84;435;3;1;38;2;1;;;;;;;;14.9;77.1;0.5;0.2;6.7;0.4;0.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2074;51;Municipio/TIOC;Chuquisaca;Tomina;Tomina;Rural;2,113;107;311;911;174;386;182;42;1,679;35;105;237;85;1,055;140;22;5.1;14.7;43.1;8.2;18.3;8.6;2.0;2.1;6.3;14.1;5.1;62.8;8.3;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2075;52;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Sopachuy;2,010;57;500;694;124;375;211;49;2,087;93;568;271;41;1,001;100;13;2.8;24.9;34.5;6.2;18.7;10.5;2.4;4.5;27.2;13.0;2.0;48.0;4.8;0.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2076;53;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Urbana;604;46;496;20;1;34;2;5;;;;;;;;;7.6;82.1;3.3;0.2;5.6;0.3;0.8;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2077;54;Municipio/TIOC;Chuquisaca;Tomina;Sopachuy;Rural;1,406;11;4;674;123;341;209;44;2,087;93;568;271;41;1,001;100;13;0.8;0.3;47.9;8.7;24.3;14.9;3.1;4.5;27.2;13.0;2.0;48.0;4.8;0.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2078;55;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Alcalá;1,072;25;198;472;68;191;77;41;1,189;92;441;146;10;378;118;4;2.3;18.5;44.0;6.3;17.8;7.2;3.8;7.7;37.1;12.3;0.8;31.8;9.9;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2079;56;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;1,072;25;198;472;68;191;77;41;1,189;92;441;146;10;378;118;4;2.3;18.5;44.0;6.3;17.8;7.2;3.8;7.7;37.1;12.3;0.8;31.8;9.9;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;1,212;8;188;545;56;298;41;76;1,439;51;231;334;24;678;78;43;0.7;15.5;45.0;4.6;24.6;3.4;6.3;3.5;16.1;23.2;1.7;47.1;5.4;3.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;1,212;8;188;545;56;298;41;76;1,439;51;231;334;24;678;78;43;0.7;15.5;45.0;4.6;24.6;3.4;6.3;3.5;16.1;23.2;1.7;47.1;5.4;3.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;8,158;475;2,347;1,943;311;2,567;383;132;10,043;765;3,956;733;57;3,903;534;95;5.8;28.8;23.8;3.8;31.5;4.7;1.6;7.6;39.4;7.3;0.6;38.9;5.3;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;2,765;420;2,002;74;8;225;28;8;4,068;589;3,201;23;1;218;25;11;15.2;72.4;2.7;0.3;8.1;1.0;0.3;14.5;78.7;0.6;0.0;5.4;0.6;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;5,393;55;345;1,869;303;2,342;355;124;5,975;176;755;710;56;3,685;509;84;1.0;6.4;34.7;5.6;43.4;6.6;2.3;2.9;12.6;11.9;0.9;61.7;8.5;1.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;6,079;430;2,018;1,336;177;1,760;266;92;7,742;659;3,354;487;34;2,763;381;64;7.1;33.2;22.0;2.9;29.0;4.4;1.5;8.5;43.3;6.3;0.4;35.7;4.9;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;2,765;420;2,002;74;8;225;28;8;4,068;589;3,201;23;1;218;25;11;15.2;72.4;2.7;0.3;8.1;1.0;0.3;14.5;78.7;0.6;0.0;5.4;0.6;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;3,314;10;16;1,262;169;1,535;238;84;3,674;70;153;464;33;2,545;356;53;0.3;0.5;38.1;5.1;46.3;7.2;2.5;1.9;4.2;12.6;0.9;69.3;9.7;1.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;2,079;45;329;607;134;807;117;40;2,301;106;602;246;23;1,140;153;31;2.2;15.8;29.2;6.4;38.8;5.6;1.9;4.6;26.2;10.7;1.0;49.5;6.6;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;2,079;45;329;607;134;807;117;40;2,301;106;602;246;23;1,140;153;31;2.2;15.8;29.2;6.4;38.8;5.6;1.9;4.6;26.2;10.7;1.0;49.5;6.6;1.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;7,336;165;921;2,402;1,245;1,690;617;296;7,348;295;1,305;743;593;3,798;464;150;2.2;12.6;32.7;17.0;23.0;8.4;4.0;4.0;17.8;10.1;8.1;51.7;6.3;2.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;781;128;541;27;67;7;2;9;913;154;680;7;19;43;9;1;16.4;69.3;3.5;8.6;0.9;0.3;1.2;16.9;74.5;0.8;2.1;4.7;1.0;0.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;6,555;37;380;2,375;1,178;1,683;615;287;6,435;141;625;736;574;3,755;455;149;0.6;5.8;36.2;18.0;25.7;9.4;4.4;2.2;9.7;11.4;8.9;58.4;7.1;2.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;4,386;135;754;1,510;690;749;341;207;4,279;203;869;530;455;1,870;236;116;3.1;17.2;34.4;15.7;17.1;7.8;4.7;4.7;20.3;12.4;10.6;43.7;5.5;2.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;781;128;541;27;67;7;2;9;913;154;680;7;19;43;9;1;16.4;69.3;3.5;8.6;0.9;0.3;1.2;16.9;74.5;0.8;2.1;4.7;1.0;0.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;3,605;7;213;1,483;623;742;339;198;3,366;49;189;523;436;1,827;227;115;0.2;5.9;41.1;17.3;20.6;9.4;5.5;1.5;5.6;15.5;13.0;54.3;6.7;3.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;2,950;30;167;892;555;941;276;89;3,069;92;436;213;138;1,928;228;34;1.0;5.7;30.2;18.8;31.9;9.4;3.0;3.0;14.2;6.9;4.5;62.8;7.4;1.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;2,950;30;167;892;555;941;276;89;3,069;92;436;213;138;1,928;228;34;1.0;5.7;30.2;18.8;31.9;9.4;3.0;3.0;14.2;6.9;4.5;62.8;7.4;1.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;18,587;533;2,445;4,870;3,331;5,616;892;900;21,769;1,242;4,656;1,496;1,233;11,964;988;190;2.9;13.2;26.2;17.9;30.2;4.8;4.8;5.7;21.4;6.9;5.7;55.0;4.5;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;2,069;350;1,561;29;24;93;5;7;4,332;768;3,166;19;7;345;14;13;16.9;75.4;1.4;1.2;4.5;0.2;0.3;17.7;73.1;0.4;0.2;8.0;0.3;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;16,518;183;884;4,841;3,307;5,523;887;893;17,437;474;1,490;1,477;1,226;11,619;974;177;1.1;5.4;29.3;20.0;33.4;5.4;5.4;2.7;8.5;8.5;7.0;66.6;5.6;1.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;4,325;300;1,128;840;329;1,478;186;64;5,047;454;1,465;149;69;2,594;293;23;6.9;26.1;19.4;7.6;34.2;4.3;1.5;9.0;29.0;3.0;1.4;51.4;5.8;0.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;1,492;282;1,113;11;8;67;4;7;1,817;384;1,341;4;2;78;8;0;18.9;74.6;0.7;0.5;4.5;0.3;0.5;21.1;73.8;0.2;0.1;4.3;0.4;0.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;2,833;18;15;829;321;1,411;182;57;3,230;70;124;145;67;2,516;285;23;0.6;0.5;29.3;11.3;49.8;6.4;2.0;2.2;3.8;4.5;2.1;77.9;8.8;0.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;8,008;120;623;1,507;1,664;2,945;426;723;8,651;394;1,656;404;644;5,176;310;67;1.5;7.8;18.8;20.8;36.8;5.3;9.0;4.6;19.1;4.7;7.4;59.8;3.6;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;;;990;133;669;2;3;179;3;1;;;;;;;;13.4;67.6;0.2;0.3;18.1;0.3;0.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;8,008;120;623;1,507;1,664;2,945;426;723;7,661;261;987;402;641;4,997;307;66;1.5;7.8;18.8;20.8;36.8;5.3;9.0;3.4;12.9;5.2;8.4;65.2;4.0;0.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;2,779;43;233;1,043;702;539;149;70;4,071;189;558;465;277;2,287;239;56;1.5;8.4;37.5;25.3;19.4;5.4;2.5;4.6;13.7;11.4;6.8;56.2;5.9;1.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;;;700;140;479;8;1;60;2;10;;;;;;;;20.0;68.4;1.1;0.1;8.6;0.3;1.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;2,779;43;233;1,043;702;539;149;70;3,371;49;79;457;276;2,227;237;46;1.5;8.4;37.5;25.3;19.4;5.4;2.5;1.5;2.3;13.6;8.2;66.1;7.0;1.4
