cuadro;no;nivel;departamento;provincia;municipio/tioc;area;numero de viviendas_2012_total;numero de viviendas_2012_red de empresa electrica (servicio publico);numero de viviendas_2012_motor propio;numero de viviendas_2012_panel solar;numero de viviendas_2012_otra;numero de viviendas_2012_no tiene;numero de viviendas_2024_total;numero de viviendas_2024_servicio publico de energia electrica;numero de viviendas_2024_motor propio;numero de viviendas_2024_panel solar;numero de viviendas_2024_otra;numero de viviendas_2024_no tiene
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2080;57;Municipio/TIOC;Chuquisaca;Tomina;Alcalá;Rural;1,072;524;4;17;0;527;1,189;1,083;0;5;1;100
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2081;58;Municipio/TIOC;Chuquisaca;Tomina;El Villar;El Villar;1,212;332;38;44;8;790;1,439;1,041;1;30;5;362
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2082;59;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2083;60;Municipio/TIOC;Chuquisaca;Tomina;El Villar;Rural;1,212;332;38;44;8;790;1,439;1,041;1;30;5;362
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2084;61;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;8,158;4,434;107;546;107;2,964;10,043;8,093;46;464;49;1,391
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2085;62;Provincia;Chuquisaca;Hernando Siles;;Urbana;2,765;2,658;4;0;7;96;4,068;3,987;12;7;9;53
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2086;63;Provincia;Chuquisaca;Hernando Siles;;Rural;5,393;1,776;103;546;100;2,868;5,975;4,106;34;457;40;1,338
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;6,079;3,703;38;374;26;1,938;7,742;6,320;33;347;38;1,004
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Urbana;2,765;2,658;4;0;7;96;4,068;3,987;12;7;9;53
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Rural;3,314;1,045;34;374;19;1,842;3,674;2,333;21;340;29;951
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2090;67;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;2,079;731;69;172;81;1,026;2,301;1,773;13;117;11;387
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2091;68;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2092;69;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Rural;2,079;731;69;172;81;1,026;2,301;1,773;13;117;11;387
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2093;70;Provincia;Chuquisaca;Yamparáez;;Yamparáez;7,336;3,507;39;146;73;3,571;7,348;5,839;40;149;66;1,254
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2094;71;Provincia;Chuquisaca;Yamparáez;;Urbana;781;709;1;0;2;69;913;842;1;0;9;61
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2095;72;Provincia;Chuquisaca;Yamparáez;;Rural;6,555;2,798;38;146;71;3,502;6,435;4,997;39;149;57;1,193
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;4,386;2,090;12;131;35;2,118;4,279;3,402;32;72;39;734
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Urbana;781;709;1;0;2;69;913;842;1;0;9;61
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Rural;3,605;1,381;11;131;33;2,049;3,366;2,560;31;72;30;673
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2099;76;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;2,950;1,417;27;15;38;1,453;3,069;2,437;8;77;27;520
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2100;77;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2101;78;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Rural;2,950;1,417;27;15;38;1,453;3,069;2,437;8;77;27;520
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2102;79;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;18,587;7,497;140;815;264;9,871;21,769;15,170;50;975;97;5,477
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2103;80;Provincia;Chuquisaca;Nor Cinti;;Urbana;2,069;1,925;3;0;6;135;4,332;4,185;9;18;13;107
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2104;81;Provincia;Chuquisaca;Nor Cinti;;Rural;16,518;5,572;137;815;258;9,736;17,437;10,985;41;957;84;5,370
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;4,325;2,941;20;35;33;1,296;5,047;4,300;14;59;15;659
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Urbana;1,492;1,463;2;0;2;25;1,817;1,795;9;0;2;11
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Rural;2,833;1,478;18;35;31;1,271;3,230;2,505;5;59;13;648
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;8,008;2,606;55;628;185;4,534;8,651;6,050;18;435;44;2,104
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Urbana;;;;;;;990;956;0;3;4;27
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Rural;8,008;2,606;55;628;185;4,534;7,661;5,094;18;432;40;2,077
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;2,779;746;41;84;17;1,891;4,071;2,006;12;381;33;1,639
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Urbana;;;;;;;700;627;0;12;5;56
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Rural;2,779;746;41;84;17;1,891;3,371;1,379;12;369;28;1,583
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2114;91;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;3,475;1,204;24;68;29;2,150;4,000;2,814;6;100;5;1,075
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2115;92;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Urbana;577;462;1;0;4;110;825;807;0;3;2;13
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2116;93;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Rural;2,898;742;23;68;25;2,040;3,175;2,007;6;97;3;1,062
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2117;94;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;3,196;1,730;5;203;35;1,223;3,187;2,673;2;75;4;433
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2118;95;Provincia;Chuquisaca;Belisario Boeto;;Urbana;1,035;1,000;2;2;1;30;1,189;1,180;0;1;0;8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2119;96;Provincia;Chuquisaca;Belisario Boeto;;Rural;2,161;730;3;201;34;1,193;1,998;1,493;2;74;4;425
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2120;97;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;3,196;1,730;5;203;35;1,223;3,187;2,673;2;75;4;433
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2121;98;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Urbana;1,035;1,000;2;2;1;30;1,189;1,180;0;1;0;8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2122;99;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Rural;2,161;730;3;201;34;1,193;1,998;1,493;2;74;4;425
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2123;100;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;6,374;2,653;48;796;30;2,847;7,311;5,002;34;524;35;1,716
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2124;101;Provincia;Chuquisaca;Sud Cinti;;Urbana;736;668;1;1;1;65;1,645;1,569;3;4;3;66
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2125;102;Provincia;Chuquisaca;Sud Cinti;;Rural;5,638;1,985;47;795;29;2,782;5,666;3,433;31;520;32;1,650
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2126;103;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;965;431;2;7;2;523;1,371;1,145;3;22;2;199
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2127;104;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Urbana;;;;;;;567;548;1;2;2;14
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2128;105;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Rural;965;431;2;7;2;523;804;597;2;20;0;185
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2129;106;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Culpina;4,347;1,639;24;758;24;1,902;4,660;2,747;8;485;29;1,391
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2130;107;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Urbana;736;668;1;1;1;65;1,078;1,021;2;2;1;52
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2131;108;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Rural;3,611;971;23;757;23;1,837;3,582;1,726;6;483;28;1,339
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2132;109;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;1,062;583;22;31;4;422;1,280;1,110;23;17;4;126
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2133;110;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2134;111;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Rural;1,062;583;22;31;4;422;1,280;1,110;23;17;4;126
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2135;112;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;4,886;2,227;93;478;94;1,994;6,242;4,434;63;507;36;1,202
