cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;"2024_residentes_habituales
(a_=_c_+_e)";"2024_poblacion_ocupada(1)
(b_=_c_+_d)";"2024_poblacion_residente_y_ocupada
(c)";"2024_trabajadores_que_llegan_
(d)";"2024_trabajadores_que_salen
(e)";"2024__movimientos_cotidianos_para_trabajar
(f_=_d_+_e)";"2024_saldo_de_movilidad
(g_=_d_-_e)";"2024_relacion_de_saldo_de_movilidad(2)
(h_=_g___a)";"2024_porcentaje_de_no_movilidad
_";"2024_porcentaje_de_movilidad_intermunicipal
_"
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2081;58;Provincia;Chuquisaca;Hernando Siles;;Hernando Siles;13,708;13,744;13,178;566;530;1,096;36;0.3;96.1;3.9
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2082;59;Provincia;Chuquisaca;Hernando Siles;;Hombres;8,265;8,292;7,889;403;376;779;27;0.3;95.5;4.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2083;60;Provincia;Chuquisaca;Hernando Siles;;Mujeres;5,443;5,452;5,289;163;154;317;9;0.2;97.2;2.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2084;61;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Monteagudo;10,867;10,914;10,414;500;453;953;47;0.4;95.8;4.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2085;62;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Hombres;6,404;6,439;6,084;355;320;675;35;0.5;95.0;5.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2086;63;Municipio/TIOC;Chuquisaca;Hernando Siles;Monteagudo;Mujeres;4,463;4,475;4,330;145;133;278;12;0.3;97.0;3.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2087;64;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Huacareta;2,806;2,806;2,709;97;97;194;0;0.0;96.5;3.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2088;65;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Hombres;1,838;1,833;1,772;61;66;127;-5;-0.3;96.4;3.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2089;66;Municipio/TIOC;Chuquisaca;Hernando Siles;Huacareta;Mujeres;968;973;937;36;31;67;5;0.5;96.8;3.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2090;67;Provincia;Chuquisaca;Yamparáez;;Yamparáez;8,596;8,651;7,585;1,066;1,011;2,077;55;0.6;88.2;11.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2091;68;Provincia;Chuquisaca;Yamparáez;;Hombres;5,087;5,053;4,427;626;660;1,286;-34;-0.7;87.0;13.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2092;69;Provincia;Chuquisaca;Yamparáez;;Mujeres;3,509;3,598;3,158;440;351;791;89;2.5;90.0;10.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2093;70;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Tarabuco;5,211;5,280;4,677;603;534;1,137;69;1.3;89.8;10.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2094;71;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Hombres;3,023;3,019;2,675;344;348;692;-4;-0.1;88.5;11.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2095;72;Municipio/TIOC;Chuquisaca;Yamparáez;Tarabuco;Mujeres;2,188;2,261;2,002;259;186;445;73;3.3;91.5;8.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2096;73;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Yamparáez;3,342;3,343;2,860;483;482;965;1;0.0;85.6;14.4
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2097;74;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Hombres;2,043;2,023;1,724;299;319;618;-20;-1.0;84.4;15.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2098;75;Municipio/TIOC;Chuquisaca;Yamparáez;Yamparáez;Mujeres;1,299;1,320;1,136;184;163;347;21;1.6;87.5;12.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2099;76;Provincia;Chuquisaca;Nor Cinti;;Nor Cinti;26,657;26,510;25,400;1,110;1,257;2,367;-147;-0.6;95.3;4.7
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2100;77;Provincia;Chuquisaca;Nor Cinti;;Hombres;15,556;15,476;14,779;697;777;1,474;-80;-0.5;95.0;5.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2101;78;Provincia;Chuquisaca;Nor Cinti;;Mujeres;11,101;11,034;10,621;413;480;893;-67;-0.6;95.7;4.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2102;79;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Camargo;6,526;6,556;6,187;369;339;708;30;0.5;94.8;5.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2103;80;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Hombres;3,582;3,630;3,367;263;215;478;48;1.3;94.0;6.0
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2104;81;Municipio/TIOC;Chuquisaca;Nor Cinti;Camargo;Mujeres;2,944;2,926;2,820;106;124;230;-18;-0.6;95.8;4.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2105;82;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;San Lucas;8,123;8,041;7,597;444;526;970;-82;-1.0;93.5;6.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2106;83;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Hombres;4,823;4,775;4,499;276;324;600;-48;-1.0;93.3;6.7
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2107;84;Municipio/TIOC;Chuquisaca;Nor Cinti;San Lucas;Mujeres;3,300;3,266;3,098;168;202;370;-34;-1.0;93.9;6.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2108;85;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Incahuasi;6,828;6,812;6,600;212;228;440;-16;-0.2;96.7;3.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2109;86;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Hombres;4,140;4,112;3,996;116;144;260;-28;-0.7;96.5;3.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2110;87;Municipio/TIOC;Chuquisaca;Nor Cinti;Incahuasi;Mujeres;2,688;2,700;2,604;96;84;180;12;0.4;96.9;3.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2111;88;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Villa Charcas;5,107;5,035;4,806;229;301;530;-72;-1.4;94.1;5.9
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2112;89;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Hombres;2,964;2,912;2,780;132;184;316;-52;-1.8;93.8;6.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2113;90;Municipio/TIOC;Chuquisaca;Nor Cinti;Villa Charcas;Mujeres;2,143;2,123;2,026;97;117;214;-20;-0.9;94.5;5.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2114;91;Provincia;Chuquisaca;Belisario Boeto;;Belisario Boeto;3,554;3,474;3,324;150;230;380;-80;-2.3;93.5;6.5
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2115;92;Provincia;Chuquisaca;Belisario Boeto;;Hombres;2,249;2,202;2,109;93;140;233;-47;-2.1;93.8;6.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2116;93;Provincia;Chuquisaca;Belisario Boeto;;Mujeres;1,305;1,272;1,215;57;90;147;-33;-2.5;93.1;6.9
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2117;94;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Villa Serrano;3,549;3,471;3,324;147;225;372;-78;-2.2;93.7;6.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2118;95;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Hombres;2,247;2,200;2,109;91;138;229;-47;-2.1;93.9;6.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2119;96;Municipio/TIOC;Chuquisaca;Belisario Boeto;Villa Serrano;Mujeres;1,302;1,271;1,215;56;87;143;-31;-2.4;93.3;6.7
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2120;97;Provincia;Chuquisaca;Sud Cinti;;Sud Cinti;10,095;10,004;9,567;437;528;965;-91;-0.9;94.8;5.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2121;98;Provincia;Chuquisaca;Sud Cinti;;Hombres;6,027;5,993;5,708;285;319;604;-34;-0.6;94.7;5.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2122;99;Provincia;Chuquisaca;Sud Cinti;;Mujeres;4,068;4,011;3,859;152;209;361;-57;-1.4;94.9;5.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2123;100;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Villa Abecia;2,304;2,265;2,193;72;111;183;-39;-1.7;95.2;4.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2124;101;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Hombres;1,346;1,332;1,284;48;62;110;-14;-1.0;95.4;4.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2125;102;Municipio/TIOC;Chuquisaca;Sud Cinti;Villa Abecia;Mujeres;958;933;909;24;49;73;-25;-2.6;94.9;5.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2126;103;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Culpina;5,759;5,800;5,510;290;249;539;41;0.7;95.7;4.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2127;104;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Hombres;3,384;3,425;3,239;186;145;331;41;1.2;95.7;4.3
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2128;105;Municipio/TIOC;Chuquisaca;Sud Cinti;Culpina;Mujeres;2,375;2,375;2,271;104;104;208;0;0.0;95.6;4.4
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2129;106;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Las Carreras;2,010;1,927;1,851;76;159;235;-83;-4.1;92.1;7.9
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2130;107;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Hombres;1,282;1,227;1,178;49;104;153;-55;-4.3;91.9;8.1
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2131;108;Municipio/TIOC;Chuquisaca;Sud Cinti;Las Carreras;Mujeres;728;700;673;27;55;82;-28;-3.8;92.4;7.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2132;109;Provincia;Chuquisaca;Luis Calvo;;Luis Calvo;8,299;8,187;7,754;433;545;978;-112;-1.3;93.4;6.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2133;110;Provincia;Chuquisaca;Luis Calvo;;Hombres;5,348;5,318;4,991;327;357;684;-30;-0.6;93.3;6.7
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2134;111;Provincia;Chuquisaca;Luis Calvo;;Mujeres;2,951;2,869;2,763;106;188;294;-82;-2.8;93.6;6.4
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2135;112;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Villa Vaca Guzmán;4,935;4,866;4,708;158;227;385;-69;-1.4;95.4;4.6
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2136;113;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Hombres;3,186;3,149;3,032;117;154;271;-37;-1.2;95.2;4.8
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2137;114;Municipio/TIOC;Chuquisaca;Luis Calvo;Villa Vaca Guzmán;Mujeres;1,749;1,717;1,676;41;73;114;-32;-1.8;95.8;4.2
BOLIVIA: POBLACIÓN OCUPADA DE 14 AÑOS O MÁS CON RESIDENCIA HABITUAL POR MOVILIDAD COTIDIANA PARA TRABAJAR SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2138;115;Municipio/TIOC;Chuquisaca;Luis Calvo;Huacaya (Autonomía Guaraní Chaqueño de Huacaya);Huacaya (Autonomía Guaraní Chaqueño de Huacaya);827;776;728;48;99;147;-51;-6.2;88.0;12.0
