cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;numero_total_total;numero_total_hombres;numero_total_mujeres;numero_agricultura,_ganaderia,_silvicultura_total;numero_agricultura,_ganaderia,_silvicultura_hombres;numero_agricultura,_ganaderia,_silvicultura_mujeres;numero_pesca_total;numero_pesca_hombres;numero_pesca_mujeres;numero_explotacion_de_minas_y_canteras_total;numero_explotacion_de_minas_y_canteras_hombres;numero_explotacion_de_minas_y_canteras_mujeres;numero_industria_manufacturera_total;numero_industria_manufacturera_hombres;numero_industria_manufacturera_mujeres;numero__electricidad,_gas_y_agua_total;numero__electricidad,_gas_y_agua_hombres;numero__electricidad,_gas_y_agua_mujeres;numero_construccion_total;numero_construccion_hombres;numero_construccion_mujeres;numero_comercio_al_por_mayor_y_menor_total;numero_comercio_al_por_mayor_y_menor_hombres;numero_comercio_al_por_mayor_y_menor_mujeres;numero_transporte,_almacenamiento_y_comunicacion_total;numero_transporte,_almacenamiento_y_comunicacion_hombres;numero_transporte,_almacenamiento_y_comunicacion_mujeres;numero_hoteles_y_restaurantes_total;numero_hoteles_y_restaurantes_hombres;numero_hoteles_y_restaurantes_mujeres;numero_intermedicion_financiera_total;numero_intermedicion_financiera_hombres;numero_intermedicion_financiera_mujeres;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_total;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_hombres;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_mujeres;numero_administracion,_publica,_defensa_y_seguridad_social_total;numero_administracion,_publica,_defensa_y_seguridad_social_hombres;numero_administracion,_publica,_defensa_y_seguridad_social_mujeres;numero_educacion_total;numero_educacion_hombres;numero_educacion_mujeres;numero_servicios_sociales_y_de_salud_total;numero_servicios_sociales_y_de_salud_hombres;numero_servicios_sociales_y_de_salud_mujeres;numero_servicios_comunitarios,_sociales_y_personales_total;numero_servicios_comunitarios,_sociales_y_personales_hombres;numero_servicios_comunitarios,_sociales_y_personales_mujeres;numero_servicios_a_los_hogares_y_servicios_domesticos_total;numero_servicios_a_los_hogares_y_servicios_domesticos_hombres;numero_servicios_a_los_hogares_y_servicios_domesticos_mujeres;numero_servicios_de_organizaciones_extraterritoriales_total;numero_servicios_de_organizaciones_extraterritoriales_hombres;numero_servicios_de_organizaciones_extraterritoriales_mujeres;numero_sin_especificar_total;numero_sin_especificar_hombres;numero_sin_especificar_mujeres
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2032;37;Departamento;Chuquisaca;;;30 a 39;16,552;9,074;7,478;567;462;105;0;0;0;23;20;3;1,788;1,125;663;112;108;4;1,551;1,522;29;3,400;1,308;2,092;1,486;1,367;119;809;139;670;223;138;85;930;661;269;1,055;686;369;1,578;490;1,088;1,139;351;788;797;431;366;502;17;485;6;4;2;586;245;341
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2033;38;Departamento;Chuquisaca;;;40 a 49;12,575;6,785;5,790;480;398;82;0;0;0;23;22;1;1,293;864;429;93;82;11;1,097;1,085;12;2,602;957;1,645;932;870;62;680;113;567;86;59;27;554;397;157;762;548;214;1,980;578;1,402;794;312;482;525;291;234;287;9;278;5;5;0;382;195;187
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2034;39;Departamento;Chuquisaca;;;50 a 59;6,612;3,742;2,870;380;317;63;0;0;0;18;18;0;706;460;246;32;31;1;595;592;3;1,486;479;1,007;440;424;16;459;55;404;23;19;4;238;197;41;312;250;62;1,016;483;533;305;172;133;261;138;123;156;11;145;0;0;0;185;96;89
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2035;40;Departamento;Chuquisaca;;;60 o más;4,106;2,207;1,899;543;456;87;0;0;0;5;5;0;539;371;168;6;4;2;260;257;3;1,268;369;899;198;194;4;304;50;254;6;3;3;101;90;11;84;71;13;145;74;71;102;61;41;195;109;86;151;13;138;0;0;0;199;80;119
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2036;41;Departamento;Chuquisaca;;;Rural;86,068;57,432;28,636;52,547;42,859;9,688;9;8;1;190;175;15;10,430;2,158;8,272;113;106;7;5,431;5,349;82;2,384;1,009;1,375;967;932;35;847;64;783;24;18;6;205;172;33;526;408;118;3,492;1,619;1,873;618;259;359;362;203;159;2,325;77;2,248;2;1;1;5,596;2,015;3,581
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2037;43;Departamento;Chuquisaca;;;14 a 19;11,851;7,423;4,428;6,938;5,366;1,572;0;0;0;25;19;6;1,628;377;1,251;11;10;1;774;756;18;247;144;103;107;99;8;142;16;126;1;0;1;7;7;0;6;5;1;132;39;93;38;4;34;39;27;12;570;17;553;0;0;0;1,186;537;649
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2038;44;Departamento;Chuquisaca;;;20 a 29;19,350;12,871;6,479;10,528;8,786;1,742;3;2;1;54;49;5;2,372;518;1,854;33;29;4;1,576;1,551;25;517;233;284;371;361;10;179;16;163;10;8;2;75;62;13;148;95;53;1,424;577;847;263;109;154;94;54;40;527;13;514;1;0;1;1,175;408;767
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2039;45;Departamento;Chuquisaca;;;30 a 39;17,155;11,538;5,617;9,848;8,200;1,648;4;4;0;48;45;3;2,118;429;1,689;21;20;1;1,196;1,181;15;539;214;325;253;245;8;162;5;157;11;9;2;62;47;15;177;143;34;1,102;504;598;212;91;121;92;61;31;372;17;355;0;0;0;938;323;615
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2040;46;Departamento;Chuquisaca;;;40 a 49;14,529;9,806;4,723;8,921;7,304;1,617;0;0;0;42;41;1;1,807;325;1,482;27;26;1;958;946;12;455;194;261;145;142;3;158;11;147;0;0;0;29;28;1;122;106;16;591;326;265;70;34;36;65;29;36;306;10;296;1;1;0;832;283;549
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2041;47;Departamento;Chuquisaca;;;50 a 59;10,894;7,480;3,414;7,331;5,988;1,343;1;1;0;16;16;0;1,268;258;1,010;15;15;0;581;570;11;284;118;166;65;60;5;111;7;104;1;0;1;23;20;3;50;40;10;216;154;62;21;13;8;44;18;26;245;5;240;0;0;0;622;197;425
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2042;48;Departamento;Chuquisaca;;;60 o más;12,289;8,314;3,975;8,981;7,215;1,766;1;1;0;5;5;0;1,237;251;986;6;6;0;346;345;1;342;106;236;26;25;1;95;9;86;1;1;0;9;8;1;23;19;4;27;19;8;14;8;6;28;14;14;305;15;290;0;0;0;843;267;576
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2043;49;Provincia;Chuquisaca;Oropeza;;Oropeza;75,320;41,358;33,962;9,417;7,006;2,411;2;2;0;125;118;7;9,608;5,574;4,034;349;318;31;7,306;7,189;117;13,483;5,480;8,003;5,043;4,624;419;3,630;747;2,883;548;332;216;2,860;1,929;931;2,808;1,915;893;5,605;1,932;3,673;3,067;1,121;1,946;2,975;1,706;1,269;5,552;168;5,384;13;9;4;2,929;1,188;1,741
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2044;51;Provincia;Chuquisaca;Oropeza;;14 a 19;10,604;5,124;5,480;1,108;750;358;0;0;0;11;11;0;1,755;1,107;648;18;17;1;1,122;1,105;17;1,795;1,072;723;285;254;31;598;156;442;10;8;2;152;90;62;59;44;15;91;38;53;61;14;47;280;182;98;2,685;56;2,629;0;0;0;574;220;354
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2045;52;Provincia;Chuquisaca;Oropeza;;20 a 29;21,066;11,830;9,236;1,684;1,301;383;1;1;0;29;26;3;2,864;1,643;1,221;78;65;13;2,535;2,478;57;3,680;1,607;2,073;1,898;1,694;204;995;256;739;228;126;102;1,006;590;416;757;481;276;1,052;344;708;793;265;528;1,037;609;428;1,617;44;1,573;2;0;2;810;300;510
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2046;53;Provincia;Chuquisaca;Oropeza;;30 a 39;17,253;9,616;7,637;1,736;1,306;430;0;0;0;28;25;3;2,018;1,152;866;114;110;4;1,620;1,593;27;3,158;1,187;1,971;1,408;1,300;108;754;134;620;203;122;81;864;608;256;943;609;334;1,455;456;999;1,071;332;739;746;402;344;522;23;499;6;4;2;607;253;354
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2047;54;Provincia;Chuquisaca;Oropeza;;40 a 49;13,473;7,402;6,071;1,649;1,252;397;0;0;0;30;29;1;1,471;845;626;95;84;11;1,155;1,144;11;2,398;868;1,530;870;813;57;624;106;518;79;54;25;521;374;147;704;502;202;1,861;536;1,325;758;297;461;488;277;211;330;15;315;5;5;0;435;201;234
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2048;55;Provincia;Chuquisaca;Oropeza;;50 a 59;7,492;4,335;3,157;1,368;1,023;345;0;0;0;21;21;0;831;460;371;37;36;1;617;614;3;1,344;427;917;400;385;15;393;51;342;23;19;4;220;181;39;277;221;56;1,005;487;518;286;156;130;244;132;112;190;11;179;0;0;0;236;111;125
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2049;56;Provincia;Chuquisaca;Oropeza;;60 o más;5,432;3,051;2,381;1,872;1,374;498;1;1;0;6;6;0;669;367;302;7;6;1;257;255;2;1,108;319;789;182;178;4;266;44;222;5;3;2;97;86;11;68;58;10;141;71;70;98;57;41;180;104;76;208;19;189;0;0;0;267;103;164
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2050;57;Provincia;Chuquisaca;Oropeza;;Urbana;61,421;32,842;28,579;1,668;1,338;330;0;0;0;91;84;7;7,460;5,012;2,448;303;272;31;6,186;6,079;107;12,940;5,275;7,665;4,822;4,407;415;3,482;735;2,747;545;329;216;2,830;1,904;926;2,750;1,863;887;5,155;1,721;3,434;2,993;1,092;1,901;2,897;1,656;1,241;5,050;140;4,910;12;8;4;2,237;927;1,310
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2051;59;Provincia;Chuquisaca;Oropeza;;14 a 19;8,716;4,064;4,652;186;140;46;0;0;0;7;7;0;1,395;990;405;13;12;1;945;931;14;1,719;1,029;690;266;236;30;582;152;430;10;8;2;150;88;62;57;42;15;77;34;43;56;14;42;269;174;95;2,559;54;2,505;0;0;0;425;153;272
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2052;60;Provincia;Chuquisaca;Oropeza;;20 a 29;18,074;9,961;8,113;321;275;46;0;0;0;18;15;3;2,343;1,494;849;67;54;13;2,154;2,102;52;3,556;1,553;2,003;1,800;1,598;202;956;253;703;226;124;102;998;583;415;746;474;272;914;289;625;762;255;507;1,017;597;420;1,503;37;1,466;2;0;2;691;258;433
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2053;61;Provincia;Chuquisaca;Oropeza;;30 a 39;14,644;7,982;6,662;354;277;77;0;0;0;23;20;3;1,601;1,043;558;106;102;4;1,381;1,355;26;3,053;1,152;1,901;1,353;1,246;107;732;132;600;202;121;81;856;602;254;924;590;334;1,318;400;918;1,046;320;726;729;389;340;459;17;442;6;4;2;501;212;289
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2054;62;Provincia;Chuquisaca;Oropeza;;40 a 49;11,035;5,883;5,152;267;215;52;0;0;0;21;20;1;1,118;765;353;84;73;11;970;960;10;2,293;833;1,460;840;783;57;595;105;490;79;54;25;516;370;146;686;486;200;1,761;485;1,276;751;293;458;473;269;204;262;9;253;4;4;0;315;159;156
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2055;63;Provincia;Chuquisaca;Oropeza;;50 a 59;5,679;3,200;2,479;226;178;48;0;0;0;17;17;0;584;406;178;30;29;1;516;513;3;1,282;406;876;389;374;15;371;49;322;23;19;4;216;177;39;271;215;56;948;445;503;283;154;129;234;125;109;137;10;127;0;0;0;152;83;69
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2056;64;Provincia;Chuquisaca;Oropeza;;60 o más;3,273;1,752;1,521;314;253;61;0;0;0;5;5;0;419;314;105;3;2;1;220;218;2;1,037;302;735;174;170;4;246;44;202;5;3;2;94;84;10;66;56;10;137;68;69;95;56;39;175;102;73;130;13;117;0;0;0;153;62;91
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2057;65;Provincia;Chuquisaca;Oropeza;;Rural;13,899;8,516;5,383;7,749;5,668;2,081;2;2;0;34;34;0;2,148;562;1,586;46;46;0;1,120;1,110;10;543;205;338;221;217;4;148;12;136;3;3;0;30;25;5;58;52;6;450;211;239;74;29;45;78;50;28;502;28;474;1;1;0;692;261;431
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2058;67;Provincia;Chuquisaca;Oropeza;;14 a 19;1,888;1,060;828;922;610;312;0;0;0;4;4;0;360;117;243;5;5;0;177;174;3;76;43;33;19;18;1;16;4;12;0;0;0;2;2;0;2;2;0;14;4;10;5;0;5;11;8;3;126;2;124;0;0;0;149;67;82
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2059;68;Provincia;Chuquisaca;Oropeza;;20 a 29;2,992;1,869;1,123;1,363;1,026;337;1;1;0;11;11;0;521;149;372;11;11;0;381;376;5;124;54;70;98;96;2;39;3;36;2;2;0;8;7;1;11;7;4;138;55;83;31;10;21;20;12;8;114;7;107;0;0;0;119;42;77
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2060;69;Provincia;Chuquisaca;Oropeza;;30 a 39;2,609;1,634;975;1,382;1,029;353;0;0;0;5;5;0;417;109;308;8;8;0;239;238;1;105;35;70;55;54;1;22;2;20;1;1;0;8;6;2;19;19;0;137;56;81;25;12;13;17;13;4;63;6;57;0;0;0;106;41;65
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2061;70;Provincia;Chuquisaca;Oropeza;;40 a 49;2,438;1,519;919;1,382;1,037;345;0;0;0;9;9;0;353;80;273;11;11;0;185;184;1;105;35;70;30;30;0;29;1;28;0;0;0;5;4;1;18;16;2;100;51;49;7;4;3;15;8;7;68;6;62;1;1;0;120;42;78
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2062;71;Provincia;Chuquisaca;Oropeza;;50 a 59;1,813;1,135;678;1,142;845;297;0;0;0;4;4;0;247;54;193;7;7;0;101;101;0;62;21;41;11;11;0;22;2;20;0;0;0;4;4;0;6;6;0;57;42;15;3;2;1;10;7;3;53;1;52;0;0;0;84;28;56
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2063;72;Provincia;Chuquisaca;Oropeza;;60 o más;2,159;1,299;860;1,558;1,121;437;1;1;0;1;1;0;250;53;197;4;4;0;37;37;0;71;17;54;8;8;0;20;0;20;0;0;0;3;2;1;2;2;0;4;3;1;3;1;2;5;2;3;78;6;72;0;0;0;114;41;73
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2064;73;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Sucre;67,766;36,967;30,799;5,275;4,289;986;2;2;0;98;91;7;8,349;5,215;3,134;319;288;31;6,685;6,576;109;13,171;5,348;7,823;4,934;4,516;418;3,536;739;2,797;545;329;216;2,849;1,921;928;2,768;1,880;888;5,357;1,811;3,546;3,022;1,105;1,917;2,931;1,676;1,255;5,436;155;5,281;12;8;4;2,477;1,018;1,459
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2065;75;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;14 a 19;9,577;4,574;5,003;620;461;159;0;0;0;10;10;0;1,539;1,036;503;14;13;1;1,023;1,009;14;1,751;1,046;705;278;247;31;590;153;437;10;8;2;152;90;62;58;43;15;85;35;50;57;14;43;272;177;95;2,638;56;2,582;0;0;0;480;176;304
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2066;76;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;20 a 29;19,445;10,874;8,571;953;803;150;1;1;0;20;17;3;2,553;1,543;1,010;70;57;13;2,352;2,300;52;3,607;1,575;2,032;1,859;1,655;204;971;254;717;226;124;102;1,001;586;415;749;477;272;970;308;662;776;258;518;1,023;600;423;1,578;41;1,537;2;0;2;734;275;459
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2067;77;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;30 a 39;15,782;8,754;7,028;985;815;170;0;0;0;24;21;3;1,773;1,095;678;107;103;4;1,465;1,438;27;3,095;1,160;1,935;1,376;1,269;107;736;132;604;202;121;81;861;606;255;932;598;334;1,378;423;955;1,057;328;729;736;394;342;511;20;491;6;4;2;538;227;311
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2068;78;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;40 a 49;12,135;6,602;5,533;895;745;150;0;0;0;22;21;1;1,271;791;480;93;82;11;1,049;1,038;11;2,342;847;1,495;848;791;57;603;105;498;79;54;25;519;373;146;691;490;201;1,811;512;1,299;752;294;458;483;273;210;320;12;308;4;4;0;353;170;183
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2069;79;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;50 a 59;6,540;3,769;2,771;779;634;145;0;0;0;17;17;0;686;419;267;32;31;1;563;560;3;1,311;414;897;397;382;15;385;51;334;23;19;4;219;180;39;272;216;56;975;464;511;283;154;129;241;130;111;186;10;176;0;0;0;171;88;83
